id_proveedor,id_funcionario,n_contratos,monto_total,comparte_telefono,comparte_direccion,vinculo_sospechoso
P0014,F010,1,67973.08,False,False,False
P0014,F016,2,1380405.1800000002,False,False,False
P0014,F017,2,40319.22,False,False,False
P0014,F018,1,337289.75,False,False,False
P0014,F021,1,61712.8,False,False,False
P0014,F026,1,84288.73,False,False,False
P0014,F029,3,315034.31,False,False,False
P0014,F034,1,28287.82,False,False,False
P0014,F038,1,135618.82,False,False,False
P0014,F040,3,1406510.04,False,False,False
P0014,F050,1,104988.78,False,False,False
P0014,F052,1,5899.2,False,False,False
P0014,F053,1,26365.68,False,False,False
P0015,F000,2,99907.01999999999,False,False,False
P0015,F004,1,199326.77,False,False,False
P0015,F006,2,235785.21000000002,False,False,False
P0015,F008,1,54335.92,False,False,False
P0015,F012,1,38896.54,False,False,False
P0015,F017,1,30892.74,False,False,False
P0015,F019,2,226327.91999999998,False,False,False
P0015,F021,1,30219.19,False,False,False
P0015,F024,2,105907.60999999999,False,False,False
P0015,F025,1,55298.64,False,False,False
P0015,F026,1,64924.35,False,False,False
P0015,F035,1,32531.0,False,False,False
P0015,F046,1,12735.74,False,False,False
P0015,F050,1,74404.85,False,False,False
P0015,F054,1,127725.39,False,False,False
P0016,F000,2,291534.54,False,False,False
P0016,F001,1,6172.23,False,False,False
P0016,F002,2,198264.37,False,False,False
P0016,F003,1,17402.62,False,False,False
P0016,F005,1,18460.44,False,False,False
P0016,F011,1,89047.96,False,False,False
P0016,F016,1,138083.65,False,False,False
P0016,F018,2,192198.32,False,False,False
P0016,F024,1,77179.71,False,False,False
P0016,F030,1,33349.11,False,False,False
P0016,F038,1,81123.81,False,False,False
P0016,F041,1,65695.77,False,False,False
P0016,F042,1,14239.29,False,False,False
P0016,F050,1,74404.85,False,False,False
P0016,F053,1,74634.18,False,False,False
P0017,F001,2,316541.23,False,False,False
P0017,F003,1,1030231.81,False,False,False
P0017,F010,1,158758.2,False,False,False
P0017,F019,1,39356.49,False,False,False
P0017,F033,1,6049.3,False,False,False
P0017,F035,3,172474.68,False,False,False
P0017,F037,1,45160.18,False,False,False
P0017,F038,1,45384.72,False,False,False
P0017,F041,1,65688.52,False,False,False
P0017,F050,1,15957.97,False,False,False
P0017,F051,1,125360.13,False,False,False
P0017,F059,1,132901.69,False,False,False
P0018,F003,1,297214.61,False,False,False
P0018,F007,2,159809.32,False,False,False
P0018,F008,1,33186.2,False,False,False
P0018,F013,1,66105.66,False,False,False
P0018,F014,1,88917.0,False,False,False
P0018,F018,4,1376018.63,False,False,False
P0018,F026,1,60886.24,False,False,False
P0018,F035,3,139379.95,False,False,False
P0018,F048,4,873994.33,False,False,False
P0018,F052,1,282852.24,False,False,False
P0018,F054,1,216473.54,False,False,False
P0018,F058,1,54673.21,False,False,False
P0019,F000,1,81602.9,False,False,False
P0019,F004,1,174785.16,False,False,False
P0019,F006,2,172141.2,False,False,False
P0019,F007,1,76245.31,False,False,False
P0019,F010,5,1817586.1099999999,False,False,False
P0019,F011,1,25693.13,False,False,False
P0019,F018,2,22662.33,False,False,False
P0019,F019,1,32048.19,False,False,False
P0019,F021,1,151809.41,False,False,False
P0019,F024,1,96784.4,False,False,False
P0019,F035,2,57548.76,False,False,False
P0019,F036,1,23960.85,False,False,False
P0019,F038,4,1273053.8399999999,False,False,False
P0019,F041,2,1208577.65,False,False,False
P0019,F050,6,2962875.54,False,False,False
P0019,F055,1,671860.18,False,False,False
P0019,F056,1,57601.95,False,False,False
P0019,F058,2,108059.03,False,False,False
P0020,F000,4,191350.76,False,False,False
P0020,F001,1,41227.29,False,False,False
P0020,F003,1,201749.98,False,False,False
P0020,F008,1,190101.24,False,False,False
P0020,F013,1,117034.2,False,False,False
P0020,F015,1,60553.21,False,False,False
P0020,F016,1,136697.46,False,False,False
P0020,F021,1,83836.5,False,False,False
P0020,F023,1,129882.67,False,False,False
P0020,F027,1,36321.02,False,False,False
P0020,F028,1,34389.49,False,False,False
P0020,F031,1,47565.54,False,False,False
P0020,F035,1,166539.57,False,False,False
P0020,F040,1,45493.22,False,False,False
P0020,F044,1,40958.86,False,False,False
P0020,F047,1,17565.31,False,False,False
P0020,F048,1,15021.86,False,False,False
P0020,F054,1,60921.09,False,False,False
P0020,F055,1,193009.96,False,False,False
P0020,F056,1,85485.71,False,False,False
P0021,F000,2,96175.94,False,False,False
P0021,F016,1,42790.05,False,False,False
P0021,F021,2,31215.02,False,False,False
P0021,F035,2,400575.49000000005,False,False,False
P0021,F036,1,36265.07,False,False,False
P0021,F040,1,79198.09,False,False,False
P0021,F041,1,15030.23,False,False,False
P0021,F046,1,188074.48,False,False,False
P0021,F055,1,99155.5,False,False,False
P0021,F058,1,67555.88,False,False,False
P0022,F000,1,79094.49,False,False,False
P0022,F006,1,46578.64,False,False,False
P0022,F007,1,77087.93,False,False,False
P0022,F008,2,156045.06,False,False,False
P0022,F016,1,38110.46,False,False,False
P0022,F020,1,1114195.7,False,False,False
P0022,F021,4,1514935.56,False,False,False
P0022,F023,2,82237.07,False,False,False
P0022,F028,1,434201.27,False,False,False
P0022,F031,2,175272.11,False,False,False
P0022,F035,1,15897.07,False,False,False
P0022,F041,2,554503.48,False,False,False
P0022,F044,1,26410.12,False,False,False
P0022,F050,7,3554795.22,False,False,False
P0023,F000,1,64461.66,False,False,False
P0023,F008,1,305749.65,False,False,False
P0023,F010,1,121469.45,False,False,False
P0023,F012,2,160583.85,False,False,False
P0023,F016,2,98386.36,False,False,False
P0023,F017,1,10461.05,False,False,False
P0023,F021,1,16050.95,False,False,False
P0023,F030,1,34611.01,False,False,False
P0023,F031,1,98098.04,False,False,False
P0023,F033,1,139155.17,False,False,False
P0023,F035,1,74404.85,False,False,False
P0023,F036,1,74404.85,False,False,False
P0023,F038,1,152397.76,False,False,False
P0023,F041,1,73273.72,False,False,False
P0023,F044,2,111530.66,False,False,False
P0023,F055,1,35376.19,False,False,False
P0023,F059,1,12505.02,False,False,False
P0024,F003,1,30313.5,False,False,False
P0024,F004,1,70802.63,False,False,False
P0024,F006,2,141680.89,False,False,False
P0024,F008,1,9174.8,False,False,False
P0024,F012,3,802029.81,False,False,False
P0024,F015,1,61555.14,False,False,False
P0024,F016,2,175925.47999999998,False,False,False
P0024,F017,1,130461.01,False,False,False
P0024,F026,1,52378.54,False,False,False
P0024,F027,1,98761.64,False,False,False
P0024,F031,6,1880383.51,False,False,False
P0024,F042,1,20821.78,False,False,False
P0024,F051,3,384103.67,False,False,False
P0024,F056,2,149593.28,False,False,False
P0024,F057,1,1047863.18,False,False,False
P0025,F002,1,42478.11,False,False,False
P0025,F004,1,103804.34,False,False,False
P0025,F008,1,233079.05,False,False,False
P0025,F009,1,69423.17,False,False,False
P0025,F015,1,42241.87,False,False,False
P0025,F017,1,120015.62,False,False,False
P0025,F018,2,318066.51,False,False,False
P0025,F025,1,12181.61,False,False,False
P0025,F026,2,151492.78,False,False,False
P0025,F028,1,44816.67,False,False,False
P0025,F035,1,18997.42,False,False,False
P0025,F038,1,20765.72,False,False,False
P0025,F046,1,82172.97,False,False,False
P0025,F054,1,59087.28,False,False,False
P0025,F059,1,52773.03,False,False,False
P0026,F000,1,54381.89,False,False,False
P0026,F006,1,30028.98,False,False,False
P0026,F010,1,18600.38,False,False,False
P0026,F030,1,20623.81,False,False,False
P0026,F036,1,89675.6,False,False,False
P0026,F039,1,33454.89,False,False,False
P0026,F042,1,113698.3,False,False,False
P0026,F052,1,24617.25,False,False,False
P0026,F059,1,71476.2,False,False,False
P0027,F000,1,55702.39,False,False,False
P0027,F004,1,201064.61,False,False,False
P0027,F008,1,48878.16,False,False,False
P0027,F026,1,40589.86,False,False,False
P0027,F028,1,63182.68,False,False,False
P0027,F031,1,356028.74,False,False,False
P0027,F037,1,101728.14,False,False,False
P0027,F042,1,32029.85,False,False,False
P0027,F048,1,22317.31,False,False,False
P0027,F049,1,74404.85,False,False,False
P0027,F050,1,308064.83,False,False,False
P0027,F055,1,70491.8,False,False,False
P0028,F000,2,119090.79000000001,False,False,False
P0028,F002,1,70276.35,False,False,False
P0028,F007,1,77944.08,False,False,False
P0028,F010,1,25319.17,False,False,False
P0028,F014,1,70213.63,False,False,False
P0028,F016,1,74404.85,False,False,False
P0028,F025,2,111389.38,False,False,False
P0028,F035,1,11579.78,False,False,False
P0028,F037,1,277890.71,False,False,False
P0028,F038,1,38068.08,False,False,False
P0029,F000,1,30509.32,False,False,False
P0029,F004,1,74404.85,False,False,False
P0029,F013,2,829855.2999999999,False,False,False
P0029,F019,2,57924.03999999999,False,False,False
P0029,F020,2,120908.14,False,False,False
P0029,F023,1,592571.13,False,False,False
P0029,F034,2,239058.84,False,False,False
P0029,F035,11,5227899.34,False,False,False
P0029,F036,5,1595854.1099999999,False,False,False
P0029,F042,1,283102.6,False,False,False
P0029,F054,1,50938.5,False,False,False
P0030,F000,2,47620.49,False,False,False
P0030,F002,1,51722.61,False,False,False
P0030,F004,1,36021.27,False,False,False
P0030,F006,1,73844.66,False,False,False
P0030,F007,1,29578.67,False,False,False
P0030,F008,1,56706.94,False,False,False
P0030,F012,3,535141.44,False,False,False
P0030,F013,1,145805.26,False,False,False
P0030,F014,1,80693.2,False,False,False
P0030,F016,1,80252.55,False,False,False
P0030,F019,1,82129.12,False,False,False
P0030,F024,1,78969.72,False,False,False
P0030,F025,1,7342.82,False,False,False
P0030,F029,1,88019.7,False,False,False
P0030,F031,2,429520.63,False,False,False
P0030,F035,2,51039.76,False,False,False
P0030,F041,1,53906.98,False,False,False
P0030,F053,1,158294.5,False,False,False
P0030,F055,1,31133.41,False,False,False
P0030,F056,1,5742.54,False,False,False
P0030,F057,2,281259.66000000003,False,False,False
P0031,F001,1,39514.62,False,False,False
P0031,F013,1,14317.86,False,False,False
P0031,F017,1,161793.02,False,False,False
P0031,F022,1,7703.02,False,False,False
P0031,F023,1,36728.84,False,False,False
P0031,F024,1,109086.94,False,False,False
P0031,F026,1,166054.85,False,False,False
P0031,F034,1,225198.38,False,False,False
P0031,F035,2,170305.38,False,False,False
P0031,F038,3,162958.22,False,False,False
P0031,F040,1,55248.78,False,False,False
P0031,F041,1,55667.01,False,False,False
P0031,F044,1,63601.09,False,False,False
P0031,F048,1,181489.05,False,False,False
P0031,F049,1,46596.52,False,False,False
P0031,F053,1,40386.82,False,False,False
P0032,F003,2,324771.26,False,False,False
P0032,F006,1,228249.85,False,False,False
P0032,F008,1,51537.47,False,False,False
P0032,F012,1,14131.81,False,False,False
P0032,F013,1,37934.17,False,False,False
P0032,F017,1,114583.82,False,False,False
P0032,F018,1,101551.4,False,False,False
P0032,F019,1,33608.19,False,False,False
P0032,F021,1,13260.15,False,False,False
P0032,F026,1,47689.69,False,False,False
P0032,F029,2,107012.62,False,False,False
P0032,F042,1,80802.87,False,False,False
P0032,F049,1,107761.48,False,False,False
P0032,F051,3,58172.840000000004,False,False,False
P0032,F058,2,273816.45999999996,False,False,False
P0033,F000,1,993720.1,False,False,False
P0033,F003,1,29010.88,False,False,False
P0033,F006,1,9529.44,False,False,False
P0033,F009,1,74404.85,False,False,False
P0033,F014,1,31876.76,False,False,False
P0033,F021,1,63466.07,False,False,False
P0033,F023,1,63891.59,False,False,False
P0033,F026,1,14864.3,False,False,False
P0033,F034,1,35766.24,False,False,False
P0033,F037,1,45872.11,False,False,False
P0033,F038,1,135698.52,False,False,False
P0033,F039,1,74404.85,False,False,False
P0033,F043,1,51270.44,False,False,False
P0033,F045,1,952138.78,False,False,False
P0033,F048,1,53219.74,False,False,False
P0033,F050,1,34893.67,False,False,False
P0034,F002,2,86747.32,False,False,False
P0034,F005,2,91482.75,False,False,False
P0034,F006,1,90896.06,False,False,False
P0034,F007,1,15394.05,False,False,False
P0034,F012,1,72390.94,False,False,False
P0034,F016,1,94391.16,False,False,False
P0034,F017,1,56415.51,False,False,False
P0034,F026,1,36875.33,False,False,False
P0034,F028,1,137523.07,False,False,False
P0034,F031,1,8494.59,False,False,False
P0034,F038,5,1828814.54,False,False,False
P0034,F041,5,1062131.3,False,False,False
P0034,F048,1,84526.22,False,False,False
P0034,F050,1,80845.36,False,False,False
P0034,F054,1,34989.6,False,False,False
P0035,F000,2,161189.53,False,False,False
P0035,F003,3,200062.19999999998,False,False,False
P0035,F008,3,150562.3,False,False,False
P0035,F015,1,232763.35,False,False,False
P0035,F016,1,166968.15,False,False,False
P0035,F039,1,152897.48,False,False,False
P0035,F040,1,7547.54,False,False,False
P0035,F042,1,47192.41,False,False,False
P0035,F048,1,46188.53,False,False,False
P0035,F058,1,30980.91,False,False,False
P0036,F002,1,430852.65,False,False,False
P0036,F004,1,35212.15,False,False,False
P0036,F014,1,74404.85,False,False,False
P0036,F020,1,258279.9,False,False,False
P0036,F021,1,26907.93,False,False,False
P0036,F025,1,22693.88,False,False,False
P0036,F030,1,39749.96,False,False,False
P0036,F039,1,101203.68,False,False,False
P0036,F051,1,36849.74,False,False,False
P0036,F057,1,119361.22,False,False,False
P0036,F058,2,95931.35,False,False,False
P0037,F003,1,31863.88,False,False,False
P0037,F017,1,13374.49,False,False,False
P0037,F019,1,86588.84,False,False,False
P0037,F021,1,34869.73,False,False,False
P0037,F030,1,20798.02,False,False,False
P0037,F031,1,71339.53,False,False,False
P0037,F036,2,133143.72999999998,False,False,False
P0037,F039,1,116549.13,False,False,False
P0037,F054,1,516173.5,False,False,False
P0037,F058,1,33989.63,False,False,False
P0037,F059,1,65857.75,False,False,False
P0038,F002,1,113998.3,False,False,False
P0038,F003,1,24902.6,False,False,False
P0038,F012,1,67555.88,False,False,False
P0038,F015,1,54225.22,False,False,False
P0038,F016,1,60385.58,False,False,False
P0038,F031,1,156741.89,False,False,False
P0038,F034,1,24326.68,False,False,False
P0038,F035,2,344439.82,False,False,False
P0038,F036,1,29347.21,False,False,False
P0038,F039,1,16126.31,False,False,False
P0039,F005,1,61711.94,False,False,False
P0039,F014,1,169270.55,False,False,False
P0039,F016,1,369768.57,False,False,False
P0039,F021,3,284708.58,False,False,False
P0039,F022,1,78696.8,False,False,False
P0039,F023,1,44163.74,False,False,False
P0039,F026,1,25566.98,False,False,False
P0039,F027,2,139026.63,False,False,False
P0039,F031,1,82305.19,False,False,False
P0039,F034,1,17764.38,False,False,False
P0039,F036,1,20117.39,False,False,False
P0039,F044,2,51585.94,False,False,False
P0039,F049,1,45461.8,False,False,False
P0039,F050,1,212954.33,False,False,False
P0040,F001,1,60474.1,False,False,False
P0040,F003,1,14303.97,False,False,False
P0040,F006,2,351915.45999999996,False,False,False
P0040,F008,1,19532.09,False,False,False
P0040,F010,1,58683.01,False,False,False
P0040,F012,1,89785.17,False,False,False
P0040,F013,1,42867.93,False,False,False
P0040,F018,1,68983.92,False,False,False
P0040,F025,1,17148.82,False,False,False
P0040,F029,1,33405.53,False,False,False
P0040,F035,2,64452.75,False,False,False
P0040,F036,1,134873.99,False,False,False
P0040,F039,3,180867.89,False,False,False
P0040,F041,1,47880.41,False,False,False
P0040,F048,1,325711.16,False,False,False
P0040,F049,1,93879.3,False,False,False
P0040,F050,1,62712.12,False,False,False
P0040,F058,1,121629.35,False,False,False
P0041,F000,3,175551.2,False,False,False
P0041,F003,1,52807.07,False,False,False
P0041,F004,1,120281.85,False,False,False
P0041,F012,1,45771.74,False,False,False
P0041,F018,2,79606.92,False,False,False
P0041,F023,2,131988.44,False,False,False
P0041,F035,1,63163.48,False,False,False
P0041,F036,1,23778.1,False,False,False
P0041,F049,1,8489.59,False,False,False
P0041,F053,1,75992.38,False,False,False
P0041,F055,2,231194.64,False,False,False
P0042,F000,4,469816.82,False,False,False
P0042,F004,1,67990.13,False,False,False
P0042,F007,1,20740.55,False,False,False
P0042,F010,1,2091224.61,False,False,False
P0042,F018,1,176725.32,False,False,False
P0042,F019,2,182666.66,False,False,False
P0042,F021,2,71052.13,False,False,False
P0042,F028,1,127791.62,False,False,False
P0042,F030,1,30373.39,False,False,False
P0042,F035,1,49628.92,False,False,False
P0042,F038,3,4820900.720000001,False,False,False
P0042,F040,1,31210.35,False,False,False
P0042,F041,1,1708713.71,False,False,False
P0042,F043,1,11373.12,False,False,False
P0042,F044,2,339273.61,False,False,False
P0042,F048,1,64536.72,False,False,False
P0042,F052,1,427041.09,False,False,False
P0043,F000,2,88108.15,False,False,False
P0043,F006,2,198073.05,False,False,False
P0043,F012,1,87778.4,False,False,False
P0043,F017,1,19504.67,False,False,False
P0043,F019,2,55069.95,False,False,False
P0043,F023,1,94189.23,False,False,False
P0043,F026,1,56075.45,False,False,False
P0043,F036,1,101710.98,False,False,False
P0043,F041,1,565558.73,False,False,False
P0043,F042,1,4738.95,False,False,False
P0043,F050,3,295074.54000000004,False,False,False
P0043,F053,1,101478.93,False,False,False
P0043,F056,2,157786.51,False,False,False
P0043,F058,3,349045.36,False,False,False
P0044,F000,2,551153.3099999999,False,False,False
P0044,F003,1,5276.98,False,False,False
P0044,F004,1,38489.63,False,False,False
P0044,F006,1,208509.91,False,False,False
P0044,F008,1,48796.17,False,False,False
P0044,F011,1,63924.72,False,False,False
P0044,F014,1,66111.17,False,False,False
P0044,F021,7,2954599.06,False,False,False
P0044,F022,1,63994.08,False,False,False
P0044,F029,1,74404.85,False,False,False
P0044,F035,1,67401.35,False,False,False
P0044,F036,1,109271.27,False,False,False
P0044,F038,1,6910.18,False,False,False
P0044,F042,2,155066.21,False,False,False
P0044,F046,1,25467.67,False,False,False
P0044,F049,1,70200.56,False,False,False
P0044,F050,4,2084326.6800000002,False,False,False
P0044,F054,1,147831.1,False,False,False
P0044,F055,1,183896.43,False,False,False
P0044,F056,1,24258.38,False,False,False
P0044,F059,1,67993.38,False,False,False
P0045,F007,5,1552231.16,False,False,False
P0045,F011,1,267732.57,False,False,False
P0045,F017,1,334537.82,False,False,False
P0045,F022,1,69551.84,False,False,False
P0045,F023,1,82313.57,False,False,False
P0045,F024,1,106740.39,False,False,False
P0045,F035,1,103798.05,False,False,False
P0045,F040,1,49235.87,False,False,False
P0045,F043,1,10320.6,False,False,False
P0045,F049,3,1696388.59,False,False,False
P0045,F053,1,94964.89,False,False,False
P0046,F000,1,19983.5,False,False,False
P0046,F003,1,160520.04,False,False,False
P0046,F004,2,964693.17,False,False,False
P0046,F007,1,60300.43,False,False,False
P0046,F010,1,20819.67,False,False,False
P0046,F011,1,26187.41,False,False,False
P0046,F017,1,552380.44,False,False,False
P0046,F019,1,108386.31,False,False,False
P0046,F021,1,19933.14,False,False,False
P0046,F023,1,81552.51,False,False,False
P0046,F025,1,84388.56,False,False,False
P0046,F035,1,60496.18,False,False,False
P0046,F039,1,84035.49,False,False,False
P0046,F056,1,90219.42,False,False,False
P0047,F000,1,19352.41,False,False,False
P0047,F004,1,59700.46,False,False,False
P0047,F007,2,101075.78,False,False,False
P0047,F035,2,132243.91999999998,False,False,False
P0047,F044,1,12386.73,False,False,False
P0047,F049,1,46253.9,False,False,False
P0047,F050,2,97720.77,False,False,False
P0047,F052,1,25225.4,False,False,False
P0048,F000,2,398168.08999999997,False,False,False
P0048,F002,1,90630.71,False,False,False
P0048,F004,1,94677.86,False,False,False
P0048,F006,1,28551.78,False,False,False
P0048,F011,1,13654.48,False,False,False
P0048,F018,2,107301.08,False,False,False
P0048,F021,3,467685.51,False,False,False
P0048,F035,1,79386.84,False,False,False
P0048,F042,1,28652.34,False,False,False
P0048,F044,1,85044.77,False,False,False
P0048,F049,1,39029.84,False,False,False
P0048,F050,5,647819.55,False,False,False
P0048,F058,1,17247.41,False,False,False
P0049,F000,2,69303.09,False,False,False
P0049,F004,1,166442.84,False,False,False
P0049,F006,1,42458.03,False,False,False
P0049,F008,1,6842.8,False,False,False
P0049,F009,1,11086.94,False,False,False
P0049,F010,1,38249.06,False,False,False
P0049,F015,1,177044.43,False,False,False
P0049,F019,1,39294.78,False,False,False
P0049,F021,1,62533.02,False,False,False
P0049,F024,1,59624.05,False,False,False
P0049,F026,1,19613.26,False,False,False
P0049,F040,1,31708.28,False,False,False
P0049,F042,1,99546.02,False,False,False
P0049,F043,1,17170.36,False,False,False
P0049,F044,1,50002.73,False,False,False
P0049,F049,1,377848.94,False,False,False
