id_proveedor,id_entidad,n_contratos,monto_total,comparte_telefono,comparte_direccion,senal_organizacional
10002286969,PE-CONSUCODE-10247,1,80886.05,False,False,False
10002335935,PE-CONSUCODE-10247,1,67999.8,False,False,False
10002374418,PE-CONSUCODE-10607,1,261900.0,False,False,False
10002374418,PE-CONSUCODE-1895,1,83627.08,False,False,False
10002383301,PE-CONSUCODE-2000,1,199552.0,False,False,False
10002401229,PE-CONSUCODE-2000,1,240120.0,False,False,False
10002401229,PE-CONSUCODE-2543,2,416600.0,False,False,False
10002482938,PE-CONSUCODE-1859,1,60263.6,False,False,False
10003740582,PE-CONSUCODE-10266,1,33300.0,False,False,False
10003740582,PE-CONSUCODE-10569,1,93696.0,False,False,False
10003740582,PE-CONSUCODE-1319,1,124450.0,False,False,False
10003740582,PE-CONSUCODE-1337,1,114300.0,False,False,False
10003740582,PE-CONSUCODE-1834,1,139990.0,False,False,False
10003740582,PE-CONSUCODE-1986,1,267990.0,False,False,False
10003740582,PE-CONSUCODE-200030,1,69990.0,False,False,False
10003740582,PE-CONSUCODE-200148,1,149987.5,False,False,False
10003740582,PE-CONSUCODE-200177,1,441738.0,False,False,False
10003740582,PE-CONSUCODE-2391,1,96096.0,False,False,False
10003740582,PE-CONSUCODE-47,1,72980.0,False,False,False
10003740582,PE-CONSUCODE-49,2,101960.0,False,False,False
10003740582,PE-CONSUCODE-8,1,22000.0,False,False,False
10004006041,PE-CONSUCODE-200031,1,137500.0,False,False,False
10004593192,PE-CONSUCODE-1852,1,63000.0,False,False,False
10004705551,PE-CONSUCODE-1834,3,231700.0,False,False,False
10004724611,PE-CONSUCODE-1536,1,147600.0,False,False,False
10004773140,PE-CONSUCODE-1553,2,263000.0,False,False,False
10004773140,PE-CONSUCODE-1836,1,155000.0,False,False,False
10004773140,PE-CONSUCODE-200306,1,53000.0,False,False,False
10004915815,PE-CONSUCODE-1838,2,369000.0,False,False,False
10004915971,PE-CONSUCODE-200864,1,115800.0,False,False,False
10004957402,PE-CONSUCODE-203586,1,58300.0,False,False,False
10004980323,PE-CONSUCODE-200537,1,55000.0,False,False,False
10005053922,PE-CONSUCODE-1852,1,50000.0,False,False,False
10005069781,PE-CONSUCODE-204891,1,180000.0,False,False,False
10005093631,PE-CONSUCODE-1834,2,221230.0,False,False,False
10005098918,PE-CONSUCODE-1833,1,90155.0,False,False,False
10005176951,PE-CONSUCODE-1886,1,52500.0,False,False,False
10006614227,PE-CONSUCODE-51,1,81300.0,False,False,False
10006835533,PE-CONSUCODE-1839,1,96000.0,False,False,False
10006835797,PE-CONSUCODE-2543,1,64512.0,False,False,False
10007925234,PE-CONSUCODE-2543,1,52624.0,False,False,False
10007950247,PE-CONSUCODE-836,1,69000.0,False,False,False
10007963586,PE-CONSUCODE-10247,1,60000.0,False,False,False
10007970558,PE-CONSUCODE-204750,1,140765.0,False,False,False
10007979911,PE-CONSUCODE-2528,1,60500.0,False,False,False
10007996051,PE-CONSUCODE-200261,1,73600.0,False,False,False
10008079809,PE-CONSUCODE-2543,1,150000.0,False,False,False
10008182995,PE-CONSUCODE-1769,1,65089.6,False,False,False
10008189621,PE-CONSUCODE-10595,1,69600.0,False,False,False
10008201884,PE-CONSUCODE-10368,1,56000.0,False,False,False
10008205138,PE-CONSUCODE-1938,1,336000.0,False,False,False
10008232046,PE-CONSUCODE-10,1,51000.0,False,False,False
10008241193,PE-CONSUCODE-203966,1,219000.0,False,False,False
10008745353,PE-CONSUCODE-1807,1,151167.2,False,False,False
10008852192,PE-CONSUCODE-1912,1,42000.0,False,False,False
10008865189,PE-CONSUCODE-200019,2,1863707.04,False,False,False
10008865189,PE-CONSUCODE-2401,1,1398285.0,False,False,False
10008975341,PE-CONSUCODE-200079,2,105200.0,False,False,False
10008975341,PE-CONSUCODE-53,1,80755.22,False,False,False
10009315336,PE-CONSUCODE-1832,1,229319.0,False,False,False
10009549931,PE-CONSUCODE-10231,2,76630.39,False,False,False
10009549931,PE-CONSUCODE-1972,1,100105.94,False,False,False
10009549931,PE-CONSUCODE-224,1,444163.45,False,False,False
10009552125,PE-CONSUCODE-2406,1,80410.0,False,False,False
10009618932,PE-CONSUCODE-10594,1,57902.91,False,False,False
10009657687,PE-CONSUCODE-1984,1,234000.0,False,False,False
10009673976,PE-CONSUCODE-10359,1,60000.0,False,False,False
10009673976,PE-CONSUCODE-1808,1,99994.0,False,False,False
10009856477,PE-CONSUCODE-200079,1,66800.0,False,False,False
10010406647,PE-CONSUCODE-10368,3,233815.0,False,False,False
10010439081,PE-CONSUCODE-200077,1,243350.0,False,False,False
10010439081,PE-CONSUCODE-2543,1,171441.0,False,False,False
10010543083,PE-CONSUCODE-1786,1,120000.0,False,False,False
10010734377,PE-CONSUCODE-10591,1,915242.1,False,False,False
10010734377,PE-CONSUCODE-200206,1,1489318.0,False,False,False
10010734377,PE-CONSUCODE-200561,1,221768.4,False,False,False
10010748700,PE-CONSUCODE-1912,1,198999.6,False,False,False
10010850024,PE-CONSUCODE-1803,1,131000.0,False,False,False
10010850067,PE-CONSUCODE-2347,1,49333.33,False,False,False
10010851896,PE-CONSUCODE-1479,1,49875.0,False,False,False
10010918281,PE-CONSUCODE-1803,1,57200.0,False,False,False
10011145847,PE-CONSUCODE-44,2,127290.0,False,False,False
10011186420,PE-CONSUCODE-2347,1,63600.0,False,False,False
10011192896,PE-CONSUCODE-2347,1,51948.0,False,False,False
10011221012,PE-CONSUCODE-1793,1,43558.0,False,False,False
10011307243,PE-CONSUCODE-200076,1,50750.0,False,False,False
10011328241,PE-CONSUCODE-201506,1,90000.0,False,False,False
10011492881,PE-CONSUCODE-1793,1,85000.0,False,False,False
10011588404,PE-CONSUCODE-201506,1,75000.0,False,False,False
10011589354,PE-CONSUCODE-1762,1,95500.0,False,False,False
10011595176,PE-CONSUCODE-200140,1,1260000.0,False,False,False
10011616084,PE-CONSUCODE-10589,1,42000.0,False,False,False
10011618591,PE-CONSUCODE-2347,1,142783.0,False,False,False
10011890895,PE-CONSUCODE-1824,1,82500.0,False,False,False
10012105296,PE-CONSUCODE-10581,1,51300.0,False,False,False
10012151336,PE-CONSUCODE-1897,1,63500.0,False,False,False
10012197069,PE-CONSUCODE-2543,1,113400.0,False,False,False
10012338665,PE-CONSUCODE-1692,1,103026.0,False,False,False
10012489302,PE-CONSUCODE-10269,1,72000.0,False,False,False
10012862381,PE-CONSUCODE-200438,1,56472.0,False,False,False
10012862844,PE-CONSUCODE-10567,1,68790.0,False,False,False
10012862844,PE-CONSUCODE-1692,1,141723.81,False,False,False
10012862844,PE-CONSUCODE-37,1,92499.0,False,False,False
10012862844,PE-CONSUCODE-49,1,179832.0,False,False,False
10012862844,PE-CONSUCODE-789,1,119000.0,False,False,False
10012862844,PE-CONSUCODE-805,1,149203.42,False,False,False
10012880516,PE-CONSUCODE-1649,1,84184.0,False,False,False
10012889220,PE-CONSUCODE-34,2,197150.0,False,False,False
10012889220,PE-CONSUCODE-46,1,134950.0,False,False,False
10012975347,PE-CONSUCODE-793,1,48900.0,False,False,False
10012975347,PE-CONSUCODE-849,1,141800.0,False,False,False
10013001257,PE-CONSUCODE-1539,1,58500.0,False,False,False
10013001257,PE-CONSUCODE-1545,1,120000.0,False,False,False
10013059077,PE-CONSUCODE-200085,1,43000.0,False,False,False
10013077377,PE-CONSUCODE-203626,1,127500.0,False,False,False
10013108850,PE-CONSUCODE-49,1,199950.0,False,False,False
10013115694,PE-CONSUCODE-1662,1,281707.4,False,False,False
10013161190,PE-CONSUCODE-35,1,135000.0,False,False,False
10013161190,PE-CONSUCODE-36,1,258000.0,False,False,False
10013164822,PE-CONSUCODE-10351,1,356562.0,False,False,False
10013164822,PE-CONSUCODE-10448,1,113000.0,False,False,False
10013179943,PE-CONSUCODE-10231,1,50000.0,False,False,False
10013182146,PE-CONSUCODE-431,1,198772.2,False,False,False
10013195086,PE-CONSUCODE-1658,1,570000.0,False,False,False
10013210964,PE-CONSUCODE-10577,3,327832.0,False,False,False
10013241550,PE-CONSUCODE-200276,1,36000.0,False,False,False
10013259840,PE-CONSUCODE-1744,1,48000.0,False,False,False
10013273079,PE-CONSUCODE-49,1,52005.0,False,False,False
10013280903,PE-CONSUCODE-200073,1,68571.0,False,False,False
10013309715,PE-CONSUCODE-1747,1,143005.0,False,False,False
10013354630,PE-CONSUCODE-2543,1,97750.0,False,False,False
10013400372,PE-CONSUCODE-202145,1,96000.0,False,False,False
10013401476,PE-CONSUCODE-200276,1,6000.0,False,False,False
10013401786,PE-CONSUCODE-1690,1,46800.0,False,False,False
10013411285,PE-CONSUCODE-200276,1,32000.0,False,False,False
10013411986,PE-CONSUCODE-2397,1,65597.0,False,False,False
10013424352,PE-CONSUCODE-10564,2,279700.0,False,False,False
10013432533,PE-CONSUCODE-49,1,65130.0,False,False,False
10013439449,PE-CONSUCODE-1648,1,67360.0,False,False,False
10014833108,PE-CONSUCODE-1722,1,45240.0,False,False,False
10014882737,PE-CONSUCODE-10540,1,48256.56,False,False,False
10014965853,PE-CONSUCODE-843,1,68976.5,False,False,False
10015473636,PE-CONSUCODE-785,1,119400.0,False,False,False
10015475825,PE-CONSUCODE-1690,1,172800.0,False,False,False
10015475825,PE-CONSUCODE-1691,1,118930.0,False,False,False
10015475825,PE-CONSUCODE-200030,5,673955.0,False,False,False
10015475825,PE-CONSUCODE-211,1,129480.0,False,False,False
10015475825,PE-CONSUCODE-34,3,291900.0,False,False,False
10015475825,PE-CONSUCODE-421,1,214400.0,False,False,False
10015475825,PE-CONSUCODE-46,2,154090.0,False,False,False
10015538002,PE-CONSUCODE-1668,1,86800.0,False,False,False
10015564178,PE-CONSUCODE-1704,1,57620.0,False,False,False
10016818211,PE-CONSUCODE-1680,3,301048.0,False,False,False
10016999488,PE-CONSUCODE-1678,1,68820.0,False,False,False
10017035164,PE-CONSUCODE-1671,1,65963.04,False,False,False
10017035164,PE-CONSUCODE-49,1,175000.0,False,False,False
10017608521,PE-CONSUCODE-1688,2,421213.4,False,False,False
10017608521,PE-CONSUCODE-1689,1,84500.0,False,False,False
10017608521,PE-CONSUCODE-2000,1,196416.0,False,False,False
10017826111,PE-CONSUCODE-1649,1,39000.0,False,False,False
10017826111,PE-CONSUCODE-1735,2,112400.0,False,False,False
10017826111,PE-CONSUCODE-49,1,185200.0,False,False,False
10018026258,PE-CONSUCODE-1696,1,45600.0,False,False,False
10018194797,PE-CONSUCODE-200074,1,67558.2,False,False,False
10018620834,PE-CONSUCODE-10248,1,62774.42,False,False,False
10018665480,PE-CONSUCODE-1735,1,281500.0,False,False,False
10018666516,PE-CONSUCODE-1689,1,60003.0,False,False,False
10018745076,PE-CONSUCODE-1536,1,77320.0,False,False,False
10018745076,PE-CONSUCODE-1539,1,68204.0,False,False,False
10019835389,PE-CONSUCODE-34,1,45270.9,False,False,False
10019910372,PE-CONSUCODE-10247,1,64800.0,False,False,False
10020190014,PE-CONSUCODE-1726,1,96120.0,False,False,False
10020310630,PE-CONSUCODE-10366,1,50000.0,False,False,False
10020343112,PE-CONSUCODE-450,1,64368.09,False,False,False
10020386997,PE-CONSUCODE-1555,1,125670.0,False,False,False
10020386997,PE-CONSUCODE-1671,1,66838.95,False,False,False
10020386997,PE-CONSUCODE-1754,1,85964.36,False,False,False
10020386997,PE-CONSUCODE-200475,1,291531.78,False,False,False
10020386997,PE-CONSUCODE-331,1,137851.85,False,False,False
10020386997,PE-CONSUCODE-754,1,80397.17,False,False,False
10020460411,PE-CONSUCODE-10246,1,117777.0,False,False,False
10020460411,PE-CONSUCODE-10247,3,1827400.0,False,False,False
10020463738,PE-CONSUCODE-1695,3,245601.2,False,False,False
10021511116,PE-CONSUCODE-10231,8,432605.13,False,False,False
10021511116,PE-CONSUCODE-200339,1,249618.46,False,False,False
10021511116,PE-CONSUCODE-47,1,367761.27,False,False,False
10021511116,PE-CONSUCODE-49,2,1054971.6400000001,False,False,False
10021610661,PE-CONSUCODE-1718,1,37550.0,False,False,False
10022614211,PE-CONSUCODE-1673,2,296050.63,False,False,False
10022614211,PE-CONSUCODE-49,1,158000.0,False,False,False
10022622086,PE-CONSUCODE-809,1,63500.0,False,False,False
10022668159,PE-CONSUCODE-381,1,83440.0,False,False,False
10022784051,PE-CONSUCODE-51,1,92500.0,False,False,False
10022880395,PE-CONSUCODE-1718,1,86936.4,False,False,False
10022920486,PE-CONSUCODE-200537,1,134740.0,False,False,False
10022922900,PE-CONSUCODE-1717,1,48299.0,False,False,False
10022924287,PE-CONSUCODE-812,1,108000.0,False,False,False
10022961441,PE-CONSUCODE-1717,1,60900.0,False,False,False
10023612017,PE-CONSUCODE-1720,1,233600.0,False,False,False
10023685880,PE-CONSUCODE-49,1,64150.0,False,False,False
10023704582,PE-CONSUCODE-2606,2,94811.0,False,False,False
10023831720,PE-CONSUCODE-1688,1,47500.0,False,False,False
10023948619,PE-CONSUCODE-2413,1,106200.0,False,False,False
10023948619,PE-CONSUCODE-49,1,225000.0,False,False,False
10024031930,PE-CONSUCODE-49,1,528000.0,False,False,False
10024082518,PE-CONSUCODE-2543,1,84000.0,False,False,False
10024119217,PE-CONSUCODE-10564,1,388000.0,False,False,False
10024119217,PE-CONSUCODE-1663,1,108800.6,False,False,False
10024119217,PE-CONSUCODE-1689,1,100276.0,False,False,False
10024119217,PE-CONSUCODE-1690,2,258600.28,False,False,False
10024119217,PE-CONSUCODE-1750,1,68376.72,False,False,False
10024128208,PE-CONSUCODE-1678,1,50000.0,False,False,False
10024142634,PE-CONSUCODE-10419,1,49920.0,False,False,False
10024142634,PE-CONSUCODE-34,1,91053.82,False,False,False
10024142634,PE-CONSUCODE-397,1,130188.15,False,False,False
10024142634,PE-CONSUCODE-794,1,117000.0,False,False,False
10024142634,PE-CONSUCODE-797,1,96753.6,False,False,False
10024149817,PE-CONSUCODE-204549,1,66617.0,False,False,False
10024195177,PE-CONSUCODE-1539,1,68736.0,False,False,False
10024195177,PE-CONSUCODE-46,2,316000.0,False,False,False
10024228571,PE-CONSUCODE-49,2,128999.0,False,False,False
10024262486,PE-CONSUCODE-49,1,150000.0,False,False,False
10024304359,PE-CONSUCODE-1657,1,49990.0,False,False,False
10024313978,PE-CONSUCODE-1672,1,170500.0,False,False,False
10024313978,PE-CONSUCODE-1692,1,257797.9,False,False,False
10024313978,PE-CONSUCODE-1695,1,78000.0,False,False,False
10024313978,PE-CONSUCODE-1701,2,117400.0,False,False,False
10024313978,PE-CONSUCODE-1715,1,37000.0,False,False,False
10024313978,PE-CONSUCODE-1717,1,45800.0,False,False,False
10024313978,PE-CONSUCODE-1719,1,75000.0,False,False,False
10024313978,PE-CONSUCODE-1722,1,56840.0,False,False,False
10024313978,PE-CONSUCODE-784,1,199000.0,False,False,False
10024327308,PE-CONSUCODE-200192,1,98956.8,False,False,False
10024370386,PE-CONSUCODE-49,2,290836.5,False,False,False
10024372001,PE-CONSUCODE-10574,1,66541.5,False,False,False
10024372001,PE-CONSUCODE-49,2,122860.1,False,False,False
10024376520,PE-CONSUCODE-2543,1,108372.0,False,False,False
10024428325,PE-CONSUCODE-2541,1,120661.48,False,False,False
10024464674,PE-CONSUCODE-785,1,43000.0,False,False,False
10024471263,PE-CONSUCODE-200096,4,442264.0,False,False,False
10024475005,PE-CONSUCODE-1716,1,221600.0,False,False,False
10024475005,PE-CONSUCODE-1747,1,148500.0,False,False,False
10024475005,PE-CONSUCODE-203806,1,169020.0,False,False,False
10024475005,PE-CONSUCODE-49,1,514000.0,False,False,False
10024489090,PE-CONSUCODE-200261,1,119280.0,False,False,False
10025222313,PE-CONSUCODE-10585,1,142606.0,False,False,False
10025222313,PE-CONSUCODE-200019,1,161280.0,False,False,False
10025268569,PE-CONSUCODE-49,1,288000.0,False,False,False
10025271586,PE-CONSUCODE-1744,1,96232.0,False,False,False
10025431435,PE-CONSUCODE-1682,1,52920.0,False,False,False
10025492175,PE-CONSUCODE-1663,1,114400.0,False,False,False
10025492175,PE-CONSUCODE-49,1,67657.42,False,False,False
10025495409,PE-CONSUCODE-200370,1,64000.0,False,False,False
10025498921,PE-CONSUCODE-1695,2,90132.12,False,False,False
10026033697,PE-CONSUCODE-201043,1,81188.96,False,False,False
10026094912,PE-CONSUCODE-10352,1,399898.0,False,False,False
10026094912,PE-CONSUCODE-1591,1,442534.15,False,False,False
10026138545,PE-CONSUCODE-200663,1,223200.0,False,False,False
10026514288,PE-CONSUCODE-1556,1,110100.0,False,False,False
10026548450,PE-CONSUCODE-1585,1,43200.0,False,False,False
10026588702,PE-CONSUCODE-2433,4,334414.48,False,False,False
10026770969,PE-CONSUCODE-200190,1,12000.0,False,False,False
10026903608,PE-CONSUCODE-10558,1,96000.0,False,False,False
10026903608,PE-CONSUCODE-1592,3,357413.13,False,False,False
10026956094,PE-CONSUCODE-1584,1,1345850.25,False,False,False
10027033330,PE-CONSUCODE-200261,1,62000.0,False,False,False
10027732017,PE-CONSUCODE-1920,1,32892.41,False,False,False
10027848082,PE-CONSUCODE-10249,1,157900.0,False,False,False
10027848082,PE-CONSUCODE-1291,1,186000.0,False,False,False
10027848082,PE-CONSUCODE-1979,1,50900.0,False,False,False
10027927799,PE-CONSUCODE-1591,1,226000.0,False,False,False
10028238211,PE-CONSUCODE-1584,6,926915.7000000001,False,False,False
10028562409,PE-CONSUCODE-10553,1,52087.05,False,False,False
10028587614,PE-CONSUCODE-200190,1,96000.0,False,False,False
10028663400,PE-CONSUCODE-202145,1,130000.0,False,False,False
10028676773,PE-CONSUCODE-200663,1,78000.0,False,False,False
10028710190,PE-CONSUCODE-1952,1,36000.0,False,False,False
10028742539,PE-CONSUCODE-1609,1,134253.6,False,False,False
10028766683,PE-CONSUCODE-1625,1,45124.38,False,False,False
10030858943,PE-CONSUCODE-1593,3,569958.1799999999,False,False,False
10030858943,PE-CONSUCODE-1596,2,243632.0,False,False,False
10030858943,PE-CONSUCODE-1613,1,107240.0,False,False,False
10030882844,PE-CONSUCODE-28,1,48000.0,False,False,False
10030898279,PE-CONSUCODE-1593,2,111607.0,False,False,False
10031271369,PE-CONSUCODE-10554,1,110742.24,False,False,False
10031271369,PE-CONSUCODE-1603,1,144000.0,False,False,False
10031276611,PE-CONSUCODE-1593,1,68967.0,False,False,False
10031278703,PE-CONSUCODE-1593,2,128928.0,False,False,False
10031333950,PE-CONSUCODE-1593,2,120936.20999999999,False,False,False
10032083396,PE-CONSUCODE-1606,1,50827.5,False,False,False
10032273586,PE-CONSUCODE-1610,1,50000.0,False,False,False
10032372843,PE-CONSUCODE-10553,1,52087.05,False,False,False
10033195210,PE-CONSUCODE-1859,1,97030.0,False,False,False
10035033110,PE-CONSUCODE-200446,1,40000.0,False,False,False
10035807441,PE-CONSUCODE-200031,1,259000.0,False,False,False
10036137148,PE-CONSUCODE-1479,1,138975.0,False,False,False
10036137148,PE-CONSUCODE-1504,1,50450.0,False,False,False
10036504426,PE-CONSUCODE-1634,1,52233.66,False,False,False
10036607586,PE-CONSUCODE-1635,1,57250.0,False,False,False
10036617026,PE-CONSUCODE-2381,1,198409.92,False,False,False
10036682774,PE-CONSUCODE-1609,1,678000.0,False,False,False
10036687989,PE-CONSUCODE-6,1,145800.0,False,False,False
10036687989,PE-CONSUCODE-754,1,66970.0,False,False,False
10036726275,PE-CONSUCODE-1592,1,65500.0,False,False,False
10036739814,PE-CONSUCODE-10557,1,110744.62,False,False,False
10036744583,PE-CONSUCODE-1628,1,92932.15,False,False,False
10037007931,PE-CONSUCODE-200563,1,324000.0,False,False,False
10038284423,PE-CONSUCODE-200276,1,36000.0,False,False,False
10038424306,PE-CONSUCODE-1584,1,58400.0,False,False,False
10038777578,PE-CONSUCODE-28,1,84000.0,False,False,False
10038901406,PE-CONSUCODE-1636,1,68900.0,False,False,False
10038910588,PE-CONSUCODE-1625,1,68995.0,False,False,False
10038916616,PE-CONSUCODE-200429,1,44520.0,False,False,False
10038960062,PE-CONSUCODE-200276,1,20000.0,False,False,False
10038966559,PE-CONSUCODE-200276,1,20000.0,False,False,False
10040008174,PE-CONSUCODE-10548,1,42000.0,False,False,False
10040094372,PE-CONSUCODE-1170,1,68950.0,False,False,False
10040137110,PE-CONSUCODE-1324,1,77810.0,False,False,False
10040154669,PE-CONSUCODE-2543,1,152934.0,False,False,False
10040203139,PE-CONSUCODE-10549,3,447600.0,False,False,False
10040203139,PE-CONSUCODE-1568,1,97500.0,False,False,False
10040203139,PE-CONSUCODE-1574,2,683644.3,False,False,False
10040203139,PE-CONSUCODE-26,1,53676.0,False,False,False
10040203139,PE-CONSUCODE-47,1,226950.0,False,False,False
10040218381,PE-CONSUCODE-1569,1,82200.0,False,False,False
10040218381,PE-CONSUCODE-214,1,79000.0,False,False,False
10040218381,PE-CONSUCODE-224,2,212530.0,False,False,False
10040637911,PE-CONSUCODE-26,1,239040.0,False,False,False
10040695929,PE-CONSUCODE-1565,1,68970.0,False,False,False
10040721172,PE-CONSUCODE-10546,1,68800.0,False,False,False
10040721172,PE-CONSUCODE-10548,2,212782.1,False,False,False
10040721172,PE-CONSUCODE-10549,3,1201828.0,False,False,False
10040721172,PE-CONSUCODE-1409,1,107700.0,False,False,False
10040721172,PE-CONSUCODE-1559,1,99000.0,False,False,False
10040721172,PE-CONSUCODE-1888,1,125700.0,False,False,False
10040721172,PE-CONSUCODE-2543,1,813960.0,False,False,False
10040721172,PE-CONSUCODE-40,1,153698.5,False,False,False
10040721172,PE-CONSUCODE-950,2,1488254.25,False,False,False
10040736579,PE-CONSUCODE-10548,1,72000.0,False,False,False
10040833078,PE-CONSUCODE-2543,1,84004.56,False,False,False
10040855926,PE-CONSUCODE-10214,2,114615.0,False,False,False
10042220014,PE-CONSUCODE-28,1,84000.0,False,False,False
10043070938,PE-CONSUCODE-10247,1,48110.24,False,False,False
10043071691,PE-CONSUCODE-2543,1,168522.0,False,False,False
10043208336,PE-CONSUCODE-1808,1,70816.2,False,False,False
10044099182,PE-CONSUCODE-10543,1,76171.0,False,False,False
10044249087,PE-CONSUCODE-1536,1,45100.0,False,False,False
10044279326,PE-CONSUCODE-200433,1,252000.0,False,False,False
10044303677,PE-CONSUCODE-46,1,39040.0,False,False,False
10044339281,PE-CONSUCODE-1540,2,154799.0,False,False,False
10044360301,PE-CONSUCODE-1536,2,108782.0,False,False,False
10046242501,PE-CONSUCODE-1553,1,60830.0,False,False,False
10046247227,PE-CONSUCODE-1337,1,34075.0,False,False,False
10046380482,PE-CONSUCODE-200127,1,54000.0,False,False,False
10046445533,PE-CONSUCODE-10247,1,438880.0,False,False,False
10046474975,PE-CONSUCODE-200276,1,36000.0,False,False,False
10047431510,PE-CONSUCODE-1536,1,68120.0,False,False,False
10047444468,PE-CONSUCODE-1538,1,55000.0,False,False,False
10047484885,PE-CONSUCODE-1553,1,84980.0,False,False,False
10047485041,PE-CONSUCODE-1536,1,41200.0,False,False,False
10047485041,PE-CONSUCODE-1553,1,396000.0,False,False,False
10047485041,PE-CONSUCODE-1555,1,356832.0,False,False,False
10048252368,PE-CONSUCODE-1947,1,72000.0,False,False,False
10048254107,PE-CONSUCODE-1533,3,183900.0,False,False,False
10049636003,PE-CONSUCODE-10537,2,114000.0,False,False,False
10049641856,PE-CONSUCODE-832,2,120353.0,False,False,False
10050643641,PE-CONSUCODE-1533,3,138892.0,False,False,False
10050716606,PE-CONSUCODE-10353,1,1171884.28,False,False,False
10050716606,PE-CONSUCODE-1671,1,70000.0,False,False,False
10050716606,PE-CONSUCODE-35,1,199000.0,False,False,False
10052011812,PE-CONSUCODE-1485,1,1643400.0,False,False,False
10052212770,PE-CONSUCODE-10527,1,76744.33,False,False,False
10052255860,PE-CONSUCODE-44,1,48000.0,False,False,False
10052569775,PE-CONSUCODE-44,1,157398.28,False,False,False
10052577425,PE-CONSUCODE-1892,1,770000.0,False,False,False
10052604554,PE-CONSUCODE-1341,1,49700.0,False,False,False
10052751778,PE-CONSUCODE-10370,1,84000.0,False,False,False
10052753894,PE-CONSUCODE-10370,1,60200.0,False,False,False
10052822071,PE-CONSUCODE-44,1,58500.0,False,False,False
10052833197,PE-CONSUCODE-10533,1,159000.0,False,False,False
10052923323,PE-CONSUCODE-2406,2,525000.0,False,False,False
10053312557,PE-CONSUCODE-10526,1,140000.0,False,False,False
10053374986,PE-CONSUCODE-10370,1,76800.0,False,False,False
10053399270,PE-CONSUCODE-1501,1,182710.0,False,False,False
10053399270,PE-CONSUCODE-44,1,84910.0,False,False,False
10053406713,PE-CONSUCODE-200276,1,31500.0,False,False,False
10053426366,PE-CONSUCODE-1984,1,239760.0,False,False,False
10053495571,PE-CONSUCODE-200276,1,96000.0,False,False,False
10053503433,PE-CONSUCODE-10370,1,66000.0,False,False,False
10053533685,PE-CONSUCODE-10370,1,84000.0,False,False,False
10053744333,PE-CONSUCODE-44,2,129000.0,False,False,False
10053806991,PE-CONSUCODE-1485,1,44300.0,False,False,False
10053808609,PE-CONSUCODE-200276,1,8000.0,False,False,False
10053827514,PE-CONSUCODE-10323,1,90000.0,False,False,False
10053833611,PE-CONSUCODE-10370,1,84000.0,False,False,False
10053858151,PE-CONSUCODE-202285,1,52240.0,False,False,False
10053865050,PE-CONSUCODE-1497,2,122400.0,False,False,False
10053881772,PE-CONSUCODE-10531,1,120000.0,False,False,False
