id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real
CN000407,P0008,E16,F057,Adjudicación Simplificada,Suministro de combustible,goods,39425.86,2026-09-05,False,False
CN000099,P0101,E08,F015,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,143359.07,2026-07-20,False,False
CN000118,P0091,E06,F006,Comparación de Precios,Adquisición de materiales de construcción,goods,9266.4,2026-08-07,False,False
CN000078,P0159,E10,F026,Adjudicación Simplificada,Suministro de combustible,goods,85544.45,2026-09-05,False,False
CN000219,P0134,E08,F014,Comparación de Precios,Adquisición de equipos informáticos,goods,44771.85,2026-09-01,False,False
CN000614,P0062,E14,F029,Comparación de Precios,Servicio de capacitación,services,75125.35,2026-08-23,False,False
CN000630,P0171,E17,F031,Comparación de Precios,Adquisición de bienes de oficina,goods,36292.18,2026-08-01,False,False
CN000578,P0208,E15,F035,Comparación de Precios,Servicio de capacitación,services,89644.26,2026-07-21,False,False
CN000649,P0212,E05,F052,Adjudicación Simplificada,Servicio de capacitación,services,1138633.51,2026-07-21,False,False
CN000679,P0117,E09,F046,Adjudicación Simplificada,Consultoría en ingeniería,services,605555.15,2026-08-19,False,False
CN000553,P0002,E14,F029,Adjudicación Simplificada,Consultoría en ingeniería,services,239383.15,2026-07-13,False,False
CN000667,P0201,E13,F055,Concurso Público,Adquisición de materiales de construcción,goods,70537.32,2026-09-20,False,False
CN000548,P0093,E12,F021,Concurso Público,Suministro de combustible,goods,119625.57,2026-07-04,False,False
CN000032,P0056,E17,F003,Concurso Público,Adquisición de materiales de construcción,goods,187082.47,2026-07-06,False,False
CN000331,P0143,E09,F046,Licitación Pública,Servicio de transporte,services,41772.34,2026-09-06,False,False
CN000030,P0002,E14,F029,Comparación de Precios,Consultoría en ingeniería,services,156598.03,2026-08-05,False,False
CN000064,P0135,E15,F035,Comparación de Precios,Adquisición de materiales de construcción,goods,42838.9,2026-08-06,False,False
CN000329,P0218,E07,F023,Comparación de Precios,Servicio de capacitación,services,89829.44,2026-08-01,False,False
CN000174,P0165,E07,F013,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,127169.71,2026-09-29,False,False
CN000131,P0189,E12,F050,Comparación de Precios,Servicio de transporte,services,83623.04,2026-09-19,False,False
CN000418,P0184,E16,F002,Adjudicación Simplificada,Obra de rehabilitación vial,works,49041.76,2026-07-02,False,False
CN000048,P0052,E07,F036,Comparación de Precios,Servicio de capacitación,services,115989.07,2026-07-09,False,False
CN000195,P0208,E13,F058,Comparación de Precios,Adquisición de equipos informáticos,goods,53444.5,2026-08-08,False,False
CN000335,P0016,E17,F012,Concurso Público,Servicio de transporte,services,229858.24,2026-09-12,False,False
CN000100,P0015,E14,F016,Adjudicación Simplificada,Obra de rehabilitación vial,works,127665.87,2026-07-23,False,False
CN000144,P0086,E11,F054,Comparación de Precios,Adquisición de equipos informáticos,goods,89434.07,2026-08-08,False,False
CN000275,P0102,E12,F021,Concurso Público,Obra de rehabilitación vial,works,64065.63,2026-09-23,False,False
CN000172,P0142,E17,F031,Concurso Público,Suministro de combustible,goods,225861.86,2026-07-11,False,False
CN000074,P0050,E15,F035,Adjudicación Simplificada,Obra de rehabilitación vial,works,143257.53,2026-08-10,False,False
CN000262,P0190,E03,F000,Comparación de Precios,Adquisición de equipos informáticos,goods,248554.89,2026-07-21,False,False
CN000338,P0089,E04,F019,Contratación Directa,Servicio de capacitación,services,29177.33,2026-09-29,False,False
CN000107,P0173,E17,F031,Licitación Pública,Obra de rehabilitación vial,works,15843.65,2026-09-21,False,False
CN000006,P0064,E10,F008,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,156952.85,2026-08-29,False,False
CN000135,P0180,E01,F048,Comparación de Precios,Servicio de transporte,services,156142.03,2026-09-06,False,False
CN000554,P0090,E16,F002,Comparación de Precios,Servicio de capacitación,services,92861.62,2026-08-17,False,False
CN000217,P0180,E17,F012,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,15132.22,2026-09-09,False,False
CN000462,P0173,E12,F021,Comparación de Precios,Servicio de capacitación,services,144760.83,2026-08-09,False,False
CN000405,P0040,E17,F031,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,142852.82,2026-07-25,False,False
CN000360,P0060,E16,F057,Comparación de Precios,Adquisición de materiales de construcción,goods,56439.1,2026-07-22,False,False
CN000607,P0115,E16,F042,Comparación de Precios,Adquisición de materiales de construcción,goods,60656.62,2026-07-01,False,False
CN000579,P0103,E14,F016,Comparación de Precios,Adquisición de materiales de construcción,goods,125960.0,2026-09-27,False,False
CN000439,P0100,E00,F010,Contratación Directa,Obra de rehabilitación vial,works,86708.55,2026-08-24,False,False
CN000208,P0090,E17,F003,Comparación de Precios,Consultoría en ingeniería,services,154511.23,2026-08-20,False,False
CN000138,P0188,E16,F042,Licitación Pública,Consultoría en ingeniería,services,29327.8,2026-08-29,False,False
CN000625,P0108,E09,F027,Adjudicación Simplificada,Suministro de combustible,goods,36358.81,2026-08-22,False,False
CN000547,P0146,E01,F048,Comparación de Precios,Obra de rehabilitación vial,works,31384.98,2026-08-06,False,False
CN000167,P0143,E05,F052,Concurso Público,Servicio de mantenimiento de infraestructura,services,52430.64,2026-08-23,False,False
CN000222,P0032,E11,F054,Licitación Pública,Suministro de combustible,goods,20399.38,2026-09-29,False,False
CN000154,P0157,E02,F011,Comparación de Precios,Servicio de capacitación,services,31022.36,2026-07-02,False,False
CN000105,P0184,E17,F012,Contratación Directa,Suministro de combustible,goods,362058.81,2026-07-18,False,False
CN000518,P0208,E13,F055,Concurso Público,Adquisición de materiales de construcción,goods,36025.12,2026-09-25,False,False
CN000350,P0135,E11,F054,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,37990.77,2026-08-03,False,False
CN000632,P0043,E08,F005,Licitación Pública,Adquisición de materiales de construcción,goods,96425.73,2026-07-29,False,False
CN000129,P0006,E15,F035,Adjudicación Simplificada,Servicio de transporte,services,110925.89,2026-09-27,False,False
CN000398,P0126,E12,F021,Adjudicación Simplificada,Suministro de combustible,goods,53283.8,2026-08-30,False,False
CN000124,P0083,E12,F021,Concurso Público,Servicio de limpieza y vigilancia,services,43084.34,2026-09-23,False,False
CN000386,P0141,E09,F027,Adjudicación Simplificada,Servicio de transporte,services,16135.94,2026-09-26,False,False
CN000305,P0004,E03,F000,Concurso Público,Consultoría en ingeniería,services,223898.65,2026-07-31,False,False
CN000369,P0174,E01,F018,Licitación Pública,Consultoría en ingeniería,services,117088.62,2026-07-25,False,False
CN000259,P0069,E02,F025,Adjudicación Simplificada,Suministro de combustible,goods,24550.0,2026-09-15,False,False
CN000633,P0115,E16,F042,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,302741.99,2026-08-23,False,False
CN000113,P0092,E09,F043,Adjudicación Simplificada,Consultoría en ingeniería,services,11230.74,2026-08-23,False,False
CN000473,P0004,E16,F002,Comparación de Precios,Servicio de capacitación,services,226580.46,2026-07-08,False,False
CN000631,P0122,E12,F021,Comparación de Precios,Adquisición de materiales de construcción,goods,49703.94,2026-09-01,False,False
CN000009,P0051,E05,F059,Contratación Directa,Adquisición de materiales de construcción,goods,201015.17,2026-08-01,False,False
CN000010,P0112,E05,F045,Comparación de Precios,Consultoría en ingeniería,services,139362.2,2026-07-26,False,False
CN000253,P0159,E11,F054,Comparación de Precios,Servicio de limpieza y vigilancia,services,43523.73,2026-09-21,False,False
CN000664,P0134,E05,F009,Comparación de Precios,Adquisición de bienes de oficina,goods,91823.96,2026-09-13,False,False
CN000429,P0183,E06,F006,Comparación de Precios,Servicio de transporte,services,98748.05,2026-09-21,False,False
CN000081,P0076,E08,F005,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,59902.37,2026-08-03,False,False
CN000441,P0201,E03,F000,Concurso Público,Adquisición de bienes de oficina,goods,79438.24,2026-07-05,False,False
CN000295,P0138,E09,F034,Adjudicación Simplificada,Servicio de capacitación,services,40187.77,2026-07-23,False,False
CN000377,P0134,E06,F039,Comparación de Precios,Servicio de transporte,services,52943.25,2026-07-31,False,False
CN000665,P0180,E14,F029,Comparación de Precios,Consultoría en ingeniería,services,7588.62,2026-07-12,False,False
CN000656,P0112,E07,F013,Licitación Pública,Servicio de mantenimiento de infraestructura,services,178783.7,2026-09-22,False,False
CN000049,P0068,E03,F000,Licitación Pública,Consultoría en ingeniería,services,205686.8,2026-08-14,False,False
CN000233,P0195,E15,F035,Contratación Directa,Obra de rehabilitación vial,works,44000.26,2026-07-10,False,False
CN000026,P0141,E07,F036,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,16595.77,2026-08-10,False,False
CN000577,P0027,E00,F010,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,68927.94,2026-09-21,False,False
CN000343,P0025,E04,F030,Adjudicación Simplificada,Servicio de capacitación,services,28205.05,2026-09-13,False,False
CN000605,P0032,E09,F033,Adjudicación Simplificada,Suministro de combustible,goods,12152.34,2026-07-09,False,False
CN000509,P0122,E05,F001,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,235839.04,2026-09-20,False,False
CN000689,P0153,E13,F056,Adjudicación Simplificada,Suministro de combustible,goods,19814.91,2026-08-01,False,False
CN000604,P0039,E11,F049,Adjudicación Simplificada,Servicio de capacitación,services,73614.16,2026-08-27,False,False
CN000690,P0173,E11,F007,Comparación de Precios,Adquisición de equipos informáticos,goods,187313.89,2026-07-28,False,False
CN000688,P0071,E17,F012,Licitación Pública,Servicio de mantenimiento de infraestructura,services,26083.01,2026-07-28,False,False
CN000451,P0112,E06,F006,Contratación Directa,Servicio de mantenimiento de infraestructura,services,38656.4,2026-08-27,False,False
CN000288,P0119,E03,F000,Comparación de Precios,Adquisición de materiales de construcción,goods,61546.86,2026-09-19,False,False
CN000435,P0185,E12,F050,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,48128.78,2026-09-16,False,False
CN000018,P0002,E07,F023,Comparación de Precios,Consultoría en ingeniería,services,72346.57,2026-07-25,False,False
CN000022,P0127,E14,F029,Contratación Directa,Servicio de capacitación,services,58525.08,2026-07-28,False,False
CN000143,P0044,E02,F051,Adjudicación Simplificada,Servicio de capacitación,services,37916.41,2026-07-26,False,False
CN000495,P0013,E01,F018,Contratación Directa,Obra de rehabilitación vial,works,43770.96,2026-07-15,False,False
CN000456,P0087,E17,F012,Adjudicación Simplificada,Servicio de transporte,services,33790.25,2026-09-05,False,False
CN000378,P0128,E13,F056,Comparación de Precios,Suministro de combustible,goods,22539.39,2026-07-12,False,False
CN000555,P0206,E03,F000,Contratación Directa,Adquisición de materiales de construcción,goods,16765.24,2026-07-20,False,False
CN000273,P0131,E15,F035,Comparación de Precios,Servicio de capacitación,services,31611.86,2026-07-05,False,False
CN000481,P0175,E11,F054,Comparación de Precios,Servicio de limpieza y vigilancia,services,12885.94,2026-09-11,False,False
CN000247,P0101,E00,F041,Concurso Público,Suministro de combustible,goods,13033.62,2026-09-25,False,False
CN000639,P0038,E16,F002,Comparación de Precios,Servicio de transporte,services,70404.22,2026-08-31,False,False
CN000267,P0204,E11,F007,Comparación de Precios,Servicio de limpieza y vigilancia,services,199261.63,2026-08-13,False,False
CN000289,P0013,E10,F026,Licitación Pública,Servicio de mantenimiento de infraestructura,services,108135.87,2026-07-16,False,False
CN000134,P0138,E15,F035,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,64233.93,2026-09-07,False,False
CN000155,P0071,E01,F018,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,32233.65,2026-09-20,False,False
CN000662,P0213,E06,F039,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,13511.27,2026-09-05,False,False
CN000618,P0165,E15,F035,Licitación Pública,Adquisición de equipos informáticos,goods,92201.09,2026-09-25,False,False
CN000027,P0115,E14,F016,Adjudicación Simplificada,Servicio de capacitación,services,119267.26,2026-08-18,False,False
CN000401,P0174,E15,F035,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,25027.67,2026-07-22,False,False
CN000620,P0050,E09,F034,Licitación Pública,Suministro de combustible,goods,52454.64,2026-08-18,False,False
CN000541,P0084,E03,F000,Licitación Pública,Servicio de limpieza y vigilancia,services,191533.3,2026-09-02,False,False
CN000594,P0138,E01,F048,Comparación de Precios,Servicio de transporte,services,26733.0,2026-07-08,False,False
CN000522,P0013,E02,F011,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,445356.03,2026-08-09,False,False
CN000086,P0103,E13,F056,Adjudicación Simplificada,Servicio de capacitación,services,7997.93,2026-08-27,False,False
CN000050,P0007,E17,F012,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,12736.58,2026-08-29,False,False
CN000622,P0199,E13,F058,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,48274.39,2026-08-25,False,False
CN000037,P0169,E06,F039,Comparación de Precios,Adquisición de materiales de construcción,goods,36038.01,2026-09-22,False,False
CN000057,P0176,E12,F021,Contratación Directa,Obra de rehabilitación vial,works,103007.09,2026-09-09,False,False
CN000699,P0042,E08,F022,Licitación Pública,Servicio de limpieza y vigilancia,services,30129.46,2026-07-18,False,False
CN000682,P0158,E03,F000,Adjudicación Simplificada,Suministro de combustible,goods,25850.49,2026-08-01,False,False
CN000036,P0144,E05,F047,Comparación de Precios,Servicio de capacitación,services,125286.67,2026-07-11,False,False
CN000448,P0122,E01,F017,Adjudicación Simplificada,Servicio de capacitación,services,140575.86,2026-08-03,False,False
CN000226,P0215,E08,F005,Licitación Pública,Adquisición de materiales de construcción,goods,96618.66,2026-07-18,False,False
CN000489,P0157,E05,F032,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,207716.52,2026-07-20,False,False
CN000586,P0177,E05,F037,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,294721.76,2026-08-05,False,False
CN000336,P0151,E17,F003,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,81610.76,2026-08-17,False,False
CN000146,P0090,E09,F027,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,161693.86,2026-08-04,False,False
CN000166,P0084,E05,F052,Licitación Pública,Consultoría en ingeniería,services,73139.6,2026-09-24,False,False
CN000007,P0055,E01,F017,Licitación Pública,Consultoría en ingeniería,services,425463.66,2026-07-26,False,False
CN000163,P0206,E09,F033,Adjudicación Simplificada,Suministro de combustible,goods,104247.77,2026-07-06,False,False
CN000272,P0043,E02,F044,Licitación Pública,Adquisición de materiales de construcción,goods,78692.97,2026-07-17,False,False
CN000512,P0047,E01,F018,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,42478.32,2026-07-17,False,False
CN000300,P0033,E09,F034,Licitación Pública,Servicio de mantenimiento de infraestructura,services,130220.75,2026-07-24,False,False
CN000312,P0042,E03,F000,Comparación de Precios,Adquisición de materiales de construcción,goods,107959.91,2026-09-18,False,False
CN000065,P0130,E11,F054,Licitación Pública,Obra de rehabilitación vial,works,716089.23,2026-08-16,False,False
CN000508,P0037,E13,F056,Contratación Directa,Consultoría en ingeniería,services,19297.63,2026-09-26,False,False
CN000364,P0104,E13,F056,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,136693.55,2026-07-09,False,False
CN000453,P0091,E12,F021,Comparación de Precios,Adquisición de materiales de construcción,goods,40513.99,2026-07-19,False,False
CN000188,P0201,E14,F029,Adjudicación Simplificada,Consultoría en ingeniería,services,96806.77,2026-09-19,False,False
CN000592,P0193,E08,F014,Comparación de Precios,Consultoría en ingeniería,services,77377.14,2026-09-25,False,False
CN000111,P0127,E11,F007,Adjudicación Simplificada,Servicio de capacitación,services,99200.9,2026-08-12,False,False
CN000183,P0103,E08,F020,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,79914.99,2026-08-25,False,False
CN000224,P0073,E12,F050,Contratación Directa,Servicio de capacitación,services,68924.24,2026-08-29,False,False
CN000206,P0214,E05,F037,Concurso Público,Adquisición de bienes de oficina,goods,87060.08,2026-08-16,False,False
CN000269,P0047,E11,F049,Comparación de Precios,Obra de rehabilitación vial,works,92391.79,2026-07-25,False,False
CN000374,P0024,E01,F048,Comparación de Precios,Servicio de transporte,services,14956.77,2026-07-10,False,False
CN000506,P0049,E09,F043,Licitación Pública,Servicio de capacitación,services,43942.05,2026-09-26,False,False
CN000589,P0001,E04,F030,Adjudicación Simplificada,Consultoría en ingeniería,services,184032.32,2026-09-03,False,False
CN000152,P0077,E07,F036,Comparación de Precios,Servicio de capacitación,services,85680.5,2026-08-09,False,False
CN000266,P0009,E12,F021,Concurso Público,Adquisición de materiales de construcción,goods,31013.44,2026-07-23,False,False
CN000476,P0157,E15,F035,Comparación de Precios,Servicio de limpieza y vigilancia,services,10576.81,2026-07-11,False,False
CN000367,P0050,E14,F040,Licitación Pública,Adquisición de materiales de construcción,goods,128223.69,2026-09-05,False,False
CN000210,P0124,E01,F017,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,25513.45,2026-07-21,False,False
CN000585,P0033,E17,F012,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,15397.58,2026-08-16,False,False
CN000319,P0206,E06,F039,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,3942.43,2026-09-09,False,False
CN000482,P0147,E05,F032,Concurso Público,Obra de rehabilitación vial,works,88373.42,2026-08-16,False,False
CN000610,P0096,E08,F015,Licitación Pública,Servicio de transporte,services,43675.43,2026-09-23,False,False
CN000137,P0124,E17,F031,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,190282.85,2026-08-19,False,False
CN000126,P0139,E10,F026,Adjudicación Simplificada,Obra de rehabilitación vial,works,31200.79,2026-08-09,False,False
CN000425,P0078,E02,F025,Licitación Pública,Suministro de combustible,goods,131504.06,2026-08-14,False,False
CN000368,P0008,E09,F043,Licitación Pública,Servicio de capacitación,services,73454.63,2026-09-27,False,False
CN000191,P0161,E02,F044,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,115220.77,2026-08-04,False,False
CN000309,P0040,E00,F010,Licitación Pública,Servicio de mantenimiento de infraestructura,services,49628.96,2026-07-21,False,False
CN000403,P0062,E12,F021,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,108848.06,2026-09-05,False,False
CN000342,P0140,E00,F041,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,77740.07,2026-07-16,False,False
CN000637,P0052,E02,F044,Licitación Pública,Servicio de transporte,services,181687.06,2026-09-09,False,False
CN000103,P0215,E08,F028,Licitación Pública,Suministro de combustible,goods,46382.33,2026-07-08,False,False
CN000199,P0090,E06,F006,Contratación Directa,Consultoría en ingeniería,services,70309.24,2026-07-13,False,False
CN000053,P0114,E14,F040,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,183049.36,2026-08-01,False,False
CN000153,P0008,E17,F031,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,91002.08,2026-08-24,False,False
CN000180,P0018,E11,F054,Comparación de Precios,Consultoría en ingeniería,services,68690.57,2026-08-13,False,False
CN000263,P0073,E15,F035,Adjudicación Simplificada,Servicio de transporte,services,21577.11,2026-09-05,False,False
CN000316,P0080,E08,F020,Adjudicación Simplificada,Servicio de capacitación,services,129867.02,2026-08-15,False,False
CN000616,P0104,E06,F006,Adjudicación Simplificada,Suministro de combustible,goods,88257.55,2026-08-22,False,False
CN000613,P0026,E01,F017,Comparación de Precios,Obra de rehabilitación vial,works,37115.8,2026-07-13,False,False
CN000375,P0179,E15,F035,Contratación Directa,Obra de rehabilitación vial,works,33033.02,2026-08-03,False,False
CN000685,P0209,E00,F041,Comparación de Precios,Obra de rehabilitación vial,works,327403.32,2026-08-09,False,False
CN000513,P0185,E03,F000,Licitación Pública,Adquisición de equipos informáticos,goods,102693.82,2026-08-29,False,False
CN000071,P0133,E10,F026,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,164848.87,2026-07-09,False,False
CN000673,P0113,E14,F016,Comparación de Precios,Adquisición de materiales de construcción,goods,115530.82,2026-07-23,False,False
CN000666,P0080,E08,F022,Licitación Pública,Adquisición de bienes de oficina,goods,119765.46,2026-09-02,False,False
CN000654,P0204,E06,F006,Adjudicación Simplificada,Servicio de transporte,services,173621.45,2026-07-05,False,False
CN000538,P0013,E08,F028,Comparación de Precios,Servicio de transporte,services,84067.23,2026-08-22,False,False
CN000479,P0093,E12,F021,Licitación Pública,Adquisición de bienes de oficina,goods,95480.18,2026-09-11,False,False
CN000433,P0027,E10,F008,Comparación de Precios,Adquisición de bienes de oficina,goods,35526.23,2026-08-09,False,False
CN000142,P0208,E06,F006,Concurso Público,Servicio de transporte,services,85792.13,2026-08-09,False,False
CN000002,P0075,E01,F018,Concurso Público,Servicio de limpieza y vigilancia,services,146252.14,2026-09-23,False,False
CN000421,P0048,E11,F054,Comparación de Precios,Servicio de transporte,services,22786.58,2026-09-22,False,False
CN000004,P0167,E12,F050,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,42101.41,2026-07-04,False,False
CN000392,P0204,E08,F028,Concurso Público,Adquisición de equipos informáticos,goods,91938.4,2026-09-09,False,False
CN000382,P0218,E11,F007,Comparación de Precios,Adquisición de equipos informáticos,goods,104741.93,2026-07-10,False,False
CN000025,P0219,E14,F040,Adjudicación Simplificada,Consultoría en ingeniería,services,38818.93,2026-08-03,False,False
CN000478,P0218,E01,F017,Comparación de Precios,Servicio de capacitación,services,14474.36,2026-09-09,False,False
CN000202,P0188,E09,F033,Adjudicación Simplificada,Servicio de limpieza y vigilancia,services,40435.65,2026-07-14,False,False
CN000046,P0158,E02,F025,Comparación de Precios,Consultoría en ingeniería,services,187117.89,2026-08-21,False,False
CN000302,P0160,E09,F046,Licitación Pública,Adquisición de materiales de construcción,goods,48556.78,2026-07-16,False,False
CN000598,P0032,E06,F039,Comparación de Precios,Servicio de capacitación,services,19464.81,2026-08-09,False,False
CN000230,P0211,E13,F058,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,46075.82,2026-07-05,False,False
CN000287,P0104,E16,F024,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,60480.76,2026-07-04,False,False
CN000452,P0117,E04,F030,Contratación Directa,Adquisición de equipos informáticos,goods,33340.35,2026-08-20,False,False
CN000115,P0073,E03,F000,Licitación Pública,Servicio de capacitación,services,34915.53,2026-07-11,False,False
CN000469,P0045,E15,F035,Licitación Pública,Consultoría en ingeniería,services,209454.21,2026-08-23,False,False
CN000372,P0144,E06,F006,Adjudicación Simplificada,Servicio de transporte,services,64595.2,2026-08-16,False,False
CN000571,P0144,E12,F021,Comparación de Precios,Adquisición de bienes de oficina,goods,95435.97,2026-09-13,False,False
CN000371,P0154,E09,F043,Adjudicación Simplificada,Servicio de transporte,services,216337.19,2026-08-22,False,False
CN000171,P0178,E15,F035,Licitación Pública,Servicio de capacitación,services,58821.43,2026-08-12,False,False
CN000017,P0149,E07,F023,Comparación de Precios,Adquisición de bienes de oficina,goods,83677.04,2026-09-17,False,False
CN000132,P0125,E06,F039,Comparación de Precios,Servicio de limpieza y vigilancia,services,63822.88,2026-07-05,False,False
CN000344,P0152,E11,F054,Concurso Público,Suministro de combustible,goods,30371.37,2026-07-11,False,False
CN000125,P0188,E05,F009,Comparación de Precios,Adquisición de equipos informáticos,goods,18100.59,2026-08-07,False,False
CN000194,P0125,E16,F042,Comparación de Precios,Adquisición de materiales de construcción,goods,65933.66,2026-09-25,False,False
CN000653,P0134,E07,F036,Adjudicación Simplificada,Consultoría en ingeniería,services,118900.16,2026-09-11,False,False
CN000102,P0068,E00,F010,Adjudicación Simplificada,Consultoría en ingeniería,services,239839.51,2026-09-10,False,False
CN000317,P0083,E04,F053,Contratación Directa,Adquisición de bienes de oficina,goods,111573.48,2026-08-12,False,False
CN000525,P0157,E04,F019,Comparación de Precios,Adquisición de bienes de oficina,goods,29903.81,2026-08-18,False,False
CN000209,P0179,E08,F015,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,113909.04,2026-09-16,False,False
CN000258,P0109,E03,F000,Licitación Pública,Adquisición de equipos informáticos,goods,18739.86,2026-07-04,False,False
CN000204,P0169,E15,F035,Comparación de Precios,Adquisición de equipos informáticos,goods,281425.55,2026-08-28,False,False
CN000162,P0062,E10,F004,Comparación de Precios,Servicio de transporte,services,12564.44,2026-09-11,False,False
CN000599,P0030,E02,F025,Comparación de Precios,Servicio de limpieza y vigilancia,services,8766.19,2026-08-16,False,False
CN000663,P0211,E08,F020,Concurso Público,Consultoría en ingeniería,services,50440.66,2026-07-17,False,False
CN000542,P0013,E15,F035,Licitación Pública,Consultoría en ingeniería,services,12722.92,2026-07-27,False,False
CN000468,P0043,E07,F013,Adjudicación Simplificada,Servicio de capacitación,services,335403.21,2026-08-28,False,False
CN000313,P0138,E09,F046,Adjudicación Simplificada,Servicio de transporte,services,18216.27,2026-08-04,False,False
CN000214,P0093,E17,F003,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,20860.61,2026-07-25,False,False
CN000416,P0186,E00,F041,Comparación de Precios,Consultoría en ingeniería,services,83566.76,2026-09-21,False,False
CN000141,P0142,E11,F049,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,115977.19,2026-09-20,False,False
CN000556,P0012,E00,F010,Comparación de Precios,Adquisición de materiales de construcción,goods,226342.51,2026-07-03,False,False
CN000190,P0077,E15,F035,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,537126.01,2026-07-12,False,False
CN000669,P0111,E01,F017,Comparación de Precios,Adquisición de materiales de construcción,goods,64289.82,2026-08-16,False,False
