id_proveedor,id_entidad,n_contratos,monto_total,monto_promedio,n_objetos_unicos,pct_no_competitiva,n_funcionarios_distintos,label_favoritismo_real,dias_actividad,concentracion_objeto,contratos_por_mes,monto_por_funcionario
P0003,E17,3,243964.62,81321.54,2,0.3333333333333333,2,False,779,0.33333333333333337,0.11553273427471118,121982.31
P0004,E01,3,782654.31,260884.77000000002,2,0.0,2,False,227,0.33333333333333337,0.39647577092511016,391327.155
P0004,E02,1,28840.44,28840.44,1,1.0,1,False,1,0.0,30.0,28840.44
P0004,E04,1,19062.9,19062.9,1,0.0,1,False,1,0.0,30.0,19062.9
P0004,E06,3,262962.02,87654.00666666667,3,0.3333333333333333,2,False,455,0.0,0.19780219780219782,131481.01
P0004,E08,1,27855.56,27855.56,1,0.0,1,False,1,0.0,30.0,27855.56
P0004,E09,2,245216.87,122608.435,2,0.5,1,False,633,0.0,0.0947867298578199,245216.87
P0004,E10,1,88732.09,88732.09,1,1.0,1,False,1,0.0,30.0,88732.09
P0004,E12,1,78177.42,78177.42,1,0.0,1,False,1,0.0,30.0,78177.42
P0004,E13,1,62081.46,62081.46,1,0.0,1,False,1,0.0,30.0,62081.46
P0004,E14,1,28022.65,28022.65,1,0.0,1,False,1,0.0,30.0,28022.65
P0004,E15,2,173192.835,86596.4175,2,1.0,1,False,282,0.0,0.2127659574468085,173192.835
P0004,E16,2,201285.57,100642.785,2,0.0,2,False,239,0.0,0.2510460251046025,100642.785
P0004,E17,1,49612.85,49612.85,1,0.0,1,False,1,0.0,30.0,49612.85
P0005,E00,3,230116.7,76705.56666666667,3,0.3333333333333333,2,False,876,0.0,0.10273972602739727,115058.35
P0005,E01,2,100444.91,50222.455,2,0.0,2,False,527,0.0,0.11385199240986718,50222.455
P0005,E02,1,290312.08,290312.08,1,1.0,1,False,1,0.0,30.0,290312.08
P0005,E03,1,301336.37,301336.37,1,0.0,1,False,1,0.0,30.0,301336.37
P0005,E04,1,1103772.76,1103772.76,1,0.0,1,False,1,0.0,30.0,1103772.76
P0005,E05,2,509293.63,254646.815,2,0.5,2,False,259,0.0,0.23166023166023167,254646.815
P0005,E06,1,24484.43,24484.43,1,1.0,1,False,1,0.0,30.0,24484.43
P0005,E07,1,63722.07,63722.07,1,0.0,1,False,1,0.0,30.0,63722.07
P0005,E11,4,434465.43,108616.3575,4,0.25,3,False,1070,0.0,0.11214953271028039,144821.81
P0005,E12,2,135454.41,67727.205,2,0.5,2,False,778,0.0,0.07712082262210797,67727.205
P0005,E13,1,61530.634999999995,61530.634999999995,1,1.0,1,False,1,0.0,30.0,61530.634999999995
P0005,E17,1,449282.15,449282.15,1,1.0,1,False,1,0.0,30.0,449282.15
P0006,E00,1,81802.77,81802.77,1,0.0,1,False,1,0.0,30.0,81802.77
P0006,E04,2,152297.19,76148.595,2,0.0,2,False,396,0.0,0.15151515151515152,76148.595
P0006,E05,1,87056.99,87056.99,1,0.0,1,False,1,0.0,30.0,87056.99
P0006,E07,1,28673.69,28673.69,1,0.0,1,False,1,0.0,30.0,28673.69
P0006,E08,1,56397.34,56397.34,1,1.0,1,False,1,0.0,30.0,56397.34
P0006,E10,2,75483.28,37741.64,2,0.5,2,False,424,0.0,0.14150943396226415,37741.64
P0006,E11,2,512548.79000000004,256274.39500000002,2,0.0,2,False,823,0.0,0.07290400972053462,256274.39500000002
P0006,E12,1,254311.43,254311.43,1,0.0,1,False,1,0.0,30.0,254311.43
P0006,E13,1,89083.4,89083.4,1,1.0,1,False,1,0.0,30.0,89083.4
P0006,E15,1,35207.82,35207.82,1,0.0,1,False,1,0.0,30.0,35207.82
P0006,E16,1,50030.52,50030.52,1,0.0,1,False,1,0.0,30.0,50030.52
P0006,E17,1,83226.22,83226.22,1,0.0,1,False,1,0.0,30.0,83226.22
P0007,E01,1,61530.634999999995,61530.634999999995,1,0.0,1,False,1,0.0,30.0,61530.634999999995
P0007,E05,1,15947.59,15947.59,1,0.0,1,False,1,0.0,30.0,15947.59
P0007,E07,2,49395.990000000005,24697.995000000003,2,0.0,2,False,672,0.0,0.08928571428571429,24697.995000000003
P0007,E08,1,129556.75,129556.75,1,1.0,1,False,1,0.0,30.0,129556.75
P0007,E09,3,708128.08,236042.69333333333,2,0.6666666666666666,2,False,410,0.33333333333333337,0.21951219512195122,354064.04
P0007,E10,1,14944.71,14944.71,1,0.0,1,False,1,0.0,30.0,14944.71
P0007,E11,1,9216.79,9216.79,1,0.0,1,False,1,0.0,30.0,9216.79
P0007,E15,1,282064.36,282064.36,1,0.0,1,False,1,0.0,30.0,282064.36
P0007,E17,1,112635.21,112635.21,1,0.0,1,False,1,0.0,30.0,112635.21
P0008,E00,2,122075.64,61037.82,2,0.5,2,False,760,0.0,0.07894736842105264,61037.82
P0008,E02,1,7259.38,7259.38,1,0.0,1,False,1,0.0,30.0,7259.38
P0008,E04,2,110118.05,55059.025,1,0.5,1,False,314,0.5,0.19108280254777069,110118.05
P0008,E05,2,70674.66,35337.33,2,0.5,1,False,1136,0.0,0.0528169014084507,70674.66
P0008,E06,1,175554.64,175554.64,1,0.0,1,False,1,0.0,30.0,175554.64
P0008,E07,1,105894.74,105894.74,1,1.0,1,False,1,0.0,30.0,105894.74
P0008,E08,1,13385.94,13385.94,1,1.0,1,False,1,0.0,30.0,13385.94
P0008,E09,1,69491.42,69491.42,1,0.0,1,False,1,0.0,30.0,69491.42
P0008,E12,2,221665.81,110832.905,2,1.0,2,False,865,0.0,0.06936416184971099,110832.905
P0008,E13,2,116406.25,58203.125,2,0.5,1,False,204,0.0,0.29411764705882354,116406.25
P0008,E14,1,441735.19,441735.19,1,0.0,1,False,1,0.0,30.0,441735.19
P0008,E15,6,560231.965,93371.99416666666,2,0.0,1,False,1170,0.6666666666666667,0.15384615384615385,560231.965
P0008,E17,2,433081.06,216540.53,2,0.0,1,False,684,0.0,0.08771929824561403,433081.06
P0009,E01,1,22842.12,22842.12,1,0.0,1,False,1,0.0,30.0,22842.12
P0009,E02,1,20910.34,20910.34,1,1.0,1,False,1,0.0,30.0,20910.34
P0009,E03,2,138082.03,69041.015,2,0.0,1,False,71,0.0,0.8450704225352113,138082.03
P0009,E04,1,17372.87,17372.87,1,0.0,1,False,1,0.0,30.0,17372.87
P0009,E06,1,15912.97,15912.97,1,0.0,1,False,1,0.0,30.0,15912.97
P0009,E08,1,175542.31,175542.31,1,0.0,1,False,1,0.0,30.0,175542.31
P0009,E10,1,139237.87,139237.87,1,1.0,1,False,1,0.0,30.0,139237.87
P0009,E12,1,490479.88,490479.88,1,1.0,1,False,1,0.0,30.0,490479.88
P0009,E16,3,240006.72,80002.24,3,0.3333333333333333,2,False,170,0.0,0.5294117647058824,120003.36
P0009,E17,1,63385.55,63385.55,1,1.0,1,False,1,0.0,30.0,63385.55
P0010,E00,1,27244.19,27244.19,1,1.0,1,False,1,0.0,30.0,27244.19
P0010,E02,1,90886.87,90886.87,1,1.0,1,False,1,0.0,30.0,90886.87
P0010,E03,2,125750.24,62875.12,2,0.0,1,False,78,0.0,0.7692307692307692,125750.24
P0010,E04,1,36619.8,36619.8,1,0.0,1,False,1,0.0,30.0,36619.8
P0010,E09,2,182859.21000000002,91429.60500000001,2,0.0,2,False,746,0.0,0.08042895442359249,91429.60500000001
P0010,E13,1,32674.83,32674.83,1,1.0,1,False,1,0.0,30.0,32674.83
P0010,E14,1,96432.92,96432.92,1,0.0,1,False,1,0.0,30.0,96432.92
P0011,E00,2,136390.88999999998,68195.44499999999,2,1.0,1,False,622,0.0,0.09646302250803858,136390.88999999998
P0011,E01,2,127126.33,63563.165,2,0.5,1,False,41,0.0,1.4634146341463414,127126.33
P0011,E02,1,55858.31,55858.31,1,0.0,1,False,1,0.0,30.0,55858.31
P0011,E03,2,169044.93,84522.465,2,0.0,1,False,30,0.0,2.0,169044.93
P0011,E04,2,168590.04,84295.02,2,0.5,1,False,573,0.0,0.10471204188481674,168590.04
P0011,E06,1,126503.44,126503.44,1,1.0,1,False,1,0.0,30.0,126503.44
P0011,E08,1,97929.8,97929.8,1,0.0,1,False,1,0.0,30.0,97929.8
P0011,E09,1,25756.8,25756.8,1,0.0,1,False,1,0.0,30.0,25756.8
P0011,E11,1,272785.24,272785.24,1,1.0,1,False,1,0.0,30.0,272785.24
P0011,E12,1,41962.57,41962.57,1,0.0,1,False,1,0.0,30.0,41962.57
P0011,E16,1,54618.11,54618.11,1,0.0,1,False,1,0.0,30.0,54618.11
P0011,E17,1,46335.85,46335.85,1,1.0,1,False,1,0.0,30.0,46335.85
P0012,E00,2,138666.62,69333.31,2,0.5,2,False,72,0.0,0.8333333333333334,69333.31
P0012,E01,1,125407.79,125407.79,1,1.0,1,False,1,0.0,30.0,125407.79
P0012,E02,3,226475.74,75491.91333333333,3,0.3333333333333333,1,False,344,0.0,0.2616279069767442,226475.74
P0012,E03,1,159051.4,159051.4,1,0.0,1,False,1,0.0,30.0,159051.4
P0012,E05,1,103765.88,103765.88,1,1.0,1,False,1,0.0,30.0,103765.88
P0012,E06,2,137874.13,68937.065,2,0.0,1,False,180,0.0,0.3333333333333333,137874.13
P0012,E08,1,11542.21,11542.21,1,1.0,1,False,1,0.0,30.0,11542.21
P0012,E11,1,162095.13,162095.13,1,1.0,1,False,1,0.0,30.0,162095.13
P0012,E12,2,204115.93,102057.965,2,0.5,1,False,491,0.0,0.12219959266802444,204115.93
P0012,E15,1,77796.36,77796.36,1,1.0,1,False,1,0.0,30.0,77796.36
P0013,E01,2,112348.18,56174.09,2,0.5,2,False,553,0.0,0.10849909584086799,56174.09
P0013,E02,1,26023.13,26023.13,1,0.0,1,False,1,0.0,30.0,26023.13
P0013,E06,1,24086.94,24086.94,1,1.0,1,False,1,0.0,30.0,24086.94
P0013,E08,1,30144.36,30144.36,1,1.0,1,False,1,0.0,30.0,30144.36
P0013,E09,2,58287.270000000004,29143.635000000002,2,0.5,1,False,620,0.0,0.0967741935483871,58287.270000000004
P0013,E10,1,351711.88,351711.88,1,1.0,1,False,1,0.0,30.0,351711.88
P0013,E16,2,173497.77000000002,86748.88500000001,2,0.5,1,False,851,0.0,0.07050528789659224,173497.77000000002
P0014,E00,1,56397.34,56397.34,1,0.0,1,False,1,0.0,30.0,56397.34
P0014,E01,3,399755.7,133251.9,2,0.3333333333333333,2,False,291,0.33333333333333337,0.30927835051546393,199877.85
P0014,E04,1,56397.34,56397.34,1,0.0,1,False,1,0.0,30.0,56397.34
P0014,E06,2,83705.13,41852.565,2,0.0,2,False,84,0.0,0.7142857142857143,41852.565
P0014,E07,1,820913.83,820913.83,1,1.0,1,False,1,0.0,30.0,820913.83
P0014,E09,1,60060.55,60060.55,1,0.0,1,False,1,0.0,30.0,60060.55
P0014,E10,2,125722.98999999999,62861.494999999995,2,0.0,1,False,416,0.0,0.14423076923076922,125722.98999999999
P0014,E11,2,466881.13999999996,233440.56999999998,2,0.0,2,False,62,0.0,0.9677419354838709,233440.56999999998
P0014,E12,1,61712.8,61712.8,1,0.0,1,False,1,0.0,30.0,61712.8
P0014,E14,1,72370.27,72370.27,1,1.0,1,False,1,0.0,30.0,72370.27
P0014,E15,1,122149.07,122149.07,1,0.0,1,False,1,0.0,30.0,122149.07
P0015,E00,1,33601.66,33601.66,1,1.0,1,False,1,0.0,30.0,33601.66
P0015,E04,1,175930.33,175930.33,1,0.0,1,False,1,0.0,30.0,175930.33
P0015,E06,2,260582.0,130291.0,2,0.5,2,False,78,0.0,0.7692307692307692,130291.0
P0015,E09,1,12735.74,12735.74,1,1.0,1,False,1,0.0,30.0,12735.74
P0015,E10,1,187490.0,187490.0,1,0.0,1,False,1,0.0,30.0,187490.0
P0015,E11,2,166591.9,83295.95,2,0.0,2,False,329,0.0,0.182370820668693,83295.95
P0015,E12,2,141215.66999999998,70607.83499999999,2,0.5,2,False,191,0.0,0.31413612565445026,70607.83499999999
P0015,E15,1,20452.55,20452.55,1,0.0,1,False,1,0.0,30.0,20452.55
P0015,E16,2,108852.45,54426.225,2,0.5,2,False,972,0.0,0.0617283950617284,54426.225
P0016,E00,2,146819.58000000002,73409.79000000001,2,0.5,2,False,303,0.0,0.19801980198019803,73409.79000000001
P0016,E01,1,83090.75,83090.75,1,1.0,1,False,1,0.0,30.0,83090.75
P0016,E02,1,61530.634999999995,61530.634999999995,1,1.0,1,False,1,0.0,30.0,61530.634999999995
P0016,E04,2,65314.61,32657.305,2,0.0,2,False,368,0.0,0.16304347826086957,32657.305
P0016,E09,1,15846.46,15846.46,1,1.0,1,False,1,0.0,30.0,15846.46
P0016,E10,1,64683.825,64683.825,1,0.0,1,False,1,0.0,30.0,64683.825
P0016,E12,2,160605.87,80302.935,2,0.0,2,False,664,0.0,0.09036144578313253,80302.935
P0016,E14,1,138083.65,138083.65,1,0.0,1,False,1,0.0,30.0,138083.65
P0016,E15,5,562355.9,112471.18000000001,5,0.6,1,False,562,0.0,0.2669039145907473,562355.9
P0016,E16,1,28740.17,28740.17,1,0.0,1,False,1,0.0,30.0,28740.17
P0016,E17,1,24202.33,24202.33,1,0.0,1,False,1,0.0,30.0,24202.33
P0017,E00,2,91868.99,45934.495,2,0.5,2,False,19,0.0,3.1578947368421053,45934.495
P0017,E02,2,175301.06,87650.53,2,1.0,1,False,387,0.0,0.15503875968992248,175301.06
P0017,E03,1,30509.32,30509.32,1,1.0,1,False,1,0.0,30.0,30509.32
P0017,E05,3,481623.26,160541.08666666667,3,0.0,3,False,538,0.0,0.16728624535315986,160541.08666666667
P0017,E08,1,16153.15,16153.15,1,0.0,1,False,1,0.0,30.0,16153.15
P0017,E09,2,124030.85999999999,62015.42999999999,2,0.5,2,False,33,0.0,1.8181818181818181,62015.42999999999
P0017,E15,1,53062.8,53062.8,1,0.0,1,False,1,0.0,30.0,53062.8
P0018,E01,1,22026.8,22026.8,1,0.0,1,False,1,0.0,30.0,22026.8
P0018,E04,1,46690.02,46690.02,1,1.0,1,False,1,0.0,30.0,46690.02
P0018,E05,1,259385.92,259385.92,1,1.0,1,False,1,0.0,30.0,259385.92
P0018,E06,1,160049.75,160049.75,1,1.0,1,False,1,0.0,30.0,160049.75
P0018,E07,1,165077.98,165077.98,1,0.0,1,False,1,0.0,30.0,165077.98
P0018,E08,1,106583.1,106583.1,1,1.0,1,False,1,0.0,30.0,106583.1
P0018,E09,1,41753.99,41753.99,1,0.0,1,False,1,0.0,30.0,41753.99
P0018,E10,3,195862.21,65287.40333333333,3,0.0,2,False,209,0.0,0.43062200956937796,97931.105
P0018,E11,2,505185.68000000005,252592.84000000003,2,0.0,2,False,846,0.0,0.07092198581560284,252592.84000000003
P0018,E13,2,110669.84,55334.92,2,1.0,1,False,831,0.0,0.07220216606498195,110669.84
P0018,E17,1,21837.16,21837.16,1,1.0,1,False,1,0.0,30.0,21837.16
P0019,E00,3,328002.69,109334.23,3,0.0,2,False,242,0.0,0.37190082644628103,164001.345
P0019,E01,2,22662.33,11331.165,2,0.5,2,False,1164,0.0,0.051546391752577324,11331.165
P0019,E03,1,72129.32,72129.32,1,0.0,1,False,1,0.0,30.0,72129.32
P0019,E04,1,79470.59,79470.59,1,0.0,1,False,1,0.0,30.0,79470.59
P0019,E05,1,44680.65,44680.65,1,0.0,1,False,1,0.0,30.0,44680.65
P0019,E09,1,88735.54,88735.54,1,1.0,1,False,1,0.0,30.0,88735.54
P0019,E13,4,178395.64,44598.91,3,0.25,3,False,931,0.25,0.12889366272824918,59465.21333333334
P0019,E16,1,30603.2,30603.2,1,0.0,1,False,1,0.0,30.0,30603.2
P0020,E02,1,40958.86,40958.86,1,1.0,1,False,1,0.0,30.0,40958.86
P0020,E03,1,127118.14,127118.14,1,0.0,1,False,1,0.0,30.0,127118.14
P0020,E05,2,181959.37,90979.685,2,0.0,2,False,412,0.0,0.14563106796116507,90979.685
P0020,E07,1,68455.2,68455.2,1,0.0,1,False,1,0.0,30.0,68455.2
P0020,E08,2,38649.42,19324.71,2,1.0,2,False,714,0.0,0.08403361344537814,19324.71
P0020,E09,1,36321.02,36321.02,1,0.0,1,False,1,0.0,30.0,36321.02
P0020,E12,1,83836.5,83836.5,1,0.0,1,False,1,0.0,30.0,83836.5
P0020,E13,2,134924.51,67462.255,2,0.5,1,False,82,0.0,0.7317073170731707,134924.51
P0020,E14,1,136697.46,136697.46,1,0.0,1,False,1,0.0,30.0,136697.46
P0020,E17,1,22079.78,22079.78,1,0.0,1,False,1,0.0,30.0,22079.78
P0021,E02,1,56397.34,56397.34,1,0.0,1,False,1,0.0,30.0,56397.34
P0021,E03,1,67990.13,67990.13,1,0.0,1,False,1,0.0,30.0,67990.13
P0021,E07,1,63108.58,63108.58,1,0.0,1,False,1,0.0,30.0,63108.58
P0021,E09,1,71922.34,71922.34,1,1.0,1,False,1,0.0,30.0,71922.34
P0021,E12,2,506119.82,253059.91,2,0.0,2,False,305,0.0,0.19672131147540986,253059.91
P0021,E13,2,589090.74,294545.37,2,1.0,2,False,621,0.0,0.0966183574879227,294545.37
P0021,E14,1,79198.09,79198.09,1,1.0,1,False,1,0.0,30.0,79198.09
P0021,E16,1,94317.34,94317.34,1,1.0,1,False,1,0.0,30.0,94317.34
P0021,E17,1,28738.0,28738.0,1,1.0,1,False,1,0.0,30.0,28738.0
P0022,E00,2,463245.0,231622.5,2,0.0,2,False,626,0.0,0.09584664536741214,231622.5
P0022,E02,1,43781.11,43781.11,1,0.0,1,False,1,0.0,30.0,43781.11
P0022,E03,2,96651.76000000001,48325.880000000005,2,0.0,1,False,241,0.0,0.24896265560165975,96651.76000000001
P0022,E06,1,127243.15,127243.15,1,1.0,1,False,1,0.0,30.0,127243.15
P0022,E07,1,17034.85,17034.85,1,1.0,1,False,1,0.0,30.0,17034.85
P0022,E08,1,434201.27,434201.27,1,1.0,1,False,1,0.0,30.0,434201.27
P0022,E10,1,65943.58,65943.58,1,0.0,1,False,1,0.0,30.0,65943.58
P0022,E12,2,108870.01000000001,54435.005000000005,2,0.0,2,False,581,0.0,0.10327022375215146,54435.005000000005
P0022,E15,1,40153.1,40153.1,1,0.0,1,False,1,0.0,30.0,40153.1
P0022,E16,1,61827.76,61827.76,1,1.0,1,False,1,0.0,30.0,61827.76
P0022,E17,1,57864.52,57864.52,1,0.0,1,False,1,0.0,30.0,57864.52
P0023,E02,3,541969.77,180656.59,3,0.0,2,False,485,0.0,0.18556701030927833,270984.885
P0023,E03,1,86060.84,86060.84,1,1.0,1,False,1,0.0,30.0,86060.84
P0023,E04,1,260931.86,260931.86,1,0.0,1,False,1,0.0,30.0,260931.86
P0023,E05,1,12505.02,12505.02,1,1.0,1,False,1,0.0,30.0,12505.02
P0023,E07,1,39287.54,39287.54,1,0.0,1,False,1,0.0,30.0,39287.54
P0023,E09,1,339447.29,339447.29,1,1.0,1,False,1,0.0,30.0,339447.29
P0023,E11,1,182595.69,182595.69,1,0.0,1,False,1,0.0,30.0,182595.69
P0023,E13,2,75470.97,37735.485,2,1.0,1,False,1234,0.0,0.04862236628849271,75470.97
P0023,E14,2,476032.98,238016.49,1,0.5,1,False,601,0.5,0.09983361064891846,476032.98
P0023,E15,2,394697.78,197348.89,1,0.5,1,False,1139,0.5,0.05267778753292361,394697.78
P0023,E17,1,172994.77,172994.77,1,0.0,1,False,1,0.0,30.0,172994.77
P0024,E01,2,135135.16,67567.58,2,1.0,1,False,820,0.0,0.07317073170731708,135135.16
P0024,E02,2,363874.62,181937.31,1,0.0,1,False,842,0.5,0.07125890736342043,363874.62
P0024,E03,1,4810.43,4810.43,1,0.0,1,False,1,0.0,30.0,4810.43
P0024,E04,1,40510.74,40510.74,1,1.0,1,False,1,0.0,30.0,40510.74
P0024,E06,1,36809.22,36809.22,1,0.0,1,False,1,0.0,30.0,36809.22
P0024,E08,1,61555.14,61555.14,1,0.0,1,False,1,0.0,30.0,61555.14
P0024,E09,3,165635.09,55211.69666666666,3,0.3333333333333333,3,False,550,0.0,0.16363636363636364,55211.69666666666
P0024,E10,1,12191.6,12191.6,1,0.0,1,False,1,0.0,30.0,12191.6
P0024,E11,1,33274.58,33274.58,1,1.0,1,False,1,0.0,30.0,33274.58
P0024,E13,1,155809.64,155809.64,1,0.0,1,False,1,0.0,30.0,155809.64
P0024,E14,2,351904.11,175952.055,2,0.0,2,False,466,0.0,0.12875536480686695,175952.055
P0024,E15,1,85472.9,85472.9,1,0.0,1,False,1,0.0,30.0,85472.9
P0024,E16,1,1047863.18,1047863.18,1,1.0,1,False,1,0.0,30.0,1047863.18
P0024,E17,1,30313.5,30313.5,1,0.0,1,False,1,0.0,30.0,30313.5
P0025,E01,2,110936.5,55468.25,2,1.0,1,False,30,0.0,2.0,110936.5
P0025,E02,1,46337.48,46337.48,1,1.0,1,False,1,0.0,30.0,46337.48
P0025,E03,4,152725.21,38181.3025,4,0.75,1,False,600,0.0,0.2,152725.21
P0025,E05,1,52773.03,52773.03,1,0.0,1,False,1,0.0,30.0,52773.03
P0025,E07,1,13813.52,13813.52,1,1.0,1,False,1,0.0,30.0,13813.52
P0025,E08,1,44816.67,44816.67,1,0.0,1,False,1,0.0,30.0,44816.67
P0025,E09,1,82172.97,82172.97,1,0.0,1,False,1,0.0,30.0,82172.97
P0025,E10,2,86314.3,43157.15,2,0.0,1,False,671,0.0,0.08941877794336811,86314.3
P0025,E11,1,59087.28,59087.28,1,0.0,1,False,1,0.0,30.0,59087.28
P0025,E13,1,213465.62,213465.62,1,1.0,1,False,1,0.0,30.0,213465.62
P0025,E15,2,126584.57999999999,63292.28999999999,2,0.0,1,False,816,0.0,0.07352941176470588,126584.57999999999
P0026,E00,1,145276.48,145276.48,1,1.0,1,False,1,0.0,30.0,145276.48
P0026,E04,1,20623.81,20623.81,1,0.0,1,False,1,0.0,30.0,20623.81
P0026,E05,2,93618.1,46809.05,2,0.5,2,False,266,0.0,0.22556390977443608,46809.05
P0026,E06,1,30028.98,30028.98,1,1.0,1,False,1,0.0,30.0,30028.98
P0026,E07,2,96425.41,48212.705,2,0.5,2,False,705,0.0,0.0851063829787234,48212.705
P0026,E15,2,81284.70999999999,40642.354999999996,2,0.5,1,False,414,0.0,0.14492753623188406,81284.70999999999
P0026,E16,1,4449.14,4449.14,1,0.0,1,False,1,0.0,30.0,4449.14
P0027,E01,2,212379.53999999998,106189.76999999999,2,0.0,2,False,826,0.0,0.07263922518159806,106189.76999999999
P0027,E02,1,192010.92,192010.92,1,1.0,1,False,1,0.0,30.0,192010.92
P0027,E05,1,167464.76,167464.76,1,1.0,1,False,1,0.0,30.0,167464.76
P0027,E08,1,86374.79,86374.79,1,0.0,1,False,1,0.0,30.0,86374.79
P0027,E09,1,12024.83,12024.83,1,1.0,1,False,1,0.0,30.0,12024.83
P0027,E10,4,264255.07,66063.7675,3,0.5,3,False,1108,0.25,0.10830324909747294,88085.02333333333
P0027,E11,1,90960.57,90960.57,1,0.0,1,False,1,0.0,30.0,90960.57
P0027,E12,1,66023.03,66023.03,1,0.0,1,False,1,0.0,30.0,66023.03
P0027,E16,1,32029.85,32029.85,1,0.0,1,False,1,0.0,30.0,32029.85
P0027,E17,1,36526.11,36526.11,1,0.0,1,False,1,0.0,30.0,36526.11
P0028,E02,3,124512.5,41504.166666666664,3,0.6666666666666666,3,False,231,0.0,0.38961038961038963,41504.166666666664
P0028,E05,1,277890.71,277890.71,1,1.0,1,False,1,0.0,30.0,277890.71
P0028,E08,1,293672.01,293672.01,1,0.0,1,False,1,0.0,30.0,293672.01
P0028,E09,1,119229.79,119229.79,1,0.0,1,False,1,0.0,30.0,119229.79
P0028,E11,2,141789.05,70894.525,2,0.0,2,False,306,0.0,0.19607843137254904,70894.525
P0028,E12,1,62466.22,62466.22,1,0.0,1,False,1,0.0,30.0,62466.22
P0028,E13,1,25659.06,25659.06,1,1.0,1,False,1,0.0,30.0,25659.06
P0028,E14,1,47274.27,47274.27,1,1.0,1,False,1,0.0,30.0,47274.27
P0028,E15,2,404353.97000000003,202176.98500000002,2,0.5,1,False,451,0.0,0.13303769401330376,404353.97000000003
P0028,E17,1,38130.48,38130.48,1,1.0,1,False,1,0.0,30.0,38130.48
