id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real,escenario_sintetico,monto_capped,monto_norm,modalidad_Adjudicación Simplificada,modalidad_Comparación de Precios,modalidad_Concurso Público,modalidad_Concurso Público Abreviado,modalidad_Contratación Directa,modalidad_Licitación Pública,modalidad_Licitación Pública Abreviada,es_contratacion_directa,es_comparacion_precios
C000463,P0156,E06,F006,Contratación Directa,Adquisición de bienes de oficina,goods,71013.8,2025-10-18,False,False,normal,71013.8,-0.41042172611893896,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C700200,P0197,E04,F053,Licitación Pública,Obra de rehabilitación vial,works,252503.46,2025-02-15,False,False,hard_negative_concentracion_legitima,252503.46,0.6010215109041179,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C900016,P0054,E07,F013,Comparación de Precios,Suministro de combustible,goods,297572.46,2025-01-04,True,False,favoritismo_sembrado,297572.46,0.8521913860881487,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001213,P0064,E09,F043,Licitación Pública,Adquisición de equipos informáticos,goods,22344.69,2025-09-27,False,False,normal,22344.69,-0.681655041347097,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C700094,P0053,E06,F006,Concurso Público,Adquisición de bienes de oficina,goods,303897.87,2024-12-21,False,False,hard_negative_concentracion_legitima,303897.87,0.887442943482096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C002252,P0216,E14,F040,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,18658.24,2026-03-07,False,False,normal,18658.24,-0.7021996548590935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003399,P0008,E17,F003,Comparación de Precios,Obra de rehabilitación vial,works,90474.77,2024-03-26,False,False,normal,90474.77,-0.3019655942797554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001534,P0064,E09,F046,Concurso Público,Adquisición de equipos informáticos,goods,24938.3,2026-06-04,False,False,normal,24938.3,-0.6672008333554386,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C700037,P0153,E01,F018,Licitación Pública,Adquisición de materiales de construcción,goods,669073.17,2024-06-30,False,False,hard_negative_concentracion_legitima,669073.17,2.9225676305461743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002649,P0076,E17,F012,Adjudicación Simplificada,Consultoría en ingeniería,services,69146.82,2025-04-30,False,False,normal,69146.82,-0.42082641966818746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001509,P0123,E16,F042,Adjudicación Simplificada,Servicio de transporte,services,350959.23,2023-03-28,False,False,normal,350959.23,1.1497162558961882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001618,P0152,E08,F028,Concurso Público,Servicio de mantenimiento de infraestructura,services,148220.77,2026-06-29,False,False,normal,148220.77,0.019853297028616844,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C002344,P0133,E02,F011,Comparación de Precios,Adquisición de equipos informáticos,goods,10745.02,2023-10-04,False,False,normal,10745.02,-0.746300089297483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001515,P0021,E07,F036,Adjudicación Simplificada,Obra de rehabilitación vial,works,36265.07,2024-12-21,False,False,normal,36265.07,-0.604076659152811,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002069,P0198,E03,F000,Comparación de Precios,Servicio de capacitación,services,73748.64,2023-12-23,False,False,normal,73748.64,-0.3951804422775337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000211,P0046,E03,F000,Contratación Directa,Adquisición de equipos informáticos,goods,19983.5,2023-03-07,False,False,normal,19983.5,-0.6948139709347466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C001945,P0005,E11,F007,Concurso Público,Servicio de mantenimiento de infraestructura,services,43195.77,2024-09-29,False,False,normal,43195.77,-0.565451816046952,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C002530,P0150,E16,F002,Licitación Pública,Servicio de mantenimiento de infraestructura,services,95395.33,2024-05-25,False,False,normal,95395.33,-0.27454327647737387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002138,P0053,E00,F038,Comparación de Precios,Adquisición de materiales de construcción,goods,154652.74,2025-02-28,False,False,normal,154652.74,0.05569871410215807,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002801,P0118,E13,F055,Comparación de Precios,Suministro de combustible,goods,29616.72,2024-11-15,False,False,normal,29616.72,-0.6411279635900018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003022,P0196,E02,F011,Contratación Directa,Servicio de limpieza y vigilancia,services,6783.93,2024-12-05,False,False,normal,6783.93,-0.7683752735902943,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C001837,P0114,E12,F050,Comparación de Precios,Servicio de capacitación,services,215278.54,2024-01-16,False,False,normal,215278.54,0.3935667524196714,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C700071,P0139,E07,F023,Concurso Público,Suministro de combustible,goods,739836.08,2024-03-08,False,False,hard_negative_concentracion_legitima,739836.08,3.316929858959469,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C002483,P0166,E15,F035,Contratación Directa,Servicio de limpieza y vigilancia,services,61486.17,2023-04-28,False,False,normal,61486.17,-0.4635192796013687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C003137,P0025,E15,F035,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,18997.42,2023-05-23,False,False,normal,18997.42,-0.7003094021739902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C800087,P0189,E16,F002,Licitación Pública Abreviada,Suministro de combustible,goods,171906.84,2026-04-17,False,True,fraccionamiento_sembrado,171906.84,0.15185594287166226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
C001173,P0178,E00,F038,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,231189.02,2023-12-06,False,False,normal,231189.02,0.4822359768470607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C700202,P0197,E04,F030,Adjudicación Simplificada,Obra de rehabilitación vial,works,773661.27,2024-02-13,False,False,hard_negative_concentracion_legitima,773661.27,3.505437896643379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001051,P0086,E12,F050,Concurso Público,Servicio de transporte,services,42595.07,2026-06-29,False,False,normal,42595.07,-0.5687995216544215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C001393,P0070,E01,F017,Comparación de Precios,Adquisición de equipos informáticos,goods,19645.63,2023-05-31,False,False,normal,19645.63,-0.6966969229800201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000494,P0087,E17,F003,Licitación Pública,Consultoría en ingeniería,services,126684.75,2025-02-19,False,False,normal,126684.75,-0.100167104031109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002991,P0012,E05,F001,Comparación de Precios,Adquisición de materiales de construcción,goods,103765.88,2026-01-07,False,False,normal,103765.88,-0.22789413851731952,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002130,P0127,E07,F036,Adjudicación Simplificada,Obra de rehabilitación vial,works,18608.21,2024-07-09,False,False,normal,18608.21,-0.7024784724245035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C800100,P0178,E07,F036,Adjudicación Simplificada,Consultoría en ingeniería,services,149562.03,2024-02-11,False,True,fraccionamiento_sembrado,149562.03,0.027328149073022872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C900118,P0163,E17,F031,Contratación Directa,Servicio de transporte,services,282580.2,2026-05-22,True,False,favoritismo_sembrado,282580.2,0.7686394086108019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C000912,P0155,E16,F042,Adjudicación Simplificada,Obra de rehabilitación vial,works,173081.66,2024-12-09,False,False,normal,173081.66,0.15840322354715328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002442,P0116,E12,F021,Adjudicación Simplificada,Obra de rehabilitación vial,works,264595.24,2024-11-30,False,False,normal,264595.24,0.6684090915771472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002884,P0162,E16,F042,Concurso Público,Servicio de mantenimiento de infraestructura,services,79078.0,2025-06-18,False,False,normal,79078.0,-0.3654798790076416,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C002408,P0107,E11,F049,Concurso Público,Servicio de transporte,services,58245.53,2026-06-14,False,False,normal,58245.53,-0.4815793906381429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C002135,P0218,E06,F006,Licitación Pública,Adquisición de materiales de construcción,goods,303311.05,2023-08-13,False,False,normal,303311.05,0.8841725912187777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001876,P0004,E09,F043,Contratación Directa,Obra de rehabilitación vial,works,50605.12,2023-11-28,False,False,normal,50605.12,-0.5241594528994493,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C700234,P0197,E14,F040,Licitación Pública,Servicio de mantenimiento de infraestructura,services,402711.44,2025-06-05,False,False,hard_negative_concentracion_legitima,402711.44,1.4381317105589886,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002812,P0089,E06,F006,Comparación de Precios,Adquisición de materiales de construcción,goods,57449.32,2024-03-09,False,False,normal,57449.32,-0.4860166749426599,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000810,P0205,E11,F007,Adjudicación Simplificada,Obra de rehabilitación vial,works,54134.24,2025-10-15,False,False,normal,54134.24,-0.5044916406580092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C700033,P0153,E01,F048,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,168492.72,2024-07-08,False,False,hard_negative_concentracion_legitima,168492.72,0.13282902649314707,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001582,P0123,E00,F010,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,57403.08,2023-03-11,False,False,normal,57403.08,-0.48627437080963076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001833,P0084,E03,F000,Comparación de Precios,Servicio de limpieza y vigilancia,services,347338.36,2024-12-22,False,False,normal,347338.36,1.1295371202162843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001784,P0121,E14,F040,Concurso Público,Obra de rehabilitación vial,works,52507.65,2025-12-01,False,False,normal,52507.65,-0.5135566389334445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000829,P0115,E09,F046,Contratación Directa,Adquisición de materiales de construcción,goods,26062.14,2026-03-25,False,False,normal,26062.14,-0.660937664602486,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C000907,P0104,E14,F029,Comparación de Precios,Servicio de mantenimiento de infraestructura,services,53305.82,2024-10-11,False,False,normal,53305.82,-0.5091084315342201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000150,P0021,E14,F016,Comparación de Precios,Servicio de capacitación,services,42790.05,2023-09-18,False,False,normal,42790.05,-0.567712896651351,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000650,P0102,E17,F031,Licitación Pública,Servicio de mantenimiento de infraestructura,services,50493.02,2023-03-02,False,False,normal,50493.02,-0.5247841870406136,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000120,P0013,E06,F039,Concurso Público,Adquisición de materiales de construcción,goods,104668.03,2025-06-09,False,False,normal,104668.03,-0.2228664497978611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C900295,P0142,E17,F031,Contratación Directa,Servicio de capacitación,goods,74404.85,2026-04-15,True,False,favoritismo_sembrado,74404.85,-0.39152337902353396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002741,P0214,E02,F051,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,6192.75,2025-07-01,False,False,normal,6192.75,-0.7716699241663286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002985,P0183,E17,F003,Comparación de Precios,Consultoría en ingeniería,services,444836.69,2023-06-08,False,False,normal,444836.69,1.6728960449040169,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C900221,P0215,E09,F027,Adjudicación Simplificada,Obra de rehabilitación vial,works,416656.08,2025-03-20,True,False,favoritismo_sembrado,416656.08,1.5158452939153142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000468,P0041,E07,F036,Comparación de Precios,Adquisición de bienes de oficina,goods,23778.1,2024-03-08,False,False,normal,23778.1,-0.6736666366612255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001025,P0000,E07,F013,Licitación Pública,Obra de rehabilitación vial,works,32176.39,2024-07-23,False,False,normal,32176.39,-0.6268629034730188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000879,P0129,E04,F030,Adjudicación Simplificada,Servicio de transporte,services,22817.01,2026-01-08,False,False,normal,22817.01,-0.6790227984429518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000096,P0053,E05,F037,Comparación de Precios,Suministro de combustible,goods,214153.26,2023-10-11,False,False,normal,214153.26,0.38729555853591346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C800013,P0185,E10,F004,Licitación Pública Abreviada,Suministro de combustible,goods,214757.73,2025-10-24,False,True,fraccionamiento_sembrado,214757.73,0.390664274381672,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False
C900284,P0156,E04,F019,Contratación Directa,Suministro de combustible,goods,415976.36,2025-12-15,True,False,favoritismo_sembrado,415976.36,1.5120572092549027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C001829,P0166,E02,F044,Licitación Pública,Servicio de limpieza y vigilancia,services,39673.88,2024-03-02,False,False,normal,39673.88,-0.5850793354441404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C900197,P0107,E17,F012,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,593566.72,2025-08-01,True,False,favoritismo_sembrado,593566.72,2.5017696181188014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000149,P0097,E17,F003,Comparación de Precios,Servicio de capacitación,services,28200.87,2026-01-03,False,False,normal,28200.87,-0.6490185062641084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002683,P0185,E09,F027,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,181190.39,2024-01-04,False,False,normal,181190.39,0.2035932366825902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C700218,P0135,E00,F041,Licitación Pública,Consultoría en ingeniería,services,373039.54,2025-09-03,False,False,hard_negative_concentracion_legitima,373039.54,1.2727699892101003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C900166,P0211,E05,F047,Comparación de Precios,Obra de rehabilitación vial,works,213267.6,2025-11-04,True,False,favoritismo_sembrado,213267.6,0.3823597687101909,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002177,P0023,E07,F036,Concurso Público,Servicio de capacitación,services,74404.85,2026-02-11,False,False,normal,74404.85,-0.39152337902353396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000999,P0194,E15,F035,Licitación Pública,Adquisición de equipos informáticos,goods,161935.86,2024-07-29,False,False,normal,161935.86,0.09628759651246928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001864,P0091,E17,F012,Comparación de Precios,Servicio de capacitación,goods,74404.85,2023-06-23,False,False,normal,74404.85,-0.39152337902353396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001436,P0056,E12,F021,Licitación Pública,Adquisición de equipos informáticos,goods,303132.15,2024-10-12,False,False,normal,303132.15,0.8831755801763668,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000157,P0114,E03,F000,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,57148.75,2023-06-13,False,False,normal,57148.75,-0.4876917538080455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002183,P0007,E05,F047,Concurso Público,Servicio de mantenimiento de infraestructura,services,54619.81,2025-11-10,False,False,normal,54619.81,-0.50178555540444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C700069,P0139,E07,F013,Adjudicación Simplificada,Suministro de combustible,goods,867035.76,2026-03-19,False,False,hard_negative_concentracion_legitima,867035.76,4.025814630067074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000594,P0194,E06,F006,Licitación Pública,Servicio de capacitación,services,65806.24,2025-07-06,False,False,normal,65806.24,-0.43944349707488095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000297,P0062,E14,F016,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,105167.87,2023-08-30,False,False,normal,105167.87,-0.2200808377272142,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000017,P0033,E05,F037,Licitación Pública,Servicio de capacitación,services,45872.11,2023-05-28,False,False,normal,45872.11,-0.5505365531445129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C000831,P0155,E14,F016,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,39188.95,2024-11-07,False,False,normal,39188.95,-0.5877818539729073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001936,P0032,E02,F051,Comparación de Precios,Servicio de limpieza y vigilancia,services,28590.09,2025-02-03,False,False,normal,28590.09,-0.6468493802835202,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C750054,P0190,E16,F042,Concurso Público,Servicio de limpieza y vigilancia,services,49235.03,2025-11-23,False,False,hard_negative_repeticion_legitima,49235.03,-0.5317949747501868,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000555,P0087,E08,F015,Adjudicación Simplificada,Consultoría en ingeniería,services,59422.77,2024-08-25,False,False,normal,59422.77,-0.475018623284493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C700031,P0153,E01,F018,Licitación Pública,Adquisición de bienes de oficina,goods,660812.44,2024-01-31,False,False,hard_negative_concentracion_legitima,660812.44,2.876530520270175,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002323,P0182,E03,F000,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,18297.66,2024-08-13,False,False,normal,18297.66,-0.7042091699047758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001507,P0067,E16,F002,Concurso Público,Servicio de mantenimiento de infraestructura,services,281140.95,2026-05-28,False,False,normal,281140.95,0.7606184575611089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C003497,P0105,E13,F055,Licitación Pública,Adquisición de equipos informáticos,goods,122783.22,2024-06-18,False,False,normal,122783.22,-0.1219103599970002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C700162,P0052,E13,F055,Licitación Pública,Servicio de mantenimiento de infraestructura,services,621546.09,2024-11-08,False,False,hard_negative_concentracion_legitima,621546.09,2.657698857077461,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C003238,P0179,E04,F019,Contratación Directa,Servicio de limpieza y vigilancia,services,17197.0,2025-04-28,False,False,normal,17197.0,-0.7103431563437927,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
