id_pago,id_contrato,fecha_devengado,fecha_girado,fecha_pagado,monto_devengado,monto_pagado,estado,escenario_sintetico
PG00000037,C003045,2023-12-17,2023-12-23,2023-12-27,33380.24,15833.63,PAGADO,completo
PG00000038,C003045,2024-01-12,2024-01-12,2024-01-22,19380.37,14604.44,PAGADO,completo
PG00000039,C001513,2024-01-21,2024-01-21,2024-01-31,6708.36,7057.5,PAGADO,completo
PG00000040,C001513,2024-02-01,2024-02-06,2024-02-20,3570.88,3221.74,PAGADO,completo
PG00000041,C001694,2024-01-12,2024-01-22,2024-02-05,50153.61,32903.63,PAGADO,completo
PG00000042,C001694,2024-01-04,2024-01-06,2024-01-19,8554.89,25804.87,PAGADO,completo
PG00000043,C001173,2024-01-02,2024-01-09,2024-01-15,88517.39,77389.08,PAGADO,completo
PG00000044,C001173,2024-02-04,2024-02-10,2024-02-24,81430.55,94152.51,PAGADO,completo
PG00000045,C001173,2024-02-01,2024-02-04,2024-02-04,61241.08,59647.43,PAGADO,completo
PG00000046,C002245,2025-12-20,2025-12-27,2026-01-14,56056.64,16350.33,PAGADO,completo
PG00000047,C002245,2026-01-02,2026-01-11,2026-01-21,67444.21,107150.52,PAGADO,completo
PG00000048,C002460,2025-03-12,2025-03-19,2025-04-04,43100.82,43100.82,PAGADO,completo
PG00000049,C001064,2025-02-13,2025-02-16,2025-02-23,46837.99,46837.99,PAGADO,completo
PG00000050,C700083,2025-12-08,2025-12-14,2025-12-25,734441.49,734441.49,PAGADO,completo
PG00000051,C000912,2024-12-23,2024-12-23,2025-01-05,173081.66,173081.66,PAGADO,completo
PG00000052,C001564,2023-05-08,2023-05-14,2023-05-16,15985.65,19938.84,PAGADO,completo
PG00000053,C001564,2023-05-03,2023-05-06,2023-05-25,9154.97,22693.45,PAGADO,completo
PG00000054,C001564,2023-06-04,2023-06-06,2023-06-17,25088.35,7596.68,PAGADO,completo
PG00000055,C002283,2023-09-13,2023-09-23,2023-10-03,47149.5,10689.22,PAGADO,completo
PG00000056,C002283,2023-10-27,2023-10-31,2023-11-16,15036.15,51496.43,PAGADO,completo
PG00000057,C002778,2024-07-09,2024-07-13,2024-08-01,72555.93,72555.93,PAGADO,sobrepago_senal
PG00000058,C001174,2023-10-11,2023-10-14,2023-10-15,31931.88,37619.28,PAGADO,completo
PG00000059,C001174,2023-10-28,2023-11-03,2023-11-07,18215.69,12528.29,PAGADO,completo
PG00000060,C000093,2026-06-16,2026-06-16,2026-07-02,76805.85,76805.85,PAGADO,completo
PG00000061,C000109,2024-06-28,2024-07-04,2024-07-09,12393.02,24447.1,PAGADO,completo
PG00000062,C000109,2024-07-20,2024-07-26,2024-07-29,40538.59,21115.21,PAGADO,completo
PG00000063,C000109,2024-08-29,2024-09-01,2024-09-04,5900.15,13269.45,PAGADO,completo
PG00000064,C003190,2025-07-08,2025-07-09,2025-07-25,10533.38,10533.38,PAGADO,parcial
PG00000065,C002478,2024-10-16,2024-10-24,2024-10-26,117380.22,117380.22,PAGADO,completo
PG00000066,C003010,2024-10-17,2024-10-27,2024-10-30,7082.21,6446.18,PAGADO,parcial
PG00000067,C003010,2024-12-14,2024-12-18,2025-01-01,179.36,815.39,PAGADO,parcial
PG00000068,C003390,2026-03-20,2026-03-29,2026-04-04,13915.69,13915.69,PAGADO,completo
PG00000069,C000032,2024-12-01,2024-12-09,2024-12-18,67586.57,43255.81,PAGADO,completo
PG00000070,C000032,2024-12-08,2024-12-12,2024-12-14,10778.27,72814.08,PAGADO,completo
PG00000071,C000032,2024-12-23,2024-12-30,2025-01-08,45975.12,8270.07,PAGADO,completo
PG00000072,C002384,2025-04-04,2025-04-12,2025-04-19,6151.33,32009.97,PAGADO,completo
PG00000073,C002384,2025-05-08,2025-05-16,2025-05-22,49450.79,20268.31,PAGADO,completo
PG00000074,C002384,2025-06-07,2025-06-16,2025-07-01,42591.17,45915.01,PAGADO,completo
PG00000075,C002227,2026-03-08,2026-03-16,2026-03-25,11888.09,4075.93,PAGADO,completo
PG00000076,C002227,2026-03-28,2026-03-29,2026-04-14,2628.3,12237.76,PAGADO,completo
PG00000077,C002227,2026-04-28,2026-05-07,2026-05-21,2912.47,1115.17,PAGADO,completo
PG00000078,C000358,2023-04-25,2023-04-30,2023-07-10,5299.56,12698.47,PAGADO,demorado
PG00000079,C000358,2023-05-09,2023-05-15,2023-07-19,31316.88,23917.97,PAGADO,demorado
PG00000080,C002867,2025-06-14,2025-06-23,2025-06-24,10941.81,10835.45,PAGADO,completo
PG00000081,C002867,2025-06-13,2025-06-20,2025-07-07,5698.56,5804.92,PAGADO,completo
PG00000082,C003167,2024-06-19,2024-06-24,2024-07-13,10873.59,26584.63,PAGADO,completo
PG00000083,C003167,2024-07-03,2024-07-10,2024-07-23,42626.23,26915.19,PAGADO,completo
PG00000084,C002942,2026-07-07,2026-07-08,2026-07-22,7705.66,20605.42,PAGADO,completo
PG00000085,C002942,2026-08-01,2026-08-03,2026-08-07,17456.95,21707.27,PAGADO,completo
PG00000086,C002942,2026-08-07,2026-08-07,2026-08-07,28502.65,11352.57,PAGADO,completo
PG00000087,C000551,2026-04-15,2026-04-18,2026-04-22,3657.46,4071.62,PAGADO,completo
PG00000088,C000551,2026-04-24,2026-04-24,2026-05-03,578.97,3283.5,PAGADO,completo
PG00000089,C000551,2026-06-13,2026-06-20,2026-07-06,4596.31,1477.62,PAGADO,completo
PG00000090,C003361,2023-11-08,2023-11-08,2023-11-13,37575.88,37575.88,PAGADO,parcial
PG00000091,C003449,2025-06-01,2025-06-09,2025-06-29,25225.4,25225.4,PAGADO,completo
PG00000092,C000014,2026-05-30,2026-06-03,2026-06-09,69462.55,94028.54,PAGADO,completo
PG00000093,C000014,2026-07-02,2026-07-08,2026-07-13,84113.48,66599.86,PAGADO,completo
PG00000094,C000014,2026-07-26,2026-08-03,2026-08-07,222261.99,215209.62,PAGADO,completo
PG00000095,C002519,2026-01-11,2026-01-13,2026-03-20,30526.99,27833.15,PAGADO,demorado
PG00000096,C002519,2026-02-16,2026-02-26,2026-05-03,17721.52,20415.36,PAGADO,demorado
PG00000097,C003074,2024-07-23,2024-07-25,2024-08-04,8604.38,17805.13,PAGADO,parcial
PG00000098,C003074,2024-08-15,2024-08-24,2024-08-30,19398.43,10197.68,PAGADO,parcial
PG00000099,C001497,2026-04-24,2026-05-02,,18855.92,0.0,PENDIENTE,pendiente
PG00000100,C003072,2023-05-16,2023-05-22,2023-05-24,62884.4,62884.4,PAGADO,completo
PG00000101,C000443,2023-03-10,2023-03-12,2023-06-08,34948.3,41714.69,PAGADO,demorado
PG00000102,C000443,2023-04-29,2023-05-08,2023-08-11,23271.58,16505.19,PAGADO,demorado
PG00000103,C002129,2025-09-30,2025-10-09,2025-10-25,64544.95,37703.83,PAGADO,completo
PG00000104,C002129,2025-10-23,2025-10-24,2025-11-08,37183.19,64024.31,PAGADO,completo
PG00000105,C001849,2026-03-21,2026-03-30,2026-04-11,23256.93,32567.85,PAGADO,completo
PG00000106,C001849,2026-04-16,2026-04-17,2026-05-02,45782.48,63376.85,PAGADO,completo
PG00000107,C001849,2026-04-27,2026-04-28,2026-04-30,37229.33,10324.04,PAGADO,completo
PG00000108,C001937,2023-12-28,2024-01-04,2024-01-24,1746.13,1403.7,PAGADO,completo
PG00000109,C001937,2024-01-24,2024-01-28,2024-01-28,2519.47,5565.67,PAGADO,completo
PG00000110,C001937,2024-03-08,2024-03-15,2024-03-22,5288.9,2585.13,PAGADO,completo
PG00000111,C002057,2025-09-07,2025-09-15,2025-09-19,20784.43,20784.43,PAGADO,completo
PG00000112,C002403,2024-02-13,2024-02-15,,5958.8,0.0,PENDIENTE,pendiente
PG00000113,C000734,2025-10-15,2025-10-19,2025-10-28,11643.47,12807.92,PAGADO,completo
PG00000114,C000734,2025-11-25,2025-11-25,2025-12-15,9369.78,8205.33,PAGADO,completo
PG00000115,C002892,2024-04-13,2024-04-15,2024-05-04,41334.32,41334.32,PAGADO,parcial
PG00000116,C001071,2023-06-17,2023-06-21,2023-06-26,35276.12,35276.12,PAGADO,completo
PG00000117,C700089,2025-04-29,2025-05-09,2025-08-04,81238.66,81238.66,PAGADO,demorado
PG00000118,C002601,2025-10-24,2025-11-02,2025-11-09,1894.25,4775.63,PAGADO,completo
PG00000119,C002601,2025-11-15,2025-11-18,2025-11-19,10911.2,3861.25,PAGADO,completo
PG00000120,C002601,2025-11-30,2025-12-07,2025-12-26,7242.8,11411.37,PAGADO,completo
PG00000121,C000761,2024-01-15,2024-01-15,2024-01-24,5066.74,10860.71,PAGADO,completo
PG00000122,C000761,2023-12-28,2023-12-30,2024-01-09,9789.35,3995.38,PAGADO,completo
PG00000123,C002665,2024-02-20,2024-02-29,2024-03-06,1013803.0,1013803.0,PAGADO,completo
PG00000124,C002096,2025-05-06,2025-05-09,2025-05-20,5448.86,7417.54,PAGADO,parcial
PG00000125,C002096,2025-05-21,2025-05-23,2025-05-26,12775.48,10806.8,PAGADO,parcial
PG00000126,C002972,2025-09-02,2025-09-12,2025-10-02,284144.15,284144.15,PAGADO,parcial
PG00000127,C003254,2025-08-26,2025-08-30,,24621.53,0.0,PENDIENTE,pendiente
PG00000128,C001467,2023-02-12,2023-02-18,2023-05-02,4464.66,6557.41,PAGADO,demorado
PG00000129,C001467,2023-02-23,2023-03-04,2023-05-10,47498.06,45405.31,PAGADO,demorado
PG00000130,C000017,2023-07-02,2023-07-06,2023-07-26,45872.11,45872.11,PAGADO,completo
PG00000131,C001558,2026-06-26,2026-07-01,2026-07-16,12299.22,2322.13,PAGADO,completo
PG00000132,C001558,2026-08-07,2026-08-07,2026-08-07,17081.13,20817.65,PAGADO,completo
PG00000133,C001558,2026-08-07,2026-08-07,2026-08-07,8911.43,15152.0,PAGADO,completo
PG00000134,C002567,2023-10-18,2023-10-21,2023-12-15,9863.8,52024.34,PAGADO,demorado
PG00000135,C002567,2023-11-20,2023-11-27,2024-01-26,148979.98,106819.44,PAGADO,demorado
PG00000136,C002369,2024-07-24,2024-07-24,2024-08-06,34626.56,34626.56,PAGADO,completo
PG00000137,C700046,2025-08-24,2025-08-24,2025-08-26,656965.76,656965.76,PAGADO,parcial
PG00000138,C001494,2023-07-09,2023-07-09,2023-07-26,1641.86,5528.78,PAGADO,parcial
PG00000139,C001494,2023-07-17,2023-07-25,2023-08-07,11171.53,7284.61,PAGADO,parcial
PG00000140,C001800,2023-04-07,2023-04-08,2023-04-17,1117.88,1350.93,PAGADO,completo
PG00000141,C001800,2023-05-01,2023-05-02,2023-05-21,1478.87,697.68,PAGADO,completo
PG00000142,C001800,2023-05-05,2023-05-05,2023-05-13,707.63,1255.77,PAGADO,completo
PG00000143,C003456,2026-02-05,2026-02-15,2026-02-19,21633.99,32421.84,PAGADO,completo
PG00000144,C003456,2026-02-25,2026-02-28,2026-03-06,1261.22,23838.29,PAGADO,completo
PG00000145,C003456,2026-04-24,2026-05-01,2026-05-13,51099.54,17734.62,PAGADO,completo
PG00000146,C900058,2024-02-14,2024-02-16,2024-02-18,118789.52,139304.38,PAGADO,completo
PG00000147,C900058,2024-02-29,2024-03-09,2024-03-26,37876.82,23721.18,PAGADO,completo
PG00000148,C900058,2024-04-02,2024-04-02,2024-04-22,54331.06,47971.84,PAGADO,completo
PG00000149,C001236,2026-06-21,2026-06-27,2026-07-06,44820.47,72794.62,PAGADO,completo
PG00000150,C001236,2026-07-24,2026-07-31,2026-08-07,122292.56,94318.41,PAGADO,completo
PG00000151,C002216,2023-08-12,2023-08-12,2023-08-12,1834.43,1226.87,PAGADO,completo
PG00000152,C002216,2023-08-30,2023-09-09,2023-09-25,4289.94,4937.03,PAGADO,completo
PG00000153,C002216,2023-09-29,2023-10-08,2023-10-21,2930.45,2890.92,PAGADO,completo
PG00000154,C002641,2025-03-26,2025-03-31,2025-04-07,9489.65,16494.59,PAGADO,completo
PG00000155,C002641,2025-04-11,2025-04-12,2025-04-19,16598.06,9593.12,PAGADO,completo
PG00000156,C001840,2023-03-21,2023-03-26,2023-03-30,13626.46,18488.99,PAGADO,completo
PG00000157,C001840,2023-04-25,2023-05-03,2023-05-12,6303.71,1441.18,PAGADO,completo
PG00000158,C000196,2026-01-31,2026-01-31,2026-02-15,11775.29,22486.77,PAGADO,parcial
PG00000159,C000196,2026-02-02,2026-02-03,2026-02-08,88836.57,78125.09,PAGADO,parcial
PG00000160,C001022,2024-10-10,2024-10-20,2024-11-06,57394.01,57394.01,PAGADO,completo
PG00000161,C001811,2023-12-09,2023-12-16,,82192.78,0.0,PENDIENTE,pendiente
PG00000162,C001584,2025-08-03,2025-08-04,2025-08-20,27949.63,48465.56,PAGADO,completo
PG00000163,C001584,2025-07-25,2025-08-01,2025-08-06,22529.03,2013.1,PAGADO,completo
PG00000164,C001726,2024-04-21,2024-04-23,2024-04-24,28783.71,29201.87,PAGADO,completo
PG00000165,C001726,2024-05-25,2024-05-25,2024-06-06,20805.92,34532.74,PAGADO,completo
PG00000166,C001726,2024-06-01,2024-06-08,2024-06-21,21424.17,7279.19,PAGADO,completo
PG00000167,C001047,2023-12-06,2023-12-11,2023-12-24,32570.07,32570.07,PAGADO,completo
PG00000168,C900041,2026-06-25,2026-06-25,2026-06-30,121842.67,106004.42,PAGADO,completo
PG00000169,C900041,2026-08-07,2026-08-07,2026-08-07,97125.3,112963.55,PAGADO,completo
PG00000170,C002667,2024-06-24,2024-06-29,2024-08-26,49546.34,49546.34,PAGADO,demorado
PG00000171,C000402,2024-08-16,2024-08-17,2024-08-21,7211.18,4207.04,PAGADO,completo
PG00000172,C000402,2024-08-31,2024-09-01,2024-09-05,15539.82,23704.97,PAGADO,completo
PG00000173,C000402,2024-10-08,2024-10-18,2024-11-07,18207.86,13046.85,PAGADO,completo
PG00000174,C002526,2025-10-02,2025-10-11,2025-10-29,42747.88,7213.06,PAGADO,completo
PG00000175,C002526,2025-10-10,2025-10-13,2025-10-21,15339.46,14352.27,PAGADO,completo
PG00000176,C002526,2025-10-10,2025-10-19,2025-11-03,22725.33,59247.34,PAGADO,completo
PG00000177,C001114,2025-12-18,2025-12-26,2025-12-30,20966.96,20966.96,PAGADO,completo
PG00000178,C001503,2025-02-26,2025-02-26,2025-03-17,263084.32,263084.32,PAGADO,completo
PG00000179,C001490,2024-07-11,2024-07-11,,5621.11,0.0,PENDIENTE,pendiente
PG00000180,C001983,2024-05-03,2024-05-07,2024-05-17,62185.65,62185.65,PAGADO,completo
PG00000181,C001110,2023-05-02,2023-05-12,2023-08-04,86574.11,85353.19,PAGADO,demorado
PG00000182,C001110,2023-05-27,2023-05-28,2023-08-26,49451.61,50672.53,PAGADO,demorado
PG00000183,C001345,2026-07-12,2026-07-14,2026-07-23,65120.71,32119.08,PAGADO,completo
PG00000184,C001345,2026-07-15,2026-07-15,2026-07-17,48943.19,81944.82,PAGADO,completo
PG00000185,C001023,2024-07-29,2024-08-08,,28057.99,0.0,PENDIENTE,pendiente
PG00000186,C000263,2023-10-05,2023-10-08,,5213.36,0.0,PENDIENTE,pendiente
PG00000187,C000211,2023-03-12,2023-03-22,2023-03-27,10701.98,9835.33,PAGADO,completo
PG00000188,C000211,2023-04-06,2023-04-12,2023-04-12,9281.52,10148.17,PAGADO,completo
PG00000189,C900062,2024-07-24,2024-07-29,2024-08-08,34724.08,21835.33,PAGADO,completo
PG00000190,C900062,2024-08-16,2024-08-20,2024-09-05,52725.34,65614.09,PAGADO,completo
PG00000191,C002978,2025-03-25,2025-03-26,,52221.72,0.0,PENDIENTE,pendiente
PG00000192,C002069,2024-02-02,2024-02-09,2024-02-12,55461.71,27587.35,PAGADO,completo
PG00000193,C002069,2024-01-29,2024-01-30,2024-02-18,18286.93,46161.29,PAGADO,completo
PG00000194,C000927,2025-05-21,2025-05-23,2025-06-01,158536.43,16730.86,PAGADO,completo
PG00000195,C000927,2025-07-03,2025-07-13,2025-07-31,46168.52,187974.09,PAGADO,completo
PG00000196,C002528,2025-09-19,2025-09-28,2025-10-04,6325.96,3491.73,PAGADO,completo
PG00000197,C002528,2025-11-10,2025-11-10,2025-11-20,20159.96,11765.33,PAGADO,completo
PG00000198,C002528,2025-11-20,2025-11-23,2025-11-26,2445.38,13674.24,PAGADO,completo
PG00000199,C002943,2025-07-05,2025-07-08,2025-09-11,188637.12,188637.12,PAGADO,demorado
PG00000200,C003189,2023-11-04,2023-11-13,2023-11-22,26205.09,26103.31,PAGADO,completo
PG00000201,C003189,2023-11-28,2023-12-01,2023-12-08,41784.38,61690.94,PAGADO,completo
PG00000202,C003189,2023-12-03,2023-12-12,2024-01-01,27146.08,7341.3,PAGADO,completo
PG00000203,C001037,2023-08-27,2023-08-29,,39771.8,0.0,PENDIENTE,pendiente
PG00000204,C000893,2023-07-25,2023-07-29,2023-08-02,9059.93,1943.53,PAGADO,completo
PG00000205,C000893,2023-08-04,2023-08-13,2023-08-15,1701.8,8818.2,PAGADO,completo
PG00000206,C000120,2025-07-24,2025-08-02,2025-11-06,22430.12,58828.41,PAGADO,demorado
PG00000207,C000120,2025-08-13,2025-08-19,2025-11-17,82237.91,45839.62,PAGADO,demorado
PG00000208,C001691,2023-03-12,2023-03-22,2023-04-09,5945.39,15661.89,PAGADO,completo
PG00000209,C001691,2023-04-20,2023-04-26,2023-05-07,25264.96,15548.46,PAGADO,completo
PG00000210,C002310,2023-11-02,2023-11-09,2023-11-22,7659.56,22723.83,PAGADO,completo
PG00000211,C002310,2023-11-23,2023-11-29,2023-12-19,24929.63,9865.36,PAGADO,completo
PG00000212,C001480,2025-09-24,2025-10-03,2025-10-06,49574.46,31220.78,PAGADO,completo
PG00000213,C001480,2025-10-07,2025-10-12,2025-10-27,40297.5,24895.54,PAGADO,completo
PG00000214,C001480,2025-11-11,2025-11-14,2025-11-29,14188.62,47944.26,PAGADO,completo
PG00000215,C000315,2025-10-06,2025-10-09,2025-12-07,28952.79,16344.44,PAGADO,demorado
PG00000216,C000315,2025-11-02,2025-11-04,2026-01-20,11502.8,24111.15,PAGADO,demorado
PG00000217,C002256,2025-12-26,2025-12-28,2026-01-09,3552.99,33395.05,PAGADO,completo
PG00000218,C002256,2026-02-06,2026-02-06,2026-02-21,58632.66,28790.6,PAGADO,completo
PG00000219,C000052,2023-12-11,2023-12-18,2023-12-27,30385.95,30385.95,PAGADO,completo
PG00000220,C002488,2026-06-20,2026-06-25,2026-07-01,65660.93,44782.08,PAGADO,completo
PG00000221,C002488,2026-06-13,2026-06-21,2026-07-08,10317.19,31196.04,PAGADO,completo
PG00000222,C003165,2023-04-28,2023-04-28,2023-05-14,32517.14,32517.14,PAGADO,parcial
PG00000223,C002307,2025-03-04,2025-03-11,2025-03-14,87621.08,87621.08,PAGADO,completo
PG00000224,C000026,2023-07-17,2023-07-26,2023-08-09,83116.25,83116.25,PAGADO,completo
PG00000225,C001006,2023-01-17,2023-01-25,2023-01-26,40262.5,38311.96,PAGADO,completo
PG00000226,C001006,2023-02-09,2023-02-17,2023-03-04,21216.72,27928.28,PAGADO,completo
PG00000227,C001006,2023-03-15,2023-03-15,2023-03-16,24562.97,19801.95,PAGADO,completo
PG00000228,C002772,2023-05-22,2023-05-23,2023-05-29,22989.75,17263.82,PAGADO,completo
PG00000229,C002772,2023-06-29,2023-07-03,2023-07-11,9880.18,40698.71,PAGADO,completo
PG00000230,C002772,2023-07-31,2023-08-05,2023-08-18,30515.62,5423.02,PAGADO,completo
PG00000231,C000948,2026-06-14,2026-06-21,2026-06-26,25692.68,13575.23,PAGADO,completo
PG00000232,C000948,2026-07-02,2026-07-05,2026-07-20,12773.21,24890.66,PAGADO,completo
PG00000233,C003292,2025-03-10,2025-03-17,,34162.46,0.0,PENDIENTE,pendiente
PG00000234,C000929,2024-11-30,2024-12-05,2025-02-13,7130.84,22844.81,PAGADO,demorado
PG00000235,C000929,2025-01-06,2025-01-13,2025-03-18,18498.04,2784.07,PAGADO,demorado
PG00000236,C003474,2025-07-29,2025-08-01,2025-08-14,23599.27,3554.66,PAGADO,completo
PG00000237,C003474,2025-08-03,2025-08-09,2025-08-10,3536.98,23581.59,PAGADO,completo
PG00000238,C001061,2023-12-02,2023-12-05,2023-12-06,22162.06,44356.45,PAGADO,parcial
PG00000239,C001061,2024-01-20,2024-01-21,2024-02-01,36946.55,14752.16,PAGADO,parcial
PG00000240,C900038,2024-08-14,2024-08-19,2024-09-01,213841.9,139031.54,PAGADO,completo
PG00000241,C900038,2024-08-31,2024-09-07,2024-09-14,66805.3,141615.66,PAGADO,completo
PG00000242,C800022,2026-06-08,2026-06-09,2026-06-20,86351.2,33631.73,PAGADO,completo
PG00000243,C800022,2026-06-18,2026-06-26,2026-07-03,17458.45,70165.17,PAGADO,completo
PG00000244,C800022,2026-06-19,2026-06-24,2026-07-08,27744.67,27757.42,PAGADO,completo
PG00000245,C003231,2024-08-25,2024-08-27,2024-09-15,82130.74,81235.51,PAGADO,completo
PG00000246,C003231,2024-09-26,2024-10-01,2024-10-15,33521.99,34417.22,PAGADO,completo
PG00000247,C003195,2026-03-30,2026-04-02,2026-04-13,68040.91,48930.18,PAGADO,completo
PG00000248,C003195,2026-05-12,2026-05-17,2026-05-29,11526.73,30963.66,PAGADO,completo
PG00000249,C003195,2026-05-15,2026-05-18,2026-05-28,26514.61,26188.41,PAGADO,completo
PG00000250,C001263,2025-03-29,2025-04-04,2025-06-14,73716.72,10814.53,PAGADO,demorado
PG00000251,C001263,2025-04-05,2025-04-15,2025-07-11,3065.03,65967.22,PAGADO,demorado
PG00000252,C000322,2025-09-12,2025-09-20,2025-10-04,3050.64,4508.03,PAGADO,parcial
PG00000253,C000322,2025-09-26,2025-10-04,2025-10-13,7295.44,5838.05,PAGADO,parcial
PG00000254,C002382,2024-03-13,2024-03-17,2024-03-24,6017.9,6822.39,PAGADO,completo
PG00000255,C002382,2024-03-11,2024-03-13,2024-03-15,22556.09,10003.32,PAGADO,completo
PG00000256,C002382,2024-03-28,2024-03-28,2024-04-02,5749.52,17497.8,PAGADO,completo
PG00000257,C002633,2026-01-12,2026-01-13,2026-01-15,73518.33,73011.76,PAGADO,completo
PG00000258,C002633,2026-02-06,2026-02-08,2026-02-27,171110.75,171617.32,PAGADO,completo
PG00000259,C000805,2023-07-26,2023-07-29,2023-08-17,12173.58,17206.99,PAGADO,completo
PG00000260,C000805,2023-07-30,2023-07-30,2023-08-01,16364.12,11330.71,PAGADO,completo
PG00000261,C000149,2026-01-19,2026-01-20,2026-01-31,24088.6,17031.62,PAGADO,sobrepago_senal
PG00000262,C000149,2026-02-01,2026-02-07,2026-02-13,5587.13,12644.11,PAGADO,sobrepago_senal
PG00000263,C003433,2026-05-31,2026-06-02,2026-06-13,25887.36,25887.36,PAGADO,completo
PG00000264,C003346,2023-10-22,2023-10-27,2023-10-27,48983.72,56619.26,PAGADO,parcial
PG00000265,C003346,2023-11-09,2023-11-11,2023-11-19,42639.61,35004.07,PAGADO,parcial
PG00000266,C002297,2025-11-02,2025-11-12,,8380.74,0.0,PENDIENTE,pendiente
PG00000267,C001070,2026-02-13,2026-02-15,2026-02-22,44545.63,19685.73,PAGADO,completo
PG00000268,C001070,2026-02-25,2026-03-07,2026-03-12,2804.42,27664.32,PAGADO,completo
PG00000269,C002522,2026-01-02,2026-01-03,2026-01-05,10484.46,10484.46,PAGADO,parcial
PG00000270,C000718,2025-06-11,2025-06-12,2025-06-17,81263.01,81263.01,PAGADO,parcial
PG00000271,C002164,2024-10-21,2024-10-25,2024-11-10,6484.76,8382.84,PAGADO,completo
PG00000272,C002164,2024-11-13,2024-11-13,2024-11-19,8693.33,18303.01,PAGADO,completo
PG00000273,C002164,2024-11-26,2024-12-01,2024-12-06,20588.15,9080.39,PAGADO,completo
PG00000274,C001598,2024-10-28,2024-11-04,2024-11-13,62091.57,25268.22,PAGADO,completo
PG00000275,C001598,2024-11-11,2024-11-20,2024-12-05,12604.78,49428.13,PAGADO,completo
PG00000276,C700005,2026-02-09,2026-02-09,2026-02-20,201803.8,174891.85,PAGADO,completo
