id_proveedor,id_entidad,n_contratos,pct_contratacion_directa,pct_comparacion_precios,score_riesgo_favoritismo,label
P0117,E06,2,0.0,0.5,0.0,0
P0058,E11,4,0.0,0.5,0.0,0
P0061,E00,2,0.0,0.5,0.0,0
P0203,E16,1,0.0,1.0,0.0,0
P0202,E07,1,0.0,0.0,0.0,0
P0025,E10,4,0.0,0.5,0.0,0
P0080,E00,1,0.0,1.0,0.0,0
P0099,E10,2,0.0,1.0,0.0,0
P0025,E15,1,0.0,1.0,0.0,0
P0103,E09,2,0.0,0.0,0.0,0
P0186,E08,1,0.0,0.0,0.0,0
P0110,E12,2,0.0,0.0,0.0,0
P0145,E07,1,0.0,1.0,0.0,0
P0088,E03,3,0.0,0.0,0.0,0
P0072,E07,4,0.0,0.25,0.0,0
P0113,E05,1,0.0,0.0,0.0,0
P0129,E17,1,0.0,0.0,0.0,0
P0201,E11,1,0.0,0.0,0.0,0
P0069,E14,1,0.0,1.0,0.0,0
P0024,E08,1,0.0,0.0,0.0,0
P0100,E17,3,0.3333333333333333,0.3333333333333333,0.0,0
P0191,E11,2,0.0,0.0,0.0,0
P0207,E02,3,0.3333333333333333,0.6666666666666666,0.0,0
P0180,E09,3,0.0,0.0,0.0,0
P0065,E02,2,0.0,0.0,0.0,0
P0179,E13,3,0.0,0.6666666666666666,0.0,0
P0133,E03,1,0.0,0.0,0.0,0
P0021,E15,2,0.5,0.0,0.0,0
P0131,E04,3,0.0,0.3333333333333333,0.0,0
P0099,E04,2,0.0,0.5,0.0,0
P0030,E04,2,0.5,0.5,0.0,0
P0034,E10,1,0.0,0.0,0.0,0
P0115,E06,2,0.0,0.0,0.0,0
P0129,E14,2,0.5,0.5,0.0,0
P0060,E12,2,0.0,0.0,0.0,0
P0068,E11,2,0.5,0.5,0.0,0
P0079,E08,2,0.5,0.5,0.0,0
P0063,E05,1,0.0,0.0,0.0,0
P0087,E02,2,0.0,0.5,0.0,0
P0010,E05,1,0.0,0.0,0.0,0
P0040,E01,2,0.0,0.0,0.0,0
P0022,E17,2,0.0,0.0,0.0,0
P0205,E12,1,0.0,0.0,0.0,0
P0023,E13,1,0.0,1.0,0.0,0
P0119,E13,3,0.0,0.6666666666666666,0.0,0
P0141,E05,3,0.0,0.0,0.0,0
P0114,E03,2,0.0,0.0,0.0,0
P0185,E01,2,0.0,0.5,0.0,0
P0055,E06,1,0.0,1.0,0.0,0
P0000,E03,2,0.0,1.0,0.0,0
P0056,E00,3,0.0,0.6666666666666666,0.0,0
P0162,E16,1,0.0,0.0,0.0,0
P0064,E15,1,0.0,0.0,0.0,0
P0181,E07,1,0.0,0.0,0.0,0
P0107,E13,2,0.0,0.5,0.0,0
P0206,E11,1,0.0,0.0,0.0,0
P0199,E04,2,0.0,0.5,0.0,0
P0140,E06,1,0.0,0.0,0.0,0
P0132,E16,1,0.0,0.0,0.0,0
P0074,E14,1,0.0,1.0,0.0,0
P0069,E03,4,0.0,0.75,0.0,0
P0204,E17,2,0.0,0.0,0.0,0
P0041,E13,2,0.0,0.5,0.0,0
P0217,E16,2,0.0,0.0,0.0,0
P0132,E03,3,0.3333333333333333,0.0,0.0,0
P0053,E16,1,0.0,1.0,0.0,0
P0108,E14,2,0.0,0.5,0.0,0
P0007,E11,2,0.5,0.0,0.0,0
P0149,E00,2,0.0,0.0,0.0,0
P0165,E03,3,0.3333333333333333,0.0,0.0,0
P0198,E02,1,1.0,0.0,0.0,0
P0162,E03,1,0.0,0.0,0.0,0
P0065,E08,2,0.0,0.5,0.0,0
P0060,E09,2,0.5,0.5,0.0,0
P0137,E14,1,1.0,0.0,0.0,0
P0143,E02,2,0.0,0.5,0.0,0
P0134,E15,4,0.0,0.5,0.0,0
P0157,E04,3,0.3333333333333333,0.0,0.0,0
P0037,E17,2,0.0,0.5,0.0,0
P0004,E03,2,0.0,0.0,0.0,0
P0214,E09,2,0.0,0.5,0.0,0
P0134,E10,2,0.0,0.5,0.0,0
P0165,E00,3,0.0,0.3333333333333333,0.0,0
P0123,E12,3,0.0,0.3333333333333333,0.0,0
P0149,E15,1,0.0,0.0,0.0,0
P0137,E11,2,0.5,0.5,0.0,0
P0203,E02,2,0.5,0.5,0.0,0
P0087,E08,2,0.0,0.0,0.0,0
P0135,E04,1,0.0,1.0,0.0,0
P0033,E12,2,0.0,0.0,0.0,0
P0057,E17,1,0.0,0.0,0.0,0
P0192,E09,1,1.0,0.0,0.0,0
P0179,E10,1,0.0,0.0,0.0,0
P0112,E14,3,0.0,0.3333333333333333,0.0,0
P0217,E13,1,0.0,0.0,0.0,0
P0032,E07,1,0.0,0.0,0.0,0
P0133,E00,3,0.0,0.3333333333333333,0.0,0
P0001,E02,2,0.0,0.5,0.0,0
P0173,E13,1,0.0,0.0,0.0,0
P0181,E00,1,0.0,1.0,0.0,0
P0093,E15,1,0.0,0.0,0.0,0
P0042,E12,2,0.0,0.0,0.0,0
P0120,E01,2,0.5,0.5,0.0,0
P0134,E07,3,0.0,0.0,0.0,0
P0074,E17,2,0.0,0.0,0.0,0
P0145,E16,2,0.0,0.0,0.0,0
P0180,E05,1,0.0,1.0,0.0,0
P0066,E05,1,0.0,1.0,0.0,0
P0098,E02,2,0.0,0.0,0.0,0
P0047,E11,3,0.0,0.0,0.0,0
P0088,E04,2,0.0,0.0,0.0,0
P0063,E06,1,0.0,0.0,0.0,0
P0020,E17,2,0.0,0.0,0.0,0
P0025,E09,1,0.0,0.0,0.0,0
P0181,E05,1,0.0,1.0,0.0,0
P0111,E03,2,0.0,1.0,0.0,0
P0023,E01,1,0.0,1.0,0.0,0
P0190,E11,1,0.0,0.0,0.0,0
P0127,E03,1,0.0,0.0,0.0,0
P0138,E05,1,0.0,1.0,0.0,0
P0209,E06,3,0.3333333333333333,0.3333333333333333,0.0,0
P0183,E15,3,0.0,0.3333333333333333,0.0,0
P0163,E05,2,0.0,0.0,0.0,0
P0190,E01,1,0.0,1.0,0.0,0
P0184,E00,4,0.0,0.25,0.0,0
P0005,E11,2,0.0,0.0,0.0,0
P0212,E10,4,0.0,0.75,0.0,0
P0210,E16,1,1.0,0.0,0.0,0
P0053,E07,1,0.0,0.0,0.0,0
P0192,E06,2,0.0,0.0,0.0,0
P0057,E04,1,0.0,0.0,0.0,0
P0173,E06,1,0.0,0.0,0.0,0
P0059,E05,2,0.0,0.0,0.0,0
P0052,E17,6,0.0,0.16666666666666666,0.0,0
P0193,E17,1,0.0,1.0,0.0,0
P0082,E09,1,0.0,1.0,0.0,0
P0084,E17,2,0.0,0.5,0.0,0
P0130,E01,1,0.0,1.0,0.0,0
P0186,E10,3,0.0,0.3333333333333333,0.0,0
P0199,E06,1,1.0,0.0,0.0,0
P0142,E07,1,0.0,0.0,0.0,0
P0051,E11,1,0.0,0.0,0.0,0
P0209,E04,2,0.0,0.0,0.0,0
P0140,E02,1,0.0,0.0,0.0,0
P0130,E11,2,0.5,0.0,0.0,0
P0190,E07,2,0.0,0.0,0.0,0
P0122,E11,1,0.0,1.0,0.0,0
P0102,E00,1,0.0,1.0,0.0,0
P0025,E16,1,1.0,0.0,0.0,0
P0176,E04,1,0.0,1.0,0.0,0
P0206,E15,1,0.0,0.0,0.0,0
P0033,E06,2,0.0,0.0,0.0,0
P0127,E11,5,0.0,0.4,0.0,0
P0079,E16,1,0.0,1.0,0.0,0
P0151,E08,1,1.0,0.0,0.0,0
P0090,E03,2,0.0,0.5,0.0,0
P0210,E11,2,0.0,0.0,0.0,0
P0090,E01,1,0.0,0.0,0.0,0
P0030,E07,1,0.0,0.0,0.0,0
P0219,E04,1,0.0,0.0,0.0,0
P0127,E09,2,0.0,0.0,0.0,0
P0133,E14,1,1.0,0.0,0.0,0
P0028,E00,2,0.0,0.0,0.0,0
P0211,E03,1,0.0,1.0,0.0,0
P0165,E06,1,0.0,0.0,0.0,0
P0188,E03,1,0.0,0.0,0.0,0
P0051,E01,1,0.0,1.0,0.0,0
P0191,E12,1,0.0,1.0,0.0,0
P0102,E04,1,0.0,1.0,0.0,0
P0113,E15,1,0.0,0.0,0.0,0
P0148,E06,1,1.0,0.0,0.0,0
P0023,E14,2,0.0,0.5,0.0,0
P0205,E00,1,0.0,1.0,0.0,0
P0078,E04,1,0.0,0.0,0.0,0
P0046,E15,1,0.0,0.0,0.0,0
P0047,E03,1,0.0,0.0,0.0,0
P0108,E00,1,0.0,0.0,0.0,0
P0096,E06,2,0.0,0.5,0.0,0
P0086,E00,1,1.0,0.0,0.0,0
P0031,E11,1,0.0,0.0,0.0,0
P0079,E13,3,0.0,0.3333333333333333,0.0,0
P0215,E13,1,0.0,0.0,0.0,0
P0208,E02,1,0.0,0.0,0.0,0
P0079,E12,2,0.0,0.5,0.0,0
P0148,E15,2,0.0,0.0,0.0,0
P0012,E08,1,0.0,1.0,0.0,0
P0132,E09,1,0.0,1.0,0.0,0
P0008,E17,3,0.0,0.3333333333333333,0.0,0
P0207,E07,3,0.0,0.0,0.0,0
P0003,E11,1,0.0,0.0,0.0,0
P0123,E10,2,0.0,0.5,0.0,0
P0136,E01,1,0.0,0.0,0.0,0
P0080,E04,2,0.0,0.5,0.0,0
P0141,E10,1,0.0,1.0,0.0,0
P0104,E06,3,0.0,0.3333333333333333,0.0,0
P0051,E04,1,0.0,0.0,0.0,0
P0004,E07,1,0.0,1.0,0.0,0
P0206,E00,1,0.0,0.0,0.0,0
P0157,E16,1,0.0,0.0,0.0,0
P0071,E05,1,0.0,0.0,0.0,0
P0187,E03,1,0.0,0.0,0.0,0
P0045,E16,1,0.0,0.0,0.0,0
P0143,E15,1,0.0,0.0,0.0,0
P0170,E12,1,0.0,1.0,0.0,0
P0115,E03,2,0.0,0.5,0.0,0
P0182,E08,1,0.0,0.0,0.0,0
P0070,E07,1,0.0,0.0,0.0,0
P0219,E16,2,0.0,0.5,0.0,0
P0105,E12,1,0.0,1.0,0.0,0
P0075,E10,2,0.0,1.0,0.0,0
P0094,E12,3,0.6666666666666666,0.0,0.0,0
P0125,E08,2,0.0,0.5,0.0,0
P0087,E09,3,0.0,1.0,0.0,0
P0081,E14,1,0.0,0.0,0.0,0
P0075,E08,1,0.0,0.0,0.0,0
P0022,E08,2,0.5,0.5,0.0,0
P0014,E10,2,0.0,0.0,0.0,0
P0101,E08,1,1.0,0.0,0.0,0
P0159,E14,2,0.0,0.5,0.0,0
P0076,E17,1,0.0,0.0,0.0,0
P0027,E17,1,0.0,1.0,0.0,0
P0171,E05,2,0.0,0.0,0.0,0
P0131,E14,2,0.5,0.0,0.0,0
P0033,E03,1,0.0,0.0,0.0,0
P0218,E12,1,0.0,0.0,0.0,0
P0070,E16,1,0.0,0.0,0.0,0
P0201,E09,1,0.0,0.0,0.0,0
P0062,E01,2,0.0,0.0,0.0,0
P0057,E06,1,0.0,1.0,0.0,0
P0077,E13,1,0.0,0.0,0.0,0
P0188,E05,2,0.5,0.0,0.0,0
P0024,E10,3,0.0,0.0,0.0,0
P0121,E16,1,0.0,0.0,0.0,0
P0143,E08,1,0.0,1.0,0.0,0
P0191,E14,2,0.5,0.5,0.0,0
P0007,E08,2,0.0,0.5,0.0,0
P0166,E14,1,0.0,0.0,0.0,0
P0180,E11,1,0.0,0.0,0.0,0
P0147,E13,2,0.0,1.0,0.0,0
P0046,E00,1,0.0,0.0,0.0,0
P0169,E03,1,0.0,0.0,0.0,0
P0191,E16,1,0.0,1.0,0.0,0
P0042,E08,1,0.0,0.0,0.0,0
P0101,E13,1,0.0,0.0,0.0,0
P0015,E16,2,0.0,1.0,0.0,0
P0144,E08,2,0.0,0.5,0.0,0
P0032,E16,1,0.0,0.0,0.0,0
P0014,E09,1,0.0,0.0,0.0,0
P0125,E12,1,0.0,0.0,0.0,0
P0058,E15,1,0.0,1.0,0.0,0
P0041,E17,2,0.5,0.5,0.0,0
P0015,E10,3,0.3333333333333333,0.0,0.0,0
P0033,E01,1,1.0,0.0,0.0,0
P0195,E09,3,0.0,0.3333333333333333,0.0,0
P0105,E16,2,0.0,0.0,0.0,0
P0154,E04,1,0.0,1.0,0.0,0
P0216,E06,1,0.0,0.0,0.0,0
P0175,E12,1,0.0,0.0,0.0,0
P0032,E06,1,0.0,0.0,0.0,0
P0217,E07,2,0.0,0.0,0.0,0
P0016,E01,2,0.0,0.5,0.0,0
P0141,E06,2,0.5,0.0,0.0,0
P0116,E06,1,0.0,1.0,0.0,0
P0214,E00,1,0.0,0.0,0.0,0
P0087,E05,1,0.0,1.0,0.0,0
P0125,E01,2,0.0,0.0,0.0,0
P0104,E15,1,0.0,0.0,0.0,0
P0076,E01,1,0.0,0.0,0.0,0
P0037,E12,1,0.0,1.0,0.0,0
P0032,E12,1,0.0,0.0,0.0,0
P0156,E01,2,0.0,0.0,0.0,0
P0196,E02,1,1.0,0.0,0.0,0
P0018,E01,1,0.0,0.0,0.0,0
P0084,E09,3,0.3333333333333333,0.3333333333333333,0.0,0
P0211,E13,2,0.0,0.5,0.0,0
P0000,E00,3,0.0,0.3333333333333333,0.0,0
P0005,E15,1,0.0,1.0,0.0,0
P0045,E07,1,0.0,0.0,0.0,0
P0042,E01,2,0.0,0.0,0.0,0
P0146,E16,1,0.0,0.0,0.0,0
P0215,E09,1,0.0,1.0,0.0,0
P0086,E10,3,0.0,0.6666666666666666,0.0,0
P0211,E09,1,0.0,1.0,0.0,0
P0003,E12,1,1.0,0.0,0.0,0
P0058,E02,1,0.0,0.0,0.0,0
P0077,E01,3,0.0,0.0,0.0,0
P0206,E12,2,0.0,0.0,0.0,0
P0197,E09,2,0.0,1.0,0.0,0
P0147,E04,1,0.0,0.0,0.0,0
P0151,E02,1,0.0,0.0,0.0,0
P0063,E04,1,0.0,0.0,0.0,0
P0168,E01,2,0.0,1.0,0.0,0
P0197,E05,1,0.0,0.0,0.0,0
P0097,E10,1,0.0,0.0,0.0,0
P0091,E07,1,0.0,1.0,0.0,0
P0090,E08,1,0.0,0.0,0.0,0
P0129,E00,2,0.0,0.5,0.0,0
P0143,E05,1,0.0,0.0,0.0,0
P0061,E04,1,0.0,0.0,0.0,0
P0005,E13,1,0.0,1.0,0.0,0
P0166,E11,2,0.0,0.5,0.0,0
P0194,E09,2,0.0,0.5,0.0,0
P0056,E01,1,0.0,1.0,0.0,0
P0181,E13,1,0.0,1.0,0.0,0
P0208,E01,2,0.0,1.0,0.0,0
P0122,E02,1,0.0,0.0,0.0,0
P0137,E09,1,0.0,0.0,0.0,0
P0070,E02,1,0.0,0.0,0.0,0
P0215,E12,2,0.5,0.0,0.0,0
P0137,E15,1,0.0,1.0,0.0,0
P0125,E03,1,0.0,1.0,0.0,0
P0092,E06,2,0.0,0.0,0.0,0
P0198,E10,1,0.0,0.0,0.0,0
P0081,E10,1,0.0,1.0,0.0,0
P0062,E07,1,0.0,0.0,0.0,0
P0161,E13,1,0.0,0.0,0.0,0
P0215,E07,1,0.0,0.0,0.0,0
P0077,E00,1,0.0,0.0,0.0,0
P0020,E10,1,0.0,0.0,0.0,0
P0033,E10,1,0.0,0.0,0.0,0
P0185,E05,1,0.0,0.0,0.0,0
P0001,E16,1,0.0,1.0,0.0,0
P0039,E07,2,0.5,0.0,0.0,0
P0209,E15,2,0.0,0.0,0.0,0
P0158,E11,1,0.0,1.0,0.0,0
P0160,E02,1,0.0,0.0,0.0,0
P0209,E00,1,0.0,0.0,0.0,0
P0000,E01,1,0.0,0.0,0.0,0
P0130,E12,1,0.0,0.0,0.0,0
P0009,E02,1,1.0,0.0,0.0,0
P0139,E01,1,0.0,0.0,0.0,0
P0035,E14,2,0.0,0.5,0.0,0
P0117,E12,1,0.0,0.0,0.0,0
P0177,E04,1,0.0,0.0,0.0,0
P0161,E10,1,0.0,0.0,0.0,0
P0049,E08,1,0.0,0.0,0.0,0
P0036,E10,1,1.0,0.0,0.0,0
P0090,E00,1,0.0,0.0,0.0,0
P0131,E11,1,0.0,0.0,0.0,0
P0055,E08,1,0.0,0.0,0.0,0
P0029,E16,1,0.0,1.0,0.0,0
P0168,E09,1,0.0,1.0,0.0,0
P0193,E04,1,0.0,0.0,0.0,0
P0007,E07,1,0.0,0.0,0.0,0
P0030,E08,1,1.0,0.0,0.0,0
P0093,E11,1,0.0,0.0,0.0,0
P0035,E17,3,0.0,0.6666666666666666,0.0,0
P0012,E07,1,0.0,0.0,0.0,0
P0028,E08,1,0.0,1.0,0.0,0
P0209,E16,1,0.0,0.0,0.0,0
P0052,E04,1,0.0,0.0,0.0,0
P0037,E01,1,0.0,0.0,0.0,0
P0122,E03,2,0.0,0.5,0.0,0
P0131,E07,1,0.0,1.0,0.0,0
P0125,E04,2,0.0,0.0,0.0,0
P0149,E06,3,0.0,0.6666666666666666,0.0,0
P0011,E07,1,0.0,0.0,0.0,0
P0152,E08,2,0.0,0.0,0.0,0
P0129,E09,1,1.0,0.0,0.0,0
P0097,E17,1,0.0,1.0,0.0,0
P0070,E13,1,0.0,0.0,0.0,0
P0107,E17,1,0.0,0.0,0.0,0
P0209,E10,2,0.0,0.0,0.0,0
P0050,E11,1,0.0,0.0,0.0,0
P0169,E00,1,1.0,0.0,0.0,0
P0128,E08,1,0.0,0.0,0.0,0
P0091,E03,1,0.0,0.0,0.0,0
P0080,E07,1,0.0,0.0,0.0,0
P0082,E10,1,0.0,0.0,0.0,0
P0023,E17,3,0.0,0.0,0.0,0
P0172,E01,2,0.0,0.0,0.0,0
P0060,E04,1,0.0,0.0,0.0,0
P0214,E04,2,0.0,0.5,0.0,0
P0091,E10,3,0.3333333333333333,0.3333333333333333,0.0,0
P0074,E07,2,0.0,1.0,0.0,0
P0040,E15,2,0.0,0.0,0.0,0
P0165,E12,1,0.0,0.0,0.0,0
P0054,E12,1,0.0,0.0,0.0,0
P0201,E01,2,0.5,0.0,0.0,0
P0145,E06,2,0.0,1.0,0.0,0
P0119,E11,1,0.0,0.0,0.0,0
P0196,E13,3,0.0,0.3333333333333333,0.0,0
P0035,E10,3,0.0,0.0,0.0,0
P0131,E06,2,0.0,0.0,0.0,0
P0111,E10,2,0.5,0.5,0.0,0
P0071,E08,1,0.0,0.0,0.0,0
P0174,E12,2,1.0,0.0,0.0,0
P0179,E07,1,1.0,0.0,0.0,0
P0104,E05,1,0.0,1.0,0.0,0
P0180,E03,1,0.0,0.0,0.0,0
P0079,E14,2,0.5,0.0,0.0,0
P0134,E17,1,0.0,0.0,0.0,0
P0150,E09,1,0.0,0.0,0.0,0
P0020,E08,2,0.5,0.0,0.0,0
P0047,E12,2,0.5,0.0,0.0,0
P0147,E01,2,0.0,0.0,0.0,0
P0196,E06,2,0.0,0.0,0.0,0
P0109,E12,1,0.0,0.0,0.0,0
P0120,E04,1,0.0,0.0,0.0,0
P0098,E08,1,0.0,0.0,0.0,0
P0016,E17,1,0.0,0.0,0.0,0
P0054,E16,1,0.0,0.0,0.0,0
P0205,E05,1,0.0,1.0,0.0,0
P0131,E17,1,0.0,0.0,0.0,0
P0149,E05,1,0.0,1.0,0.0,0
P0148,E17,2,0.0,0.5,0.0,0
P0176,E14,1,0.0,0.0,0.0,0
P0066,E15,2,0.0,0.5,0.0,0
P0149,E10,2,0.0,1.0,0.0,0
P0146,E13,1,0.0,0.0,0.0,0
P0085,E02,1,0.0,0.0,0.0,0
P0117,E00,1,0.0,0.0,0.0,0
P0004,E13,2,0.0,0.5,0.0,0
P0171,E09,1,0.0,0.0,0.0,0
P0156,E17,1,0.0,0.0,0.0,0
P0188,E09,1,0.0,0.0,0.0,0
P0040,E17,2,0.0,0.5,0.0,0
P0141,E15,1,1.0,0.0,0.0,0
P0096,E17,3,0.0,0.0,0.0,0
P0116,E02,1,0.0,1.0,0.0,0
P0012,E13,1,0.0,0.0,0.0,0
P0004,E10,1,0.0,0.0,0.0,0
P0130,E09,1,0.0,1.0,0.0,0
P0055,E17,1,0.0,0.0,0.0,0
P0118,E13,3,0.0,0.3333333333333333,0.0,0
P0204,E11,1,0.0,0.0,0.0,0
P0152,E02,2,0.0,0.0,0.0,0
P0085,E17,1,0.0,0.0,0.0,0
P0179,E09,1,0.0,0.0,0.0,0
P0056,E15,1,0.0,1.0,0.0,0
P0079,E10,2,0.0,0.0,0.0,0
P0001,E07,1,0.0,1.0,0.0,0
P0150,E06,2,0.0,0.0,0.0,0
P0030,E02,1,0.0,0.0,0.0,0
P0207,E06,2,0.0,0.0,0.0,0
P0211,E04,1,0.0,0.0,0.0,0
P0078,E08,1,0.0,1.0,0.0,0
P0207,E08,2,0.5,0.0,0.0,0
P0180,E06,1,0.0,0.0,0.0,0
P0219,E00,3,0.0,0.6666666666666666,0.0,0
P0188,E02,1,0.0,1.0,0.0,0
P0022,E02,1,1.0,0.0,0.0,0
P0116,E14,2,0.5,0.5,0.0,0
P0129,E05,1,0.0,0.0,0.0,0
P0053,E00,2,0.0,0.5,0.0,0
P0146,E01,1,0.0,1.0,0.0,0
P0126,E09,1,0.0,1.0,0.0,0
P0028,E05,1,0.0,1.0,0.0,0
P0038,E09,1,0.0,1.0,0.0,0
P0099,E17,1,0.0,0.0,0.0,0
P0179,E16,1,0.0,1.0,0.0,0
P0030,E11,1,0.0,0.0,0.0,0
P0066,E16,1,0.0,0.0,0.0,0
P0077,E09,1,0.0,0.0,0.0,0
P0066,E14,2,0.0,1.0,0.0,0
P0140,E09,1,1.0,0.0,0.0,0
P0187,E11,1,0.0,1.0,0.0,0
P0195,E05,1,0.0,0.0,0.0,0
P0069,E17,2,0.0,0.0,0.0,0
P0201,E13,1,1.0,0.0,0.0,0
P0002,E08,1,0.0,1.0,0.0,0
P0201,E03,2,0.0,0.5,0.0,0
P0045,E09,1,0.0,0.0,0.0,0
P0196,E10,1,0.0,0.0,0.0,0
P0166,E07,1,0.0,1.0,0.0,0
P0070,E17,1,0.0,0.0,0.0,0
P0063,E07,1,0.0,0.0,0.0,0
P0178,E09,1,0.0,1.0,0.0,0
P0202,E10,1,0.0,0.0,0.0,0
P0148,E12,1,0.0,0.0,0.0,0
P0118,E07,1,0.0,0.0,0.0,0
P0070,E11,1,0.0,0.0,0.0,0
P0195,E08,1,0.0,0.0,0.0,0
P0215,E03,1,0.0,1.0,0.0,0
P0111,E00,1,0.0,0.0,0.0,0
P0046,E06,1,0.0,0.0,0.0,0
P0065,E10,2,0.0,1.0,0.0,0
P0204,E03,3,0.3333333333333333,0.0,0.0,0
P0168,E08,1,0.0,0.0,0.0,0
P0059,E07,1,0.0,1.0,0.0,0
P0219,E08,1,0.0,1.0,0.0,0
P0170,E02,1,0.0,0.0,0.0,0
P0176,E09,2,0.0,0.5,0.0,0
P0218,E09,1,0.0,0.0,0.0,0
P0040,E02,1,0.0,0.0,0.0,0
P0132,E04,1,0.0,0.0,0.0,0
P0058,E17,1,0.0,0.0,0.0,0
P0006,E07,1,0.0,0.0,0.0,0
P0214,E17,1,1.0,0.0,0.0,0
P0160,E01,2,0.0,0.0,0.0,0
P0180,E07,1,0.0,0.0,0.0,0
P0090,E15,1,0.0,1.0,0.0,0
P0094,E17,2,0.0,0.5,0.0,0
P0167,E00,1,0.0,1.0,0.0,0
P0096,E15,2,0.0,1.0,0.0,0
P0107,E00,1,0.0,0.0,0.0,0
P0211,E10,1,0.0,1.0,0.0,0
P0185,E07,1,0.0,0.0,0.0,0
P0039,E10,1,0.0,0.0,0.0,0
P0050,E00,1,0.0,0.0,0.0,0
P0074,E01,1,0.0,0.0,0.0,0
P0163,E09,1,0.0,1.0,0.0,0
P0179,E06,1,0.0,0.0,0.0,0
P0199,E12,1,0.0,0.0,0.0,0
P0181,E16,1,0.0,0.0,0.0,0
P0161,E00,1,0.0,1.0,0.0,0
P0059,E10,1,0.0,1.0,0.0,0
P0119,E07,1,0.0,0.0,0.0,0
P0150,E08,1,0.0,0.0,0.0,0
P0010,E13,1,1.0,0.0,0.0,0
P0192,E05,1,0.0,0.0,0.0,0
P0160,E17,1,0.0,0.0,0.0,0
P0145,E05,1,0.0,0.0,0.0,0
P0082,E01,2,0.0,0.5,0.0,0
P0088,E06,1,0.0,1.0,0.0,0
P0194,E02,2,0.0,0.0,0.0,0
P0172,E07,2,0.0,0.5,0.0,0
P0077,E02,1,0.0,0.0,0.0,0
P0175,E14,1,1.0,0.0,0.0,0
P0128,E04,1,0.0,1.0,0.0,0
P0150,E16,1,0.0,0.0,0.0,0
P0028,E14,1,0.0,1.0,0.0,0
P0182,E11,1,0.0,0.0,0.0,0
P0049,E05,1,0.0,0.0,0.0,0
P0091,E01,1,0.0,1.0,0.0,0
P0044,E02,1,0.0,0.0,0.0,0
P0088,E01,2,0.5,0.0,0.0,0
P0004,E01,3,0.0,0.0,0.0,0
P0124,E16,1,0.0,0.0,0.0,0
P0153,E15,1,1.0,0.0,0.0,0
P0013,E05,2,0.0,0.0,0.0,0
P0164,E13,1,0.0,0.0,0.0,0
P0151,E07,1,0.0,1.0,0.0,0
P0070,E15,1,0.0,0.0,0.0,0
P0136,E10,1,1.0,0.0,0.0,0
P0033,E00,1,0.0,0.0,0.0,0
P0202,E17,1,0.0,0.0,0.0,0
P0194,E08,1,0.0,1.0,0.0,0
P0046,E12,1,0.0,0.0,0.0,0
P0065,E13,1,0.0,0.0,0.0,0
P0167,E01,1,0.0,0.0,0.0,0
P0142,E02,1,0.0,0.0,0.0,0
P0042,E14,1,0.0,1.0,0.0,0
P0006,E04,2,0.0,0.5,0.0,0
P0164,E00,1,0.0,0.0,0.0,0
P0172,E15,4,0.25,0.25,0.0,0
P0076,E10,1,0.0,0.0,0.0,0
