id_proveedor,id_funcionario,n_contratos,monto_total,comparte_telefono,comparte_direccion,vinculo_sospechoso
P0008,F046,1,69491.42,False,False,False
P0008,F050,1,50113.34,False,False,False
P0008,F051,1,7259.38,False,False,False
P0008,F055,2,116406.25,False,False,False
P0009,F000,2,138082.03,False,False,False
P0009,F004,1,139237.87,False,False,False
P0009,F011,1,20910.34,False,False,False
P0009,F012,1,63385.55,False,False,False
P0009,F015,1,175542.31,False,False,False
P0009,F017,1,22842.12,False,False,False
P0009,F021,1,490479.88,False,False,False
P0009,F024,2,123484.99,False,False,False
P0009,F039,1,15912.97,False,False,False
P0009,F042,1,116521.73,False,False,False
P0009,F053,1,17372.87,False,False,False
P0010,F000,2,125750.24,False,False,False
P0010,F011,1,90886.87,False,False,False
P0010,F027,1,99029.38,False,False,False
P0010,F029,1,96432.92,False,False,False
P0010,F030,1,36619.8,False,False,False
P0010,F038,1,27244.19,False,False,False
P0010,F043,1,83829.83,False,False,False
P0010,F058,1,32674.83,False,False,False
P0011,F000,2,169044.93,False,False,False
P0011,F006,1,126503.44,False,False,False
P0011,F010,2,136390.88999999998,False,False,False
P0011,F011,1,55858.31,False,False,False
P0011,F012,1,46335.85,False,False,False
P0011,F015,1,97929.8,False,False,False
P0011,F018,2,127126.33,False,False,False
P0011,F030,2,168590.04,False,False,False
P0011,F034,1,25756.8,False,False,False
P0011,F042,1,54618.11,False,False,False
P0011,F049,1,272785.24,False,False,False
P0011,F050,1,41962.57,False,False,False
P0012,F000,1,159051.4,False,False,False
P0012,F006,2,137874.13,False,False,False
P0012,F010,1,86381.72,False,False,False
P0012,F020,1,11542.21,False,False,False
P0012,F021,2,204115.93,False,False,False
P0012,F035,1,77796.36,False,False,False
P0012,F041,1,52284.9,False,False,False
P0012,F044,3,226475.74,False,False,False
P0012,F048,1,125407.79,False,False,False
P0012,F052,1,103765.88,False,False,False
P0012,F054,1,162095.13,False,False,False
P0013,F005,1,30144.36,False,False,False
P0013,F008,1,351711.88,False,False,False
P0013,F017,1,39514.62,False,False,False
P0013,F039,1,24086.94,False,False,False
P0013,F046,2,58287.270000000004,False,False,False
P0013,F048,1,72833.56,False,False,False
P0013,F051,1,26023.13,False,False,False
P0013,F057,2,173497.77000000002,False,False,False
P0014,F004,2,125722.98999999999,False,False,False
P0014,F006,1,48689.95,False,False,False
P0014,F017,1,214814.51,False,False,False
P0014,F029,1,72370.27,False,False,False
P0014,F033,1,60060.55,False,False,False
P0014,F035,1,122149.07,False,False,False
P0014,F036,1,820913.83,False,False,False
P0014,F039,1,35015.18,False,False,False
P0014,F041,1,0.0,False,False,False
P0014,F048,2,184941.19,False,True,True
P0014,F049,1,452520.98,False,False,False
P0014,F050,1,61712.8,False,False,False
P0014,F053,1,0.0,False,False,False
P0014,F054,1,14360.16,False,False,False
P0015,F002,1,52640.52,False,False,False
P0015,F006,1,132027.5,False,False,False
P0015,F007,1,127725.39,False,False,False
P0015,F008,1,187490.0,False,False,False
P0015,F021,1,82685.33,False,False,False
P0015,F035,1,20452.55,False,False,False
P0015,F039,1,128554.5,False,False,False
P0015,F041,1,33601.66,False,False,False
P0015,F042,1,56211.93,False,False,False
P0015,F046,1,12735.74,False,False,False
P0015,F050,1,58530.34,False,False,False
P0015,F053,1,175930.33,False,False,False
P0015,F054,1,38866.51,False,False,False
P0016,F002,1,28740.17,False,False,False
P0016,F004,1,0.0,False,False,False
P0016,F010,1,65695.77,False,False,False
P0016,F011,1,36011.86,False,False,False
P0016,F012,1,24202.33,False,False,False
P0016,F016,1,138083.65,False,False,False
P0016,F018,1,83090.75,False,False,False
P0016,F019,1,33349.11,False,False,False
P0016,F021,1,108776.33,False,False,False
P0016,F027,1,15846.46,False,False,False
P0016,F030,1,31965.5,False,False,False
P0016,F035,5,562355.9,False,False,False
P0016,F041,1,81123.81,False,False,False
P0016,F050,1,51829.54,False,False,False
P0017,F000,1,30509.32,False,False,False
P0017,F009,1,280424.01,False,False,False
P0017,F011,2,175301.06,False,False,False
P0017,F015,1,16153.15,False,False,False
P0017,F034,1,95981.43,False,False,False
P0017,F035,1,53062.8,False,False,False
P0017,F037,1,132901.69,False,False,False
P0017,F038,1,91125.85,False,False,False
P0017,F041,1,743.14,False,False,False
P0017,F043,1,28049.43,False,False,False
P0017,F052,1,68297.56,False,False,False
P0018,F006,1,160049.75,False,False,False
P0018,F007,1,216473.54,False,False,False
P0018,F008,1,33186.2,False,False,False
P0018,F012,1,21837.16,False,False,False
P0018,F017,1,22026.8,False,False,False
P0018,F026,2,162676.01,False,False,False
P0018,F027,1,41753.99,False,False,False
P0018,F028,1,106583.1,False,False,False
P0018,F030,1,46690.02,False,False,False
P0018,F036,1,165077.98,False,False,False
P0018,F054,1,288712.14,False,False,False
P0018,F056,2,110669.84,False,False,False
P0018,F059,1,259385.92,False,False,False
P0019,F000,1,72129.32,False,False,False
P0019,F010,1,27479.52,False,False,False
P0019,F017,1,20906.34,False,False,False
P0019,F018,1,1755.99,False,False,False
P0019,F019,1,79470.59,False,False,False
P0019,F033,1,88735.54,False,False,False
P0019,F041,2,300523.17000000004,False,False,False
P0019,F052,1,44680.65,False,False,False
P0019,F055,1,8638.63,False,False,False
P0019,F056,2,108059.03,False,False,False
P0019,F057,1,30603.2,False,False,False
P0019,F058,1,0.0,False,False,False
P0020,F000,1,127118.14,False,False,False
P0020,F003,1,22079.78,False,False,False
P0020,F009,1,140732.08,False,False,False
P0020,F013,1,68455.2,False,False,False
P0020,F014,1,19620.81,False,False,False
P0020,F015,1,19028.61,False,False,False
P0020,F025,1,40958.86,False,False,False
P0020,F029,1,136697.46,False,False,False
P0020,F034,1,36321.02,False,False,False
P0020,F050,1,83836.5,False,False,False
P0020,F058,2,134924.51,False,False,False
P0020,F059,1,41227.29,False,False,False
P0021,F000,1,67990.13,False,False,False
P0021,F003,1,28738.0,False,False,False
P0021,F021,1,371836.44,False,False,False
P0021,F023,1,63108.58,False,False,False
P0021,F029,1,79198.09,False,False,False
P0021,F042,1,94317.34,False,False,False
P0021,F043,1,71922.34,False,False,False
P0021,F050,1,134283.38,False,False,False
P0021,F051,1,0.0,False,False,False
P0021,F056,1,583868.14,False,False,False
P0021,F058,1,5222.6,False,False,False
P0022,F000,2,96651.76000000001,False,False,False
P0022,F002,1,61827.76,False,False,False
P0022,F004,1,65943.58,False,False,False
P0022,F005,1,434201.27,False,False,False
P0022,F006,1,127243.15,False,False,False
P0022,F010,1,60796.19,False,False,False
P0022,F011,1,43781.11,False,False,False
P0022,F021,1,39225.63,False,False,False
P0022,F023,1,17034.85,False,False,False
P0022,F031,1,0.0,False,False,False
P0022,F035,1,40153.1,False,False,False
P0022,F038,1,402448.81,False,False,False
P0022,F050,1,69644.38,False,False,False
P0023,F000,1,86060.84,False,False,False
P0023,F007,1,182595.69,False,False,False
P0023,F011,1,50154.53,False,False,False
P0023,F031,1,172994.77,False,False,False
P0023,F035,2,394697.78,False,False,False
P0023,F036,1,39287.54,False,False,False
P0023,F037,1,12505.02,False,False,False
P0023,F040,2,476032.98,False,False,False
P0023,F046,1,339447.29,False,False,False
P0023,F051,2,491815.24,False,False,False
P0023,F053,1,260931.86,False,False,False
P0023,F055,2,75470.97,False,False,False
P0024,F000,1,4810.43,False,False,False
P0024,F006,1,36809.22,False,False,False
P0024,F016,1,80900.82,False,False,False
P0024,F020,1,61555.14,False,False,False
P0024,F026,1,12191.6,False,False,False
P0024,F029,1,271003.29,False,False,False
P0024,F030,1,40510.74,False,False,False
P0024,F031,1,30313.5,False,False,False
P0024,F033,1,27382.9,False,False,False
P0024,F035,1,85472.9,False,False,False
P0024,F043,1,43624.63,False,False,False
P0024,F046,1,94627.56,False,False,False
P0024,F048,2,135135.16,False,False,False
P0024,F051,2,363874.62,False,False,False
P0024,F054,1,33274.58,False,False,False
P0024,F056,1,155809.64,False,False,False
P0024,F057,1,1047863.18,False,False,False
P0025,F000,4,152725.21,False,False,False
P0025,F001,1,52773.03,False,False,False
P0025,F007,1,59087.28,False,False,False
P0025,F008,2,86314.3,False,False,False
P0025,F014,1,44816.67,False,False,False
P0025,F017,2,110936.5,False,False,False
P0025,F023,1,13813.52,False,False,False
P0025,F025,1,46337.48,False,False,False
P0025,F033,1,82172.97,False,False,False
P0025,F035,2,126584.57999999999,False,False,False
P0025,F055,1,213465.62,False,False,False
P0026,F006,1,30028.98,False,False,False
P0026,F013,1,30481.83,False,False,False
P0026,F019,1,20623.81,False,False,False
P0026,F035,2,81284.70999999999,False,False,False
P0026,F036,1,0.0,False,False,False
P0026,F037,1,71476.2,False,False,False
P0026,F038,1,145276.48,False,False,False
P0026,F042,1,4449.14,False,False,False
P0026,F059,1,22141.9,False,False,False
P0027,F004,2,80962.49,False,False,False
P0027,F008,1,62580.71,False,False,False
P0027,F012,1,36526.11,False,False,False
P0027,F018,1,166256.62,False,False,False
P0027,F020,1,86374.79,False,False,False
P0027,F021,1,66023.03,False,False,False
P0027,F025,1,192010.92,False,False,False
P0027,F026,1,120711.87,False,False,False
P0027,F046,1,12024.83,False,False,False
P0027,F047,1,167464.76,False,False,False
P0027,F048,1,46122.92,False,False,False
P0027,F049,1,90960.57,False,False,False
P0027,F057,1,32029.85,False,False,False
P0028,F005,1,293672.01,False,False,False
P0028,F011,1,42915.73,False,False,False
P0028,F012,1,38130.48,False,False,False
P0028,F021,1,62466.22,False,False,False
P0028,F025,1,73527.19,False,False,False
P0028,F033,1,119229.79,False,False,False
P0028,F035,2,404353.97000000003,False,False,False
P0028,F040,1,47274.27,False,False,False
P0028,F044,1,8069.58,False,False,False
P0028,F047,1,277890.71,False,False,False
P0028,F049,1,63844.97,False,False,False
P0028,F054,1,77944.08,False,False,False
P0028,F055,1,25659.06,False,False,False
P0029,F000,1,358935.71,False,False,False
P0029,F004,1,51975.56,False,False,False
P0029,F014,1,86955.56,False,False,False
P0029,F017,1,251451.69,False,False,False
P0029,F019,1,44274.93,False,False,False
P0029,F021,1,0.0,False,False,False
P0029,F030,4,173132.34,False,False,False
P0029,F041,1,81958.24,False,False,False
P0029,F047,1,19165.67,False,False,False
P0029,F055,1,16928.39,False,False,False
P0030,F000,1,198256.07,False,False,False
P0030,F006,1,73844.66,False,False,False
P0030,F008,1,163321.56,False,False,False
P0030,F016,2,185843.57,False,False,False
P0030,F021,1,24050.75,False,False,False
P0030,F022,1,80693.2,False,False,False
P0030,F023,1,10607.63,False,False,False
P0030,F029,2,222247.32,False,False,False
P0030,F036,2,173534.47999999998,False,False,False
P0030,F041,1,86820.01,False,False,False
P0030,F042,1,79301.26,False,False,False
P0030,F050,1,550257.37,False,False,False
P0030,F054,1,29578.67,False,False,False
P0030,F055,1,5742.54,False,False,False
P0030,F057,2,97988.23,False,False,False
P0030,F058,2,54166.53,False,False,False
P0031,F000,2,56397.34,False,False,False
P0031,F010,1,55667.01,False,False,False
P0031,F013,1,80529.84,False,False,False
P0031,F014,1,7703.02,False,False,False
P0031,F023,1,45522.19,False,False,False
P0031,F024,1,38829.43,False,False,False
P0031,F025,1,36673.29,False,False,False
P0031,F029,1,7956.59,False,False,False
P0031,F035,1,30737.82,False,False,False
P0031,F038,1,41566.9,False,False,False
P0031,F039,1,38581.82,False,False,False
P0031,F041,2,734496.3,False,False,False
P0031,F049,2,90577.04,False,False,False
P0031,F051,1,89053.39,False,False,False
P0031,F053,1,49975.66,False,False,False
P0031,F057,1,167742.51,False,False,False
P0032,F000,2,48593.04,False,False,False
P0032,F003,1,14131.81,False,False,False
P0032,F004,1,4479.58,False,False,False
P0032,F006,1,85922.23,False,False,False
P0032,F011,1,410239.35,False,False,False
P0032,F012,1,66331.67,False,False,False
P0032,F013,1,104420.13,False,False,False
P0032,F018,1,131937.38,False,False,False
P0032,F025,1,76936.88,False,False,False
P0032,F026,1,27109.74,False,False,False
P0032,F029,1,141406.8,False,False,False
P0032,F040,1,39452.73,False,False,False
P0032,F044,1,23488.51,False,False,False
P0032,F048,1,114583.82,False,False,False
P0032,F049,1,107761.48,False,False,False
P0032,F055,1,126621.74,False,False,False
P0032,F058,1,391027.78,False,False,False
P0033,F005,1,31876.76,False,False,False
P0033,F008,1,33288.78,False,False,False
P0033,F009,2,89066.38,False,False,False
P0033,F012,2,259427.21000000002,False,False,False
P0033,F013,2,276686.38,False,False,False
P0033,F017,1,53219.74,False,False,False
P0033,F023,1,23931.5,False,False,False
P0033,F025,1,74841.07,False,False,False
P0033,F034,1,51270.44,False,False,False
P0033,F039,2,142228.44,False,False,False
P0033,F045,1,0.0,False,False,False
P0033,F050,3,210122.2,False,False,False
P0034,F000,1,97254.04,False,False,False
P0034,F007,2,50383.649999999994,False,False,False
P0034,F008,1,0.0,False,False,False
P0034,F012,1,8494.59,False,False,False
P0034,F016,1,34595.89,False,False,False
P0034,F018,1,56415.51,False,False,False
P0034,F020,1,156438.49,False,False,False
P0034,F024,1,34105.62,False,False,False
P0034,F028,2,91482.75,False,False,False
P0034,F039,2,446756.46,False,False,False
P0034,F048,1,90984.95,False,False,False
P0034,F054,1,55481.29,False,False,False
P0034,F057,1,27293.6,False,False,False
P0035,F000,2,234186.24,False,False,False
P0035,F002,1,47192.41,False,False,False
P0035,F003,1,56918.28,False,False,False
P0035,F004,1,14445.51,False,False,False
P0035,F005,1,232763.35,False,False,False
P0035,F008,1,20419.88,False,False,False
P0035,F012,1,81535.95,False,False,False
P0035,F035,2,835987.99,False,False,False
P0035,F040,1,7547.54,False,False,False
P0035,F048,1,63836.08,False,False,False
P0035,F050,1,12535.19,False,False,False
P0035,F056,1,30980.91,False,False,False
P0036,F006,1,101203.68,False,False,False
P0036,F011,1,36849.74,False,False,False
P0036,F016,1,33972.83,False,False,False
P0036,F019,1,39749.96,False,False,False
P0036,F026,1,326365.09,False,False,False
P0036,F032,1,88808.5,False,False,False
P0036,F035,2,115434.61,False,False,False
P0036,F047,1,90489.84,False,False,False
P0036,F051,1,51766.28,False,False,False
P0036,F055,1,43086.77,False,False,False
P0037,F007,1,110057.86,False,False,False
P0037,F013,1,94091.37,False,False,False
P0037,F020,1,38160.7,False,False,False
P0037,F030,1,655187.49,False,False,False
P0037,F031,1,31863.88,False,False,False
P0037,F035,1,66182.39,False,False,False
P0037,F048,1,13374.49,False,False,False
P0037,F054,1,189395.31,False,False,False
P0037,F058,1,33989.63,False,False,False
P0037,F059,1,21363.57,False,False,False
P0038,F000,3,139607.56,False,False,False
P0038,F002,2,443698.91,False,False,False
P0038,F003,1,95348.12,False,False,False
P0038,F006,2,224117.47,False,False,False
P0038,F007,1,35637.53,False,False,False
P0038,F008,1,107315.15,False,False,False
P0038,F013,1,33230.86,False,False,False
P0038,F022,2,107817.87,False,False,False
P0038,F027,1,30347.7,False,False,False
P0038,F029,1,32988.39,False,False,False
P0038,F033,1,179463.62,False,False,False
P0038,F035,2,138305.79,False,False,False
P0038,F036,1,29347.21,False,False,False
P0038,F041,1,16392.49,False,False,False
P0038,F043,1,21073.97,False,False,False
P0038,F049,1,29493.96,False,False,False
P0038,F050,1,15168.82,False,False,False
P0038,F057,1,64081.64,False,False,False
P0039,F000,1,169270.55,False,False,False
P0039,F003,1,18730.72,False,False,False
P0039,F005,1,91648.38,False,False,False
P0039,F008,1,353520.95,False,False,False
P0039,F014,1,102732.62,False,False,False
P0039,F019,1,32520.9,False,False,False
P0039,F021,3,363452.98,False,False,False
P0039,F023,1,44163.74,False,False,False
P0039,F027,1,17764.38,False,False,False
P0039,F028,1,43078.99,False,False,False
P0039,F033,1,140679.55,False,False,False
P0039,F035,1,87915.72,False,False,False
P0039,F045,1,41794.51,False,False,False
P0039,F048,1,46830.0,False,False,False
P0039,F050,2,347241.20999999996,False,False,False
P0039,F051,1,59769.77,False,False,False
P0040,F000,1,73833.64,False,False,False
P0040,F010,1,16106.45,False,False,False
P0040,F012,2,119232.3,False,False,False
P0040,F023,1,135869.15,False,False,False
P0040,F026,1,11668.79,False,False,False
P0040,F035,1,253350.81,False,False,False
P0040,F036,1,216161.03,False,False,False
P0040,F041,1,33952.57,False,False,False
P0040,F044,1,17148.82,False,False,False
P0040,F053,1,92501.91,False,False,False
P0041,F000,2,233396.74000000002,False,False,False
P0041,F004,1,120281.85,False,False,False
P0041,F006,1,209536.85,False,False,False
P0041,F012,1,52807.07,False,False,False
P0041,F018,1,57239.8,False,False,False
P0041,F019,1,75992.38,False,False,False
P0041,F022,1,37583.74,False,False,False
P0041,F031,1,56200.8,False,False,False
P0041,F035,1,41998.58,False,False,False
P0041,F036,1,213212.14,False,False,False
P0041,F040,1,76050.94,False,False,False
P0041,F049,2,440832.95,False,False,False
P0042,F004,1,125819.67,False,False,False
P0042,F005,1,984693.73,False,False,False
P0042,F007,1,63495.26,False,False,False
P0042,F016,1,31210.35,False,False,False
P0042,F018,1,64536.72,False,False,False
P0042,F030,1,22446.74,False,False,False
P0042,F033,1,22800.63,False,False,False
P0042,F041,1,178172.55,False,False,False
P0042,F044,1,242153.73,False,False,False
P0042,F046,1,11628.57,False,False,False
P0042,F049,1,180316.07,False,False,False
P0042,F050,1,9388.14,False,False,False
P0042,F051,1,166054.85,False,False,False
P0042,F052,1,100944.64,False,False,False
P0042,F053,1,12772.12,False,False,False
P0043,F000,1,41328.0,False,False,False
P0043,F009,1,355340.07,False,False,False
P0043,F010,1,80862.91,False,False,False
P0043,F018,1,0.0,False,False,False
P0043,F019,1,450568.57,False,False,False
P0043,F021,1,26380.67,False,False,False
P0043,F023,1,91254.8,False,False,False
P0043,F026,1,56075.45,False,False,False
P0043,F031,1,87778.4,False,False,False
P0043,F035,1,178421.93,False,False,False
P0043,F039,1,23789.49,False,False,False
P0043,F041,1,18244.54,False,False,False
P0043,F053,1,102644.03,False,False,False
P0043,F057,1,19371.62,False,False,False
P0044,F002,1,43864.06,False,False,False
P0044,F006,1,208509.91,False,False,False
P0044,F008,1,90567.2,False,False,False
P0044,F010,1,6910.18,False,False,False
P0044,F012,1,5276.98,False,False,False
P0044,F018,1,25108.28,False,False,False
P0044,F024,1,52573.84,False,False,False
P0044,F025,1,58861.6,False,False,False
P0044,F026,2,70715.26,False,False,False
P0044,F028,1,9282.61,False,False,False
P0044,F031,1,75541.93,False,False,False
P0044,F032,1,67993.38,False,False,False
P0044,F040,1,17097.33,False,False,False
P0044,F049,1,72649.04,False,False,False
P0044,F055,1,183896.43,False,False,False
P0045,F010,1,129203.96,False,False,False
P0045,F016,2,168496.02,False,False,False
P0045,F018,1,119219.12,False,False,False
P0045,F023,1,82313.57,False,False,False
P0045,F035,1,32428.57,False,False,False
P0045,F044,1,267732.57,False,False,False
P0045,F048,1,32061.03,False,False,False
P0045,F049,1,16119.23,False,False,False
P0045,F053,1,68268.65,False,False,False
P0045,F058,1,31286.45,False,False,False
P0046,F000,1,39455.4,False,False,False
P0046,F004,1,54338.29,False,False,False
P0046,F006,1,84035.49,False,False,False
P0046,F011,1,78493.85,False,False,False
P0046,F017,1,552380.44,False,False,False
P0046,F020,1,22223.24,False,False,False
P0046,F022,1,49066.33,False,False,False
P0046,F026,1,75268.02,False,False,False
P0046,F027,1,38038.19,False,False,False
P0046,F030,1,20740.32,False,False,False
P0046,F035,1,44514.22,False,False,False
P0046,F038,1,20819.67,False,False,False
P0046,F048,1,91707.11,False,False,False
P0046,F051,1,161366.93,False,False,False
P0046,F053,1,13705.77,False,False,False
P0046,F054,1,60300.43,False,False,False
P0047,F000,1,97091.33,False,False,False
P0047,F006,1,7397.65,False,False,False
P0047,F007,1,72058.19,False,False,False
P0047,F008,1,59700.46,False,False,False
P0047,F017,1,33371.54,False,False,False
P0047,F021,1,64206.23,False,False,False
P0047,F025,2,29853.45,False,False,False
P0047,F026,1,287866.14,False,False,False
P0047,F035,1,238880.9,False,False,False
P0047,F046,1,45007.94,False,False,False
P0047,F049,2,148005.97,False,False,False
P0047,F055,1,111381.09,False,False,False
P0048,F003,1,46100.67,False,False,False
P0048,F006,1,28551.78,False,False,False
P0048,F008,1,94677.86,False,False,False
P0048,F018,1,63772.39,False,False,False
P0048,F020,1,79519.62,False,False,False
P0048,F026,1,235757.38,False,False,False
P0048,F028,1,317390.33,False,False,False
P0048,F031,1,14375.87,False,False,False
P0048,F036,1,38836.59,False,False,False
P0048,F041,1,22895.96,False,False,False
P0048,F043,1,71623.02,False,False,False
P0048,F044,1,13654.48,False,False,False
P0048,F047,1,94327.86,False,False,False
P0048,F050,3,12199.76,False,False,False
P0048,F051,1,85044.77,False,False,False
P0048,F056,1,17247.41,False,False,False
P0049,F000,1,9713.21,False,False,False
P0049,F002,13,3127443.52,False,False,False
P0049,F004,2,332657.59,False,False,False
P0049,F005,2,302364.28,False,False,False
P0049,F019,1,39294.78,False,False,False
P0049,F024,1,20701.34,False,False,False
P0049,F029,1,108763.73,False,False,False
P0049,F035,3,721273.64,False,False,False
P0049,F037,1,70595.19,False,False,False
P0049,F044,1,56558.51,False,False,False
P0049,F045,1,11086.94,False,False,False
P0049,F049,1,57598.11,False,False,False
P0049,F050,1,62533.02,False,False,False
P0049,F051,1,185673.46,False,False,False
P0049,F057,1,20072.48,False,False,False
P0049,F058,1,34240.29,False,False,False
P0050,F000,1,122459.8,False,False,False
P0050,F003,1,101493.29,False,False,False
P0050,F006,1,64403.61,False,False,False
P0050,F007,1,52508.3,False,False,False
P0050,F015,1,120772.47,False,False,False
P0050,F017,1,90252.69,False,False,False
P0050,F021,1,90697.01,False,False,False
P0050,F022,1,31054.52,False,False,False
P0050,F023,1,9682.17,False,False,False
P0050,F025,1,26571.62,False,False,False
P0050,F031,1,49204.59,False,False,False
P0050,F032,1,32079.05,False,False,False
P0050,F036,1,126184.31,False,False,False
P0050,F039,1,192362.59,False,False,False
P0050,F051,1,152065.53,False,False,False
P0050,F057,1,28136.36,False,False,False
P0051,F000,1,167142.38,False,False,False
P0051,F003,1,38249.06,False,False,False
P0051,F006,1,18983.62,False,False,False
P0051,F014,2,30999.739999999998,False,False,False
P0051,F017,1,14699.63,False,False,False
P0051,F022,1,60278.73,False,False,False
P0051,F024,1,82289.49,False,False,False
P0051,F027,1,64584.41,False,False,False
P0051,F028,13,3340911.8,False,False,False
P0051,F041,1,107387.06,False,False,False
P0051,F042,1,280446.43,False,False,False
P0051,F045,1,42269.89,False,False,False
P0051,F050,1,43041.78,False,False,False
P0051,F053,1,14332.66,False,False,False
P0052,F003,1,97192.95,False,False,False
P0052,F007,1,36569.72,False,False,False
P0052,F021,1,135929.38,False,False,False
P0052,F025,1,92942.97,False,False,False
P0052,F029,1,27847.67,False,False,False
P0052,F031,1,199292.24,False,False,False
P0052,F034,1,65210.21,False,False,False
P0052,F037,1,76904.78,False,False,False
P0052,F039,1,919227.3,False,False,False
P0052,F041,1,57231.67,False,False,False
P0052,F043,1,66180.62,False,False,False
P0052,F048,1,116869.23,False,False,False
P0052,F050,1,9974.88,False,False,False
P0052,F053,1,27371.73,False,False,False
P0052,F055,1,137027.69,False,False,False
