id_contrato,id_proveedor,id_entidad,id_funcionario,modalidad,objeto,categoria_principal,monto,fecha_contrato,es_favoritismo_real,es_fraccionamiento_real,escenario_sintetico,monto_capped,monto_norm,modalidad_Adjudicación Simplificada,modalidad_Comparación de Precios,modalidad_Concurso Público,modalidad_Concurso Público Abreviado,modalidad_Contratación Directa,modalidad_Licitación Pública,modalidad_Licitación Pública Abreviada,es_contratacion_directa,es_comparacion_precios
C002567,P0170,E03,F000,Adjudicación Simplificada,Servicio de capacitación,services,158843.78,2023-09-29,False,False,normal,158843.78,0.39290144594736326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002369,P0066,E00,F010,Adjudicación Simplificada,Adquisición de equipos informáticos,goods,34626.56,2024-06-23,False,False,normal,34626.56,-0.5720624520579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C700046,P0165,E01,F048,Licitación Pública,Servicio de transporte,services,832461.73,2025-07-24,False,False,hard_negative_concentracion_legitima,714814.3156000002,4.711879887170328,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001494,P0115,E12,F050,Adjudicación Simplificada,Servicio de capacitación,services,15913.78,2023-06-08,False,False,normal,15913.78,-0.7174300358060706,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001800,P0082,E12,F050,Comparación de Precios,Adquisición de materiales de construcción,goods,3304.38,2023-03-17,False,False,normal,3304.38,-0.8153843755949304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003456,P0029,E09,F034,Comparación de Precios,Servicio de limpieza y vigilancia,services,73994.75,2026-01-30,False,False,normal,73994.75,-0.26623623827037657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C900058,P0064,E00,F010,Comparación de Precios,Obra de rehabilitación vial,works,210997.4,2024-01-14,True,False,favoritismo_sembrado,210997.4,0.7980494636721622,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001236,P0121,E13,F055,Contratación Directa,Servicio de transporte,services,167113.03,2026-06-08,False,False,normal,167113.03,0.4571399445515022,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002216,P0022,E12,F021,Contratación Directa,Adquisición de materiales de construcción,goods,9054.82,2023-07-11,False,False,normal,9054.82,-0.7707128960879395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002641,P0066,E03,F000,Licitación Pública,Servicio de capacitación,services,26087.71,2025-03-15,False,False,normal,26087.71,-0.6383953001161824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001840,P0144,E05,F059,Comparación de Precios,Servicio de transporte,services,19930.17,2023-03-15,False,False,normal,19930.17,-0.686229278372364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000196,P0134,E15,F035,Adjudicación Simplificada,Suministro de combustible,goods,134011.2,2025-12-17,False,False,normal,134011.2,0.1999930617931572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001022,P0201,E07,F036,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,57394.01,2024-09-06,False,False,normal,57394.01,-0.3951967381122817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001811,P0076,E16,F042,Comparación de Precios,Adquisición de bienes de oficina,goods,118237.29,2023-11-15,False,False,normal,118237.29,0.07745567381760746,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001584,P0052,E00,F041,Comparación de Precios,Servicio de transporte,services,50478.66,2025-06-24,False,False,normal,50478.66,-0.4489176561304976,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001726,P0111,E14,F016,Comparación de Precios,Adquisición de bienes de oficina,goods,71013.8,2024-04-07,False,False,normal,71013.8,-0.2893933265690745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001047,P0095,E11,F049,Contratación Directa,Servicio de limpieza y vigilancia,services,32570.07,2023-11-09,False,False,normal,32570.07,-0.5880380036489663,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C900041,P0074,E06,F039,Contratación Directa,Adquisición de bienes de oficina,goods,218967.97,2026-06-15,True,False,favoritismo_sembrado,218967.97,0.8599677089567034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002667,P0162,E08,F005,Adjudicación Simplificada,Obra de rehabilitación vial,works,49546.34,2024-06-01,False,False,normal,49546.34,-0.4561602521360134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000402,P0020,E02,F044,Comparación de Precios,Consultoría en ingeniería,services,40958.86,2024-07-29,False,False,normal,40958.86,-0.5228708754686096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002526,P0002,E14,F016,Licitación Pública,Adquisición de bienes de oficina,goods,80812.67,2025-08-22,False,False,normal,80812.67,-0.21327219142173479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001114,P0054,E05,F001,Adjudicación Simplificada,Adquisición de materiales de construcción,goods,20966.96,2025-12-05,False,False,normal,20966.96,-0.6781751219533677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001503,P0164,E06,F006,Contratación Directa,Adquisición de equipos informáticos,goods,263084.32,2025-02-08,False,False,normal,263084.32,1.202679331884382,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C001490,P0156,E06,F006,Licitación Pública,Servicio de capacitación,services,10700.53,2024-06-04,False,False,normal,10700.53,-0.7579284308053785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001983,P0004,E06,F039,Comparación de Precios,Servicio de capacitación,services,62970.775,2024-04-13,False,False,normal,62970.775,-0.35187442826941673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C001110,P0144,E04,F019,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,136025.72,2023-04-23,False,False,normal,136025.72,0.21564257537758255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001345,P0101,E02,F051,Adjudicación Simplificada,Suministro de combustible,goods,114063.9,2026-06-16,False,False,normal,114063.9,0.04503528409791976,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001023,P0111,E16,F002,Adjudicación Simplificada,Servicio de transporte,services,47275.64,2024-07-13,False,False,normal,47275.64,-0.4737998638033857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000263,P0030,E03,F000,Concurso Público,Adquisición de equipos informáticos,goods,9154.6,2023-08-25,False,False,normal,9154.6,-0.7699377692758681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C000211,P0046,E03,F000,Contratación Directa,Adquisición de equipos informáticos,goods,19983.5,2023-03-07,False,False,normal,19983.5,-0.6858149918130558,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C900062,P0064,E00,F041,Contratación Directa,Adquisición de equipos informáticos,goods,87449.42,2024-07-18,True,False,favoritismo_sembrado,87449.42,-0.1617155380842472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002978,P0088,E14,F016,Adjudicación Simplificada,Suministro de combustible,goods,67094.65,2025-03-01,False,False,normal,67094.65,-0.3198386888213237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002069,P0198,E03,F000,Comparación de Precios,Servicio de capacitación,services,73748.64,2023-12-23,False,False,normal,73748.64,-0.26814810898313346,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000927,P0071,E11,F007,Adjudicación Simplificada,Suministro de combustible,goods,204704.95,2025-05-16,False,False,normal,204704.95,0.749167456169473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002528,P0083,E08,F005,Contratación Directa,Obra de rehabilitación vial,works,28931.3,2025-09-10,False,False,normal,28931.3,-0.6163052735423403,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C002943,P0190,E02,F011,Licitación Pública,Suministro de combustible,goods,188637.12,2025-06-13,False,False,normal,188637.12,0.6243467922608303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C003189,P0198,E04,F030,Licitación Pública,Consultoría en ingeniería,services,95135.55,2023-10-07,False,False,normal,95135.55,-0.10200692469412949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C001037,P0088,E07,F036,Adjudicación Simplificada,Consultoría en ingeniería,services,91715.57,2023-08-17,False,False,normal,91715.57,-0.12857455542922433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000893,P0159,E16,F057,Contratación Directa,Servicio de mantenimiento de infraestructura,services,10761.73,2023-06-12,False,False,normal,10761.73,-0.7574530072646012,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C000120,P0013,E06,F039,Concurso Público,Adquisición de materiales de construcción,goods,104668.03,2025-06-09,False,False,normal,104668.03,-0.02795520257011796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C001691,P0042,E14,F040,Comparación de Precios,Consultoría en ingeniería,services,31210.35,2023-02-28,False,False,normal,31210.35,-0.5986007960814141,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002310,P0117,E06,F039,Adjudicación Simplificada,Adquisición de bienes de oficina,goods,32589.19,2023-10-08,False,False,normal,32589.19,-0.5878894726342659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001480,P0019,E13,F058,Adjudicación Simplificada,Servicio de capacitación,services,104060.58,2025-08-28,False,False,normal,104060.58,-0.032674091946673756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C000315,P0049,E13,F058,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,40455.59,2025-09-08,False,False,normal,40455.59,-0.5267804572556526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C002256,P0129,E09,F033,Contratación Directa,Adquisición de materiales de construcción,goods,67303.73000000001,2025-12-11,False,False,normal,67303.73000000001,-0.3182144804241711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C000052,P0176,E10,F026,Comparación de Precios,Suministro de combustible,goods,30385.95,2023-11-01,False,False,normal,30385.95,-0.6050050308365919,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002488,P0217,E09,F034,Comparación de Precios,Adquisición de materiales de construcción,goods,61718.89,2026-05-08,False,False,normal,61718.89,-0.36159951976199983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C003165,P0007,E01,F048,Licitación Pública,Obra de rehabilitación vial,works,38095.4,2023-03-23,False,False,normal,38095.4,-0.5451152593260342,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,False
C002307,P0075,E15,F035,Contratación Directa,Servicio de limpieza y vigilancia,services,87621.08,2025-02-03,False,False,normal,87621.08,-0.1603820216625177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C000026,P0058,E11,F007,Adjudicación Simplificada,Consultoría en ingeniería,services,83116.25,2023-06-28,False,False,normal,83116.25,-0.1953771561265723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C001006,P0061,E00,F038,Comparación de Precios,Consultoría en ingeniería,services,86042.19,2023-01-07,False,False,normal,86042.19,-0.1726474052294783,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C002772,P0009,E17,F031,Comparación de Precios,Adquisición de equipos informáticos,goods,63385.55,2023-05-17,False,False,normal,63385.55,-0.34865230736866615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000948,P0030,E03,F000,Concurso Público,Servicio de capacitación,services,38465.89,2026-05-12,False,False,normal,38465.89,-0.5422371601818738,0.0,0.0,1.0,0.0,0.0,0.0,0.0,False,False
C003292,P0008,E01,F017,Comparación de Precios,Servicio de transporte,services,48303.21,2025-02-07,False,False,normal,48303.21,-0.46581733164984634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,True
C000929,P0003,E16,F002,Adjudicación Simplificada,Servicio de mantenimiento de infraestructura,services,25628.88,2024-11-16,False,False,normal,25628.88,-0.6419596560510661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False
C003474,P0094,E07,F023,Contratación Directa,Obra de rehabilitación vial,works,27136.25,2025-06-28,False,False,normal,27136.25,-0.6302498654847002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
C001061,P0173,E11,F007,Contratación Directa,Obra de rehabilitación vial,works,71311.96,2023-11-17,False,False,normal,71311.96,-0.2870771127959016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True,False
